id,D,C,I,K,P,_SolventAccessibilityC3,_ChargeC3,_PolarityC2,_NormalizedVDWVC1,_NormalizedVDWVC2,_HydrophobicityC2,_SolventAccessibilityT12,_ChargeT23,_PolarityT13,_NormalizedVDWVT23,_HydrophobicityT13,PAAC4,PAAC5,PAAC10,PAAC15,label
Positive_595,5.208,1.488,7.44,3.125,4.911,0.229,0.106,0.353,0.42,0.376,0.403,0.282,0.173,0.212,0.145,0.177,2.649,0.757,3.785,2.498,1
Negative_372,1.031,2.062,3.093,6.186,9.278,0.34,0.072,0.299,0.33,0.392,0.351,0.198,0.135,0.271,0.208,0.198,0.568,1.137,1.705,5.115,0
Positive_1186,4.46,2.582,7.042,6.573,3.991,0.237,0.103,0.27,0.34,0.427,0.319,0.256,0.172,0.247,0.198,0.214,2.405,1.392,3.797,2.152,1
Positive_772,5.95,1.152,7.294,6.718,3.647,0.209,0.131,0.34,0.411,0.388,0.382,0.323,0.215,0.263,0.162,0.229,3.049,0.59,3.737,1.869,1
Negative_861,2.205,2.52,4.724,1.732,5.197,0.301,0.043,0.378,0.425,0.351,0.433,0.136,0.073,0.123,0.156,0.096,1.249,1.427,2.675,2.943,0
Negative_920,3.014,0.969,1.722,3.875,14.101,0.379,0.098,0.479,0.519,0.297,0.512,0.207,0.131,0.131,0.106,0.115,1.64,0.527,0.937,7.673,0
Positive_1172,5.72,1.476,5.166,7.38,6.458,0.282,0.179,0.268,0.339,0.378,0.336,0.242,0.261,0.259,0.203,0.205,2.912,0.752,2.63,3.288,1
Positive_661,4.223,1.727,2.495,5.374,8.445,0.25,0.111,0.38,0.44,0.33,0.411,0.273,0.188,0.198,0.152,0.179,2.104,0.86,1.243,4.207,1
Positive_197,3.233,2.079,6.467,4.85,2.771,0.261,0.099,0.296,0.349,0.453,0.351,0.266,0.157,0.248,0.188,0.206,1.776,1.142,3.552,1.522,1
Negative_726,4.348,1.863,3.649,1.32,6.599,0.255,0.099,0.39,0.452,0.346,0.445,0.268,0.166,0.2,0.134,0.162,2.231,0.956,1.872,3.386,0
Negative_306,3.279,0.0,1.639,0.0,18.033,0.279,0.033,0.492,0.525,0.213,0.525,0.217,0.067,0.1,0.1,0.083,1.516,0.0,0.758,8.338,0
Positive_947,3.043,2.391,9.13,5.217,5.87,0.239,0.072,0.265,0.32,0.433,0.307,0.2,0.098,0.198,0.231,0.166,1.651,1.297,4.954,3.185,1
Negative_414,6.577,4.698,3.893,4.295,4.698,0.264,0.128,0.313,0.426,0.365,0.36,0.251,0.188,0.23,0.133,0.194,3.496,2.497,2.069,2.497,0
Negative_103,5.512,4.724,0.787,6.299,6.299,0.252,0.094,0.299,0.402,0.323,0.331,0.238,0.127,0.198,0.135,0.183,2.676,2.294,0.382,3.058,0
Negative_22,3.681,4.294,1.227,3.067,15.337,0.35,0.08,0.423,0.503,0.282,0.491,0.21,0.123,0.142,0.142,0.13,1.965,2.292,0.655,8.186,0
Positive_415,5.782,1.786,5.272,9.439,5.102,0.245,0.137,0.272,0.348,0.364,0.329,0.299,0.191,0.271,0.237,0.231,2.889,0.892,2.634,2.549,1
Negative_35,5.785,2.755,4.683,6.887,9.366,0.292,0.11,0.336,0.421,0.344,0.369,0.282,0.169,0.224,0.141,0.204,2.964,1.411,2.399,4.798,0
Negative_723,4.058,2.319,2.899,3.478,6.667,0.261,0.096,0.348,0.412,0.336,0.412,0.273,0.142,0.224,0.128,0.169,1.992,1.138,1.423,3.273,0
Positive_622,6.083,2.311,3.893,5.961,6.934,0.303,0.128,0.327,0.411,0.348,0.389,0.227,0.175,0.23,0.164,0.192,3.176,1.206,2.032,3.62,1
Negative_294,3.279,4.918,1.23,2.459,14.754,0.398,0.07,0.5,0.582,0.238,0.533,0.198,0.136,0.119,0.078,0.107,1.803,2.704,0.676,8.113,0
Negative_148,3.693,0.942,1.707,3.948,12.685,0.359,0.107,0.487,0.534,0.279,0.535,0.204,0.15,0.134,0.103,0.112,2.021,0.516,0.934,6.943,0
Negative_9,5.556,3.889,0.556,2.778,8.889,0.25,0.1,0.422,0.517,0.217,0.45,0.257,0.123,0.14,0.134,0.128,2.528,1.769,0.253,4.044,0
Negative_233,2.49,5.809,4.979,5.394,2.905,0.303,0.087,0.311,0.394,0.373,0.369,0.196,0.121,0.217,0.196,0.183,1.335,3.115,2.67,1.558,0
Positive_643,5.755,1.542,4.728,5.55,6.578,0.283,0.124,0.325,0.398,0.347,0.388,0.244,0.182,0.207,0.159,0.167,2.976,0.797,2.445,3.401,1
Negative_648,3.15,6.102,3.346,6.299,8.268,0.262,0.118,0.348,0.441,0.362,0.396,0.276,0.172,0.239,0.144,0.195,1.734,3.359,1.842,4.551,0
Negative_23,3.03,0.0,3.03,0.0,15.152,0.333,0.152,0.455,0.485,0.394,0.485,0.219,0.188,0.156,0.125,0.094,1.898,0.0,1.898,9.49,0
Positive_281,4.261,1.614,7.36,5.1,3.228,0.251,0.097,0.295,0.354,0.407,0.347,0.233,0.149,0.227,0.194,0.189,2.256,0.854,3.896,1.709,1
Positive_892,2.903,0.323,2.903,4.194,5.161,0.284,0.061,0.371,0.403,0.368,0.413,0.204,0.094,0.181,0.162,0.149,1.489,0.166,1.489,2.646,1
Negative_10,4.167,3.125,11.458,2.083,1.042,0.229,0.052,0.24,0.312,0.49,0.271,0.221,0.105,0.211,0.221,0.2,2.574,1.931,7.079,0.644,0
Negative_1109,5.806,4.194,1.935,2.581,10.323,0.277,0.097,0.371,0.471,0.313,0.423,0.217,0.133,0.207,0.136,0.162,2.985,2.156,0.995,5.308,0
Positive_854,3.753,1.766,5.74,5.74,3.532,0.278,0.097,0.296,0.351,0.386,0.366,0.237,0.137,0.248,0.19,0.197,1.975,0.929,3.02,1.859,1
Positive_350,5.091,1.697,5.614,5.352,6.658,0.291,0.106,0.36,0.428,0.341,0.409,0.239,0.159,0.222,0.17,0.188,2.683,0.894,2.958,3.508,1
Negative_402,3.972,2.763,1.554,4.145,6.736,0.257,0.093,0.361,0.428,0.356,0.402,0.26,0.154,0.218,0.157,0.194,2.067,1.438,0.809,3.506,0
Positive_1043,6.383,1.216,7.295,4.863,4.863,0.213,0.173,0.289,0.365,0.447,0.328,0.36,0.253,0.299,0.174,0.271,3.152,0.6,3.602,2.401,1
Positive_560,4.878,0.915,8.232,6.707,4.268,0.238,0.137,0.29,0.348,0.396,0.354,0.281,0.205,0.242,0.208,0.199,2.449,0.459,4.133,2.143,1
Negative_106,2.54,1.617,2.54,6.005,5.774,0.268,0.09,0.381,0.423,0.333,0.42,0.25,0.13,0.19,0.167,0.174,1.321,0.841,1.321,3.003,0
Negative_1052,3.947,2.632,2.632,17.105,7.895,0.25,0.066,0.342,0.408,0.289,0.395,0.28,0.133,0.133,0.173,0.12,2.2,1.467,1.467,4.4,0
Negative_1197,5.448,3.874,4.964,4.843,4.116,0.236,0.114,0.303,0.396,0.383,0.354,0.236,0.175,0.232,0.195,0.189,2.822,2.007,2.571,2.132,0
Negative_1155,3.802,4.183,4.183,4.563,4.563,0.278,0.114,0.281,0.361,0.335,0.346,0.267,0.156,0.282,0.198,0.218,1.864,2.051,2.051,2.237,0
Positive_867,3.704,2.116,3.704,12.169,3.704,0.19,0.201,0.217,0.275,0.434,0.259,0.287,0.25,0.277,0.266,0.234,1.882,1.075,1.882,1.882,1
Negative_433,3.774,1.509,1.509,1.509,10.189,0.277,0.081,0.417,0.47,0.255,0.483,0.236,0.119,0.181,0.155,0.13,1.747,0.699,0.699,4.717,0
Negative_475,1.55,7.752,3.101,2.326,3.876,0.287,0.062,0.333,0.426,0.357,0.403,0.25,0.094,0.25,0.125,0.188,0.831,4.156,1.663,2.078,0
Positive_244,1.887,3.145,9.119,4.403,2.83,0.283,0.044,0.261,0.311,0.418,0.33,0.158,0.069,0.183,0.218,0.151,1.069,1.782,5.168,1.604,1
Positive_146,5.573,2.477,4.644,8.05,5.882,0.22,0.127,0.257,0.337,0.399,0.325,0.283,0.183,0.295,0.189,0.239,2.762,1.228,2.302,2.915,1
Positive_829,4.991,0.172,4.647,6.54,5.852,0.239,0.112,0.349,0.401,0.358,0.394,0.276,0.172,0.209,0.176,0.181,2.505,0.086,2.332,2.937,1
Negative_316,3.2,3.2,0.8,1.6,7.2,0.2,0.096,0.312,0.376,0.376,0.328,0.315,0.121,0.234,0.153,0.226,1.524,1.524,0.381,3.429,0
Negative_1169,5.322,2.97,2.599,3.837,3.96,0.234,0.108,0.342,0.425,0.361,0.392,0.258,0.166,0.209,0.165,0.18,2.695,1.504,1.316,2.006,0
Negative_209,6.475,7.194,4.317,5.036,3.597,0.281,0.151,0.245,0.381,0.338,0.309,0.196,0.181,0.196,0.188,0.145,3.296,3.662,2.197,1.831,0
Positive_735,4.604,1.535,7.161,6.394,5.882,0.251,0.123,0.261,0.322,0.445,0.317,0.297,0.192,0.315,0.195,0.259,2.387,0.796,3.712,3.049,1
Positive_131,5.915,1.376,4.264,4.952,4.539,0.238,0.124,0.272,0.345,0.37,0.354,0.291,0.19,0.263,0.218,0.208,2.876,0.669,2.073,2.207,1
Negative_254,3.175,9.524,6.349,12.698,11.111,0.238,0.159,0.317,0.444,0.302,0.365,0.226,0.226,0.161,0.113,0.129,1.684,5.05,3.366,5.891,0
Positive_943,5.105,2.912,5.857,7.003,3.207,0.241,0.127,0.251,0.331,0.416,0.306,0.277,0.195,0.28,0.205,0.24,2.61,1.489,2.995,1.64,1
Negative_356,2.885,4.808,4.808,6.731,8.654,0.365,0.067,0.375,0.452,0.356,0.423,0.252,0.126,0.223,0.078,0.204,1.665,2.774,2.774,4.993,0
Positive_349,5.863,2.345,6.616,5.779,4.606,0.253,0.114,0.309,0.391,0.35,0.369,0.281,0.181,0.259,0.19,0.215,2.899,1.16,3.271,2.278,1
Negative_582,3.644,2.332,3.061,1.603,5.685,0.254,0.102,0.363,0.423,0.348,0.423,0.247,0.166,0.209,0.149,0.166,1.829,1.171,1.537,2.854,0
Positive_268,5.833,1.458,4.167,7.5,4.583,0.254,0.16,0.271,0.344,0.35,0.335,0.238,0.207,0.248,0.236,0.198,2.824,0.706,2.018,2.219,1
Negative_914,2.986,2.254,2.648,1.408,9.521,0.256,0.092,0.375,0.427,0.41,0.402,0.237,0.154,0.188,0.131,0.165,1.594,1.203,1.414,5.083,0
Negative_892,3.409,3.409,9.091,4.545,5.682,0.261,0.114,0.341,0.409,0.409,0.386,0.184,0.138,0.126,0.149,0.103,1.896,1.896,5.056,3.16,0
Positive_581,3.672,1.412,5.085,4.802,6.215,0.305,0.088,0.333,0.384,0.381,0.418,0.204,0.144,0.244,0.164,0.159,1.993,0.766,2.76,3.374,1
Negative_655,2.538,5.584,2.538,4.061,6.599,0.391,0.051,0.452,0.533,0.315,0.482,0.143,0.071,0.117,0.087,0.102,1.585,3.487,1.585,4.121,0
Negative_990,1.923,1.603,2.564,3.526,4.808,0.224,0.115,0.378,0.413,0.369,0.426,0.273,0.164,0.209,0.164,0.177,0.985,0.821,1.313,2.462,0
Positive_66,4.565,2.71,5.136,5.136,6.277,0.274,0.12,0.334,0.407,0.332,0.404,0.267,0.184,0.213,0.17,0.18,2.293,1.361,2.58,3.153,1
Negative_50,6.557,1.639,1.639,3.279,9.836,0.344,0.115,0.361,0.443,0.262,0.426,0.183,0.167,0.133,0.15,0.1,3.096,0.774,0.774,4.644,0
Negative_1178,5.924,5.213,1.896,3.081,8.294,0.322,0.116,0.417,0.528,0.273,0.445,0.207,0.164,0.166,0.09,0.147,3.098,2.726,0.991,4.337,0
Negative_338,0.0,9.756,6.098,10.976,6.098,0.244,0.073,0.22,0.317,0.378,0.293,0.235,0.111,0.272,0.309,0.222,0.0,5.131,3.207,3.207,0
Negative_378,6.024,7.229,3.614,9.639,7.229,0.301,0.133,0.313,0.446,0.277,0.349,0.244,0.22,0.207,0.134,0.207,3.238,3.886,1.943,3.886,0
Positive_837,5.702,1.754,7.456,9.649,3.947,0.219,0.123,0.303,0.377,0.412,0.333,0.229,0.15,0.198,0.163,0.172,3.065,0.943,4.008,2.122,1
Negative_824,0.971,2.913,1.942,9.709,7.767,0.272,0.019,0.301,0.34,0.301,0.379,0.196,0.029,0.176,0.225,0.167,0.477,1.431,0.954,3.816,0
Positive_979,6.667,1.111,4.074,7.037,8.519,0.307,0.137,0.326,0.404,0.341,0.4,0.242,0.201,0.216,0.186,0.175,3.461,0.577,2.115,4.423,1
Positive_204,4.731,0.642,4.09,2.406,6.576,0.287,0.115,0.37,0.423,0.387,0.428,0.236,0.185,0.202,0.14,0.166,2.506,0.34,2.166,3.483,1
Negative_25,3.07,2.193,2.632,3.509,10.088,0.333,0.075,0.465,0.518,0.289,0.5,0.181,0.132,0.128,0.119,0.106,1.666,1.19,1.429,5.476,0
Negative_1165,4.878,0.762,0.457,2.744,11.585,0.375,0.072,0.53,0.587,0.188,0.601,0.218,0.105,0.098,0.067,0.084,2.56,0.4,0.24,6.081,0
Negative_602,4.308,2.769,4.0,7.077,5.231,0.234,0.098,0.372,0.443,0.305,0.422,0.265,0.123,0.213,0.16,0.182,2.079,1.336,1.931,2.525,0
Positive_68,3.77,2.183,2.183,0.992,7.143,0.208,0.087,0.431,0.49,0.321,0.458,0.211,0.151,0.121,0.119,0.109,1.969,1.14,1.14,3.731,1
Positive_719,4.399,1.931,5.258,6.116,4.614,0.266,0.092,0.373,0.437,0.328,0.411,0.243,0.131,0.201,0.154,0.176,2.25,0.988,2.689,2.36,1
Negative_1245,3.979,1.73,3.287,3.806,8.131,0.315,0.087,0.337,0.394,0.358,0.407,0.22,0.142,0.215,0.161,0.161,2.042,0.888,1.687,4.172,0
Negative_1250,2.392,4.785,2.871,2.392,2.392,0.249,0.033,0.359,0.431,0.364,0.407,0.13,0.048,0.144,0.135,0.101,1.331,2.663,1.598,1.331,0
Positive_399,6.728,0.849,5.487,11.692,4.833,0.246,0.148,0.278,0.354,0.366,0.322,0.275,0.193,0.248,0.214,0.214,3.415,0.431,2.785,2.453,1
Positive_757,5.579,0.826,5.165,2.893,7.231,0.225,0.101,0.349,0.413,0.353,0.401,0.302,0.18,0.23,0.164,0.197,2.73,0.404,2.527,3.538,1
Positive_1170,4.59,0.0,4.868,4.868,4.729,0.335,0.096,0.373,0.419,0.363,0.452,0.201,0.145,0.185,0.15,0.139,2.482,0.0,2.632,2.557,1
Negative_287,2.424,1.818,1.212,0.606,10.303,0.267,0.055,0.43,0.473,0.376,0.448,0.177,0.091,0.091,0.085,0.079,1.357,1.018,0.678,5.768,0
Positive_716,6.211,0.311,6.832,6.522,2.64,0.222,0.151,0.284,0.349,0.399,0.354,0.317,0.218,0.269,0.201,0.219,3.054,0.153,3.359,1.298,1
Positive_894,3.863,0.0,7.725,9.871,4.292,0.185,0.107,0.313,0.352,0.365,0.348,0.379,0.177,0.267,0.203,0.237,1.795,0.0,3.59,1.995,1
Negative_1172,4.087,4.087,2.644,5.048,5.769,0.248,0.125,0.327,0.409,0.373,0.368,0.272,0.195,0.229,0.161,0.202,2.106,2.106,1.363,2.973,0
Positive_621,5.742,2.384,6.501,6.176,5.742,0.281,0.127,0.328,0.41,0.338,0.395,0.273,0.196,0.253,0.178,0.202,2.931,1.217,3.318,2.931,1
Positive_282,5.947,1.432,3.634,5.617,3.965,0.232,0.144,0.304,0.378,0.398,0.356,0.243,0.186,0.224,0.186,0.189,3.119,0.751,1.906,2.08,1
Negative_738,0.0,3.175,0.0,1.587,11.111,0.365,0.063,0.349,0.381,0.397,0.413,0.129,0.097,0.21,0.226,0.161,0.0,1.881,0.0,6.583,0
Negative_1044,4.447,2.156,1.887,3.235,9.704,0.283,0.121,0.389,0.456,0.309,0.437,0.232,0.154,0.167,0.146,0.134,2.264,1.098,0.961,4.941,0
Negative_349,5.473,4.975,2.985,1.99,3.98,0.308,0.124,0.269,0.373,0.308,0.378,0.225,0.185,0.285,0.21,0.19,2.636,2.396,1.437,1.917,0
Positive_322,3.472,1.389,7.176,6.713,3.241,0.25,0.106,0.34,0.389,0.375,0.4,0.281,0.162,0.234,0.174,0.19,1.789,0.716,3.698,1.67,1
Negative_184,1.258,6.918,1.258,0.629,10.692,0.396,0.031,0.459,0.541,0.22,0.522,0.108,0.057,0.139,0.082,0.082,0.696,3.825,0.696,5.912,0
Negative_75,4.554,1.639,4.918,5.1,5.282,0.257,0.08,0.332,0.393,0.372,0.383,0.195,0.122,0.159,0.164,0.141,2.453,0.883,2.649,2.845,0
Negative_220,6.667,2.222,3.333,2.963,12.593,0.3,0.13,0.381,0.47,0.304,0.437,0.257,0.197,0.208,0.156,0.167,3.363,1.121,1.681,6.352,0
Negative_513,1.546,3.608,1.031,1.546,9.794,0.335,0.062,0.412,0.464,0.371,0.448,0.202,0.109,0.161,0.135,0.14,0.873,2.037,0.582,5.529,0
Positive_251,4.412,2.288,4.739,6.373,5.065,0.261,0.121,0.276,0.343,0.376,0.35,0.26,0.159,0.262,0.213,0.208,2.216,1.149,2.38,2.544,1
Negative_693,5.863,2.932,8.143,4.235,4.886,0.283,0.104,0.287,0.375,0.394,0.352,0.235,0.167,0.235,0.18,0.19,3.034,1.517,4.214,2.528,0
Positive_696,6.78,2.26,3.107,3.955,6.215,0.263,0.116,0.367,0.458,0.302,0.435,0.246,0.173,0.204,0.139,0.17,3.475,1.158,1.592,3.185,1
Negative_904,0.592,4.734,2.959,11.834,22.485,0.396,0.083,0.456,0.509,0.314,0.485,0.155,0.161,0.143,0.167,0.131,0.356,2.843,1.777,13.503,0
Negative_732,3.293,4.192,2.695,3.593,5.689,0.278,0.099,0.314,0.389,0.413,0.353,0.231,0.171,0.216,0.156,0.201,1.826,2.324,1.494,3.154,0
Positive_149,2.423,1.616,5.977,2.262,4.685,0.265,0.068,0.363,0.404,0.389,0.414,0.17,0.108,0.141,0.139,0.115,1.345,0.897,3.317,2.6,1
Negative_2,3.406,3.715,3.715,3.406,8.669,0.303,0.074,0.446,0.517,0.3,0.467,0.193,0.112,0.134,0.084,0.121,1.819,1.984,1.984,4.631,0
Negative_499,4.286,2.0,3.429,4.143,6.143,0.276,0.12,0.313,0.376,0.39,0.371,0.26,0.186,0.232,0.193,0.195,2.204,1.029,1.764,3.159,0
Positive_655,5.252,1.094,5.689,6.346,3.939,0.204,0.112,0.324,0.387,0.368,0.374,0.336,0.184,0.25,0.173,0.213,2.572,0.536,2.787,1.929,1
Positive_219,1.389,1.587,8.135,3.968,5.952,0.296,0.06,0.331,0.361,0.397,0.393,0.169,0.097,0.169,0.183,0.139,0.794,0.907,4.649,3.402,1
Positive_542,6.881,1.376,5.505,8.257,5.505,0.252,0.142,0.239,0.321,0.358,0.307,0.29,0.217,0.295,0.249,0.253,3.326,0.665,2.661,2.661,1
Negative_380,3.786,2.35,1.175,2.48,5.744,0.23,0.11,0.379,0.44,0.381,0.418,0.322,0.176,0.231,0.131,0.209,1.892,1.174,0.587,2.87,0
Negative_866,2.536,2.536,4.348,4.348,6.884,0.293,0.071,0.351,0.402,0.344,0.404,0.216,0.12,0.201,0.167,0.167,1.356,1.356,2.324,3.68,0
Negative_1041,10.976,7.317,6.098,6.098,6.098,0.244,0.232,0.256,0.439,0.366,0.317,0.259,0.272,0.247,0.16,0.198,6.023,4.015,3.346,3.346,0
Positive_354,8.182,2.879,3.788,6.818,6.667,0.253,0.132,0.345,0.456,0.264,0.406,0.272,0.205,0.211,0.153,0.173,4.032,1.419,1.867,3.286,1
Positive_522,7.547,1.048,4.403,6.918,7.757,0.273,0.138,0.323,0.409,0.312,0.386,0.271,0.204,0.244,0.164,0.208,3.787,0.526,2.209,3.892,1
Positive_85,4.95,2.31,3.63,4.95,7.096,0.3,0.092,0.345,0.417,0.325,0.404,0.253,0.15,0.235,0.172,0.192,2.536,1.183,1.86,3.635,1
Positive_1218,6.624,0.969,5.008,5.977,7.108,0.318,0.126,0.338,0.414,0.326,0.402,0.259,0.202,0.244,0.168,0.194,3.355,0.491,2.536,3.6,1
Negative_829,4.545,5.195,1.299,3.247,6.494,0.247,0.084,0.318,0.416,0.344,0.357,0.229,0.105,0.163,0.163,0.144,2.21,2.527,0.632,3.158,0
Negative_262,4.667,1.333,5.333,8.0,7.667,0.36,0.11,0.38,0.44,0.317,0.44,0.187,0.144,0.181,0.164,0.134,2.577,0.736,2.945,4.234,0
Positive_364,3.698,1.331,5.473,5.325,7.101,0.271,0.078,0.365,0.416,0.327,0.417,0.21,0.119,0.193,0.179,0.157,1.861,0.67,2.754,3.574,1
Positive_454,6.005,1.567,6.397,5.222,3.786,0.304,0.112,0.295,0.371,0.352,0.393,0.241,0.17,0.26,0.197,0.193,3.041,0.794,3.24,1.917,1
Positive_544,4.373,3.135,6.518,5.281,5.528,0.291,0.097,0.366,0.441,0.328,0.419,0.216,0.144,0.196,0.15,0.156,2.322,1.664,3.46,2.935,1
Negative_1035,5.172,0.862,2.586,4.31,6.897,0.233,0.112,0.319,0.379,0.379,0.328,0.2,0.113,0.139,0.209,0.139,2.601,0.434,1.301,3.469,0
Negative_222,3.134,1.425,3.704,8.547,9.972,0.299,0.12,0.345,0.39,0.373,0.39,0.214,0.166,0.169,0.16,0.149,1.668,0.759,1.972,5.309,0
Positive_500,11.318,1.351,5.236,9.291,8.784,0.23,0.231,0.284,0.41,0.341,0.324,0.262,0.252,0.208,0.152,0.178,5.854,0.699,2.708,4.543,1
Positive_656,7.407,3.175,4.762,5.291,8.995,0.27,0.132,0.307,0.413,0.365,0.354,0.239,0.17,0.213,0.17,0.17,3.809,1.633,2.449,4.625,1
Positive_929,5.714,1.978,4.176,2.857,4.176,0.262,0.143,0.297,0.374,0.374,0.358,0.304,0.22,0.273,0.165,0.231,2.912,1.008,2.129,2.129,1
Positive_82,4.502,2.37,2.133,1.896,11.611,0.31,0.081,0.445,0.514,0.306,0.488,0.214,0.138,0.173,0.093,0.145,2.322,1.223,1.1,5.99,1
Negative_911,5.707,1.902,4.076,3.533,6.793,0.234,0.103,0.353,0.429,0.31,0.394,0.278,0.161,0.215,0.147,0.183,2.656,0.885,1.897,3.162,0
Positive_469,1.989,3.409,9.091,4.261,3.125,0.247,0.048,0.256,0.31,0.409,0.327,0.199,0.083,0.214,0.222,0.168,1.076,1.845,4.919,1.691,1
Positive_481,9.783,2.174,4.891,9.783,6.522,0.261,0.158,0.304,0.424,0.299,0.353,0.23,0.191,0.202,0.158,0.186,4.963,1.103,2.481,3.309,1
Positive_859,6.79,0.154,7.253,6.327,3.086,0.236,0.153,0.302,0.372,0.383,0.369,0.308,0.246,0.267,0.195,0.21,3.388,0.077,3.62,1.54,1
Positive_1055,6.152,0.0,7.461,7.853,3.796,0.271,0.127,0.309,0.37,0.41,0.359,0.287,0.201,0.265,0.183,0.224,3.237,0.0,3.926,1.997,1
Negative_501,5.905,3.238,2.476,4.19,12.381,0.377,0.112,0.333,0.425,0.265,0.48,0.216,0.185,0.198,0.124,0.156,3.165,1.735,1.327,6.635,0
Positive_319,4.685,1.982,4.685,3.423,5.586,0.263,0.146,0.341,0.407,0.357,0.409,0.273,0.211,0.215,0.168,0.181,2.318,0.981,2.318,2.764,1
Negative_1157,1.379,2.759,1.379,1.379,16.552,0.31,0.048,0.448,0.49,0.241,0.469,0.201,0.069,0.104,0.146,0.097,0.649,1.299,0.649,7.793,0
Positive_157,3.869,2.679,4.762,4.167,2.381,0.229,0.101,0.271,0.336,0.399,0.339,0.191,0.143,0.197,0.2,0.158,2.055,1.423,2.529,1.265,1
Negative_325,7.353,4.412,2.941,3.676,11.029,0.287,0.103,0.294,0.412,0.346,0.346,0.237,0.141,0.252,0.17,0.222,3.685,2.211,1.474,5.527,0
Negative_180,4.11,6.164,5.479,6.164,6.849,0.26,0.103,0.336,0.438,0.329,0.384,0.228,0.159,0.179,0.117,0.166,2.128,3.191,2.837,3.546,0
Positive_58,2.228,3.9,3.064,2.228,5.014,0.27,0.058,0.32,0.382,0.348,0.373,0.176,0.078,0.168,0.148,0.137,1.174,2.055,1.614,2.641,1
Negative_984,5.167,0.912,0.608,2.128,10.942,0.343,0.143,0.483,0.544,0.277,0.529,0.21,0.235,0.131,0.07,0.101,2.744,0.484,0.323,5.812,0
Positive_308,5.774,1.501,3.002,4.965,4.734,0.306,0.132,0.394,0.467,0.299,0.443,0.262,0.203,0.225,0.155,0.192,2.918,0.759,1.517,2.393,1
Positive_34,2.412,1.855,5.937,2.783,9.276,0.282,0.093,0.358,0.401,0.36,0.401,0.147,0.141,0.145,0.186,0.113,1.315,1.011,3.237,5.058,1
Positive_456,4.839,0.691,2.535,5.53,4.147,0.265,0.127,0.366,0.422,0.401,0.399,0.268,0.187,0.194,0.164,0.176,2.598,0.371,1.361,2.226,1
Negative_932,3.333,3.333,3.095,6.429,3.571,0.248,0.105,0.39,0.457,0.333,0.436,0.255,0.172,0.174,0.141,0.153,1.773,1.773,1.646,1.9,0
Positive_80,4.545,2.814,4.329,5.628,7.576,0.314,0.106,0.357,0.431,0.329,0.409,0.223,0.158,0.217,0.145,0.187,2.442,1.512,2.326,4.07,1
Negative_309,4.93,4.225,2.817,2.113,4.93,0.261,0.085,0.408,0.5,0.317,0.423,0.277,0.142,0.206,0.128,0.199,2.504,2.146,1.431,2.504,0
Positive_755,5.241,0.629,6.08,7.338,3.354,0.193,0.113,0.377,0.436,0.373,0.419,0.282,0.185,0.195,0.143,0.168,2.766,0.332,3.209,1.77,1
Negative_1275,4.196,0.932,5.828,3.73,9.091,0.31,0.117,0.42,0.471,0.317,0.473,0.229,0.171,0.175,0.131,0.138,2.194,0.487,3.047,4.754,0
Positive_1171,6.107,0.382,5.344,6.107,6.87,0.302,0.115,0.34,0.405,0.344,0.416,0.261,0.192,0.253,0.18,0.176,3.131,0.196,2.74,3.523,1
Negative_267,2.667,7.556,3.778,6.889,6.222,0.284,0.102,0.282,0.384,0.338,0.367,0.276,0.169,0.249,0.174,0.187,1.376,3.899,1.949,3.21,0
Negative_923,3.205,3.205,5.128,1.923,4.487,0.276,0.058,0.308,0.372,0.372,0.359,0.206,0.11,0.194,0.155,0.161,1.697,1.697,2.716,2.376,0
Negative_560,0.725,1.449,0.725,2.899,10.87,0.297,0.065,0.457,0.478,0.333,0.486,0.197,0.088,0.131,0.139,0.109,0.382,0.764,0.382,5.731,0
Negative_773,3.556,2.208,1.975,1.208,6.995,0.272,0.086,0.402,0.46,0.351,0.451,0.241,0.144,0.192,0.136,0.159,1.852,1.15,1.029,3.644,0
Negative_74,3.399,2.266,3.966,3.966,8.499,0.292,0.082,0.32,0.377,0.334,0.385,0.241,0.134,0.216,0.19,0.179,1.676,1.118,1.956,4.191,0
Negative_529,1.37,3.425,4.795,4.795,5.479,0.253,0.062,0.336,0.384,0.418,0.37,0.234,0.076,0.234,0.172,0.2,0.785,1.962,2.746,3.138,0
Positive_386,4.908,2.454,7.362,5.93,6.544,0.315,0.141,0.317,0.391,0.409,0.378,0.217,0.201,0.223,0.197,0.176,2.692,1.346,4.038,3.589,1
Negative_389,5.25,2.25,4.25,3.75,6.75,0.263,0.105,0.383,0.458,0.328,0.427,0.251,0.143,0.203,0.135,0.173,2.695,1.155,2.182,3.466,0
Negative_458,3.565,2.251,6.567,4.128,3.94,0.263,0.062,0.37,0.428,0.341,0.43,0.179,0.105,0.147,0.165,0.117,1.947,1.229,3.586,2.152,0
Positive_533,7.538,1.508,7.035,6.03,5.025,0.246,0.136,0.246,0.337,0.382,0.317,0.303,0.237,0.298,0.222,0.242,3.697,0.74,3.451,2.465,1
Positive_1038,4.049,1.417,4.453,4.049,7.895,0.255,0.101,0.3,0.354,0.405,0.356,0.249,0.15,0.247,0.17,0.203,2.044,0.715,2.248,3.986,1
Negative_1087,4.386,4.386,1.462,4.678,9.064,0.275,0.108,0.36,0.447,0.351,0.395,0.267,0.182,0.199,0.144,0.185,2.35,2.35,0.783,4.856,0
