id,N,D,C,E,I,K,F,P,S,V,APAAC3,APAAC4,APAAC5,APAAC6,APAAC10,APAAC19,_PolarizabilityC3,_SolventAccessibilityC2,_SolventAccessibilityC3,_SecondaryStrC2,_SecondaryStrC3,_ChargeC2,_ChargeC3,_PolarityC2,_PolarityC3,_NormalizedVDWVC1,_NormalizedVDWVC2,_NormalizedVDWVC3,_HydrophobicityC1,_HydrophobicityC2,_PolarizabilityT23,_SolventAccessibilityT12,_SolventAccessibilityT13,_SecondaryStrT12,_SecondaryStrT13,_ChargeT13,_ChargeT23,_PolarityT13,_NormalizedVDWVT23,_HydrophobicityT13,_PolarizabilityD1001,_PolarizabilityD2001,_SolventAccessibilityD1001,_SolventAccessibilityD2001,_SolventAccessibilityD2100,_SecondaryStrD2001,_SecondaryStrD3001,_ChargeD1001,_ChargeD1100,_ChargeD2001,_ChargeD3001,_ChargeD3075,_ChargeD3100,_PolarityD2001,_PolarityD3001,_NormalizedVDWVD1001,_NormalizedVDWVD2001,_HydrophobicityD1001,_HydrophobicityD1100,_HydrophobicityD2001,AP,RP,DI,DK,CL,CS,EI,IA,ID,IE,IK,LC,LP,KD,KE,KI,KF,FD,FE,PA,PR,PG,PP,PS,SC,SP,YI,VD,PAAC2,PAAC3,PAAC4,PAAC5,PAAC10,PAAC12,PAAC14,PAAC15,PAAC16,PAAC21,PAAC22,PAAC25,label
Positive_108,0.552,7.735,1.105,3.315,4.42,0.0,1.657,3.315,4.972,8.287,0.662,9.275,1.325,3.975,5.3,2.65,0.249,0.249,0.254,0.287,0.254,0.796,0.11,0.365,0.298,0.453,0.298,0.249,0.249,0.436,0.178,0.294,0.256,0.289,0.206,0.0,0.2,0.233,0.161,0.189,1.657,2.21,2.762,2.21,98.895,1.657,8.287,4.972,97.238,0.552,8.287,84.53,98.895,1.657,1.105,1.657,2.21,2.21,98.895,1.105,0.56,0.0,1.11,0.0,0.0,0.0,0.0,0.56,0.56,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.412,0.259,3.634,0.519,2.076,0.0,0.778,1.557,2.336,5.438,5.24,5.05,1
Negative_101,4.86,4.982,2.309,5.589,4.253,4.131,3.888,7.533,12.394,4.739,4.291,4.399,2.039,4.935,3.755,0.858,0.166,0.286,0.339,0.253,0.351,0.825,0.106,0.418,0.307,0.491,0.343,0.166,0.286,0.45,0.144,0.207,0.259,0.214,0.269,0.01,0.187,0.186,0.108,0.169,0.243,0.608,0.243,0.608,99.878,2.673,0.486,2.43,91.981,0.122,0.608,80.923,99.149,0.243,0.608,0.243,0.608,0.608,99.878,0.243,0.24,0.49,0.49,0.12,0.0,0.49,0.24,0.36,0.24,0.73,0.12,0.12,1.34,0.12,0.12,0.24,0.12,0.36,0.36,1.22,0.61,0.36,0.49,0.97,0.24,0.49,0.0,0.12,1.62,2.817,2.888,1.338,2.465,2.395,2.254,4.366,7.184,4.385,4.286,4.136,0
Negative_134,1.523,2.538,3.046,5.584,5.584,4.061,2.03,7.614,7.107,10.66,0.921,1.535,1.843,3.378,3.378,2.149,0.198,0.208,0.294,0.289,0.269,0.848,0.081,0.36,0.234,0.416,0.386,0.198,0.208,0.421,0.194,0.173,0.291,0.179,0.245,0.01,0.153,0.189,0.173,0.133,1.015,1.523,1.523,1.015,96.954,1.523,1.015,3.046,84.772,0.508,1.015,74.619,96.954,2.03,1.015,1.015,1.523,1.015,96.954,2.03,2.55,0.0,0.0,0.0,0.0,0.51,0.0,1.02,0.0,0.0,0.0,0.51,0.0,0.0,0.51,0.51,0.0,0.0,0.0,1.53,0.51,0.51,0.51,1.02,0.0,0.51,1.02,0.0,1.743,0.871,1.452,1.743,3.195,2.324,1.161,4.356,4.066,4.197,4.16,4.274,0
Positive_19,2.842,5.151,1.421,5.329,4.796,6.394,4.973,6.217,7.282,7.282,3.326,6.028,1.663,6.236,5.613,3.534,0.245,0.282,0.25,0.281,0.295,0.785,0.105,0.364,0.306,0.43,0.325,0.245,0.282,0.417,0.192,0.285,0.238,0.212,0.233,0.03,0.155,0.21,0.157,0.183,0.888,0.355,0.355,1.599,100.0,3.02,0.71,1.599,98.046,0.178,6.217,77.265,98.757,0.71,1.599,0.71,0.355,1.599,100.0,0.71,0.36,0.18,0.0,0.89,0.0,0.36,0.53,0.18,0.53,0.18,0.71,0.18,0.36,0.53,0.71,0.0,0.18,0.0,0.18,0.89,0.36,0.18,0.36,0.53,0.0,0.89,0.36,0.18,2.313,1.423,2.58,0.712,2.402,3.202,2.491,3.114,3.647,4.926,5.286,5.236,1
Positive_124,2.991,4.274,2.564,4.701,1.923,3.205,3.632,9.615,10.897,7.479,2.735,3.909,2.345,4.299,1.759,1.759,0.22,0.263,0.325,0.263,0.333,0.81,0.09,0.402,0.286,0.47,0.31,0.22,0.263,0.444,0.156,0.206,0.253,0.201,0.253,0.015,0.139,0.169,0.105,0.133,0.641,0.427,0.427,4.915,100.0,0.855,1.068,4.915,100.0,0.214,6.197,72.436,98.932,0.641,4.915,0.641,0.427,4.915,100.0,0.641,0.43,0.86,0.21,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.21,0.64,0.43,0.21,0.0,0.64,0.0,0.21,1.28,1.28,0.64,1.07,0.64,0.64,1.5,0.21,0.21,3.571,1.562,2.232,1.339,1.004,1.674,1.897,5.022,5.691,4.74,4.805,4.847,1
Positive_104,3.072,7.167,0.0,8.191,6.143,8.191,6.826,3.072,5.119,11.604,3.254,7.592,0.0,8.677,6.507,4.339,0.311,0.365,0.184,0.311,0.27,0.683,0.154,0.229,0.379,0.3,0.389,0.311,0.365,0.283,0.247,0.366,0.192,0.284,0.233,0.048,0.219,0.318,0.233,0.277,1.365,0.683,0.683,3.072,99.659,0.683,1.365,5.802,99.317,0.341,3.072,81.911,99.659,1.365,3.072,1.365,0.683,3.072,99.659,1.365,0.0,0.34,0.34,0.0,0.0,0.0,1.37,0.34,1.03,1.03,0.34,0.0,0.68,1.03,0.68,0.0,1.37,0.68,1.03,0.34,0.0,0.34,0.34,0.0,0.0,0.0,0.34,0.34,3.73,1.399,3.264,0.0,2.797,3.73,3.108,1.399,2.331,5.596,5.731,5.387,1
Negative_208,1.397,4.655,1.21,6.89,2.98,2.514,2.98,8.939,9.497,8.194,1.091,3.634,0.945,5.379,2.326,1.308,0.19,0.261,0.308,0.249,0.32,0.792,0.115,0.408,0.288,0.466,0.344,0.19,0.261,0.452,0.147,0.233,0.271,0.221,0.258,0.021,0.158,0.187,0.126,0.156,0.186,0.279,0.186,0.745,99.814,1.397,0.279,0.745,99.721,0.093,5.587,77.84,99.814,0.186,0.745,0.186,1.21,0.745,99.814,0.186,0.93,0.47,0.28,0.0,0.28,0.0,0.37,0.28,0.09,0.19,0.19,0.09,1.3,0.0,0.28,0.0,0.09,0.0,0.09,0.93,0.47,1.12,1.03,0.75,0.28,1.3,0.0,0.19,3.535,0.737,2.455,0.638,1.572,1.326,1.572,4.714,5.008,4.717,4.367,4.807,0
Positive_129,10.526,3.828,0.478,2.871,6.22,4.306,3.349,3.349,8.134,6.699,11.349,4.127,0.515,3.095,6.706,6.706,0.254,0.297,0.301,0.344,0.373,0.852,0.067,0.354,0.316,0.397,0.349,0.254,0.297,0.435,0.178,0.274,0.288,0.24,0.197,0.005,0.13,0.245,0.168,0.197,1.914,0.478,0.957,0.478,97.608,0.957,2.392,9.569,95.694,0.478,2.392,58.852,88.038,1.914,0.478,1.914,0.478,0.478,97.608,1.914,0.0,0.48,0.48,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.48,0.48,0.0,0.48,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.48,0.48,0.48,0.0,0.0,0.48,1.44,1.948,5.357,1.948,0.243,3.165,2.191,1.704,1.704,4.14,5.051,4.924,5.094,1
Negative_209,2.041,1.633,4.082,3.673,4.898,3.265,7.347,3.265,7.755,7.347,0.918,0.734,1.835,1.652,2.202,1.468,0.306,0.171,0.273,0.359,0.233,0.869,0.053,0.302,0.224,0.359,0.335,0.306,0.171,0.388,0.234,0.172,0.303,0.303,0.164,0.008,0.09,0.201,0.184,0.156,0.816,1.224,0.816,3.265,99.184,2.449,4.898,11.429,99.184,0.408,13.469,64.49,95.102,0.816,3.265,0.816,1.224,3.265,99.184,0.816,0.0,0.0,0.0,0.0,1.23,0.41,0.0,0.0,0.41,0.0,0.41,1.64,0.0,0.0,0.0,0.41,0.0,0.41,0.0,0.0,0.0,0.41,0.0,0.0,0.41,0.82,0.82,0.41,2.382,1.083,0.866,2.166,2.598,1.732,3.898,1.732,4.114,4.921,4.687,4.761,0
Positive_202,1.807,7.229,2.41,9.036,5.422,15.06,3.012,3.614,7.229,8.434,1.518,6.072,2.024,7.59,4.554,3.036,0.277,0.367,0.217,0.277,0.253,0.663,0.163,0.283,0.373,0.38,0.343,0.277,0.367,0.325,0.224,0.248,0.194,0.255,0.255,0.061,0.194,0.218,0.188,0.194,1.205,3.012,1.205,5.422,98.795,3.012,1.807,7.831,98.795,0.602,5.422,64.458,97.59,1.205,5.422,1.205,3.012,5.422,98.795,1.205,1.21,0.0,0.0,1.21,0.61,0.0,0.61,0.0,0.0,0.0,1.82,0.0,0.61,1.82,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,1.195,0.896,3.584,1.195,2.688,7.467,1.493,1.792,3.584,4.15,4.75,5.347,1
Positive_214,5.516,5.516,1.679,6.475,4.556,10.072,3.837,4.077,5.755,9.353,5.918,5.918,1.802,6.947,4.888,1.029,0.23,0.317,0.194,0.254,0.305,0.753,0.12,0.333,0.329,0.405,0.365,0.23,0.317,0.355,0.188,0.337,0.204,0.219,0.279,0.034,0.173,0.24,0.171,0.224,0.48,0.719,0.719,1.199,99.76,1.918,0.48,1.439,97.362,0.24,2.398,70.504,98.801,0.48,1.199,0.48,0.719,1.199,99.76,0.48,0.0,0.48,0.0,1.44,0.24,0.0,0.24,0.0,0.0,0.24,0.48,0.0,0.72,0.96,0.24,0.96,0.48,0.48,0.24,0.72,0.0,0.24,0.0,0.24,0.0,0.24,0.0,0.72,1.35,2.824,2.824,0.86,2.332,5.156,1.964,2.087,2.946,5.027,4.897,4.981,1
Negative_219,2.934,3.912,5.379,4.156,5.623,5.868,3.423,4.645,7.09,6.846,1.52,2.026,2.786,2.153,2.913,1.9,0.249,0.262,0.254,0.328,0.252,0.802,0.081,0.296,0.284,0.389,0.362,0.249,0.262,0.355,0.203,0.194,0.26,0.245,0.223,0.034,0.108,0.174,0.167,0.145,0.489,0.733,1.222,0.733,98.778,0.489,1.222,0.978,96.822,0.244,3.912,58.924,98.778,0.489,0.733,0.489,0.733,0.733,98.778,0.489,0.0,0.25,0.0,0.0,0.49,0.0,0.0,0.0,0.25,0.0,0.0,0.74,0.49,0.25,0.49,0.0,0.0,0.0,0.0,0.74,0.0,0.74,0.25,0.0,0.25,0.25,0.49,0.25,3.069,1.534,2.046,2.813,2.941,3.069,1.79,2.429,3.708,4.26,4.738,4.54,0
Positive_132,1.524,5.488,1.524,4.573,3.659,2.134,3.354,5.488,7.012,5.488,1.235,4.446,1.235,3.704,2.964,0.988,0.238,0.256,0.256,0.241,0.277,0.811,0.101,0.396,0.296,0.466,0.296,0.238,0.256,0.448,0.193,0.248,0.26,0.214,0.312,0.018,0.165,0.196,0.159,0.159,0.61,0.915,0.915,5.793,100.0,0.61,1.22,10.061,98.171,0.305,9.756,76.524,99.085,0.61,5.793,0.61,0.915,5.793,100.0,0.61,0.92,0.31,0.0,0.31,0.31,0.0,0.0,0.92,0.31,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.31,0.92,0.0,0.31,0.0,0.31,0.31,0.92,0.0,0.0,3.352,0.762,2.742,0.762,1.828,1.066,1.676,2.742,3.504,5.025,5.025,5.055,1
Positive_223,2.682,8.812,2.299,5.364,3.831,4.598,4.981,6.513,8.046,9.579,2.721,8.942,2.333,5.443,3.887,2.333,0.238,0.322,0.23,0.257,0.31,0.743,0.142,0.291,0.352,0.402,0.36,0.238,0.322,0.345,0.212,0.285,0.215,0.208,0.312,0.027,0.212,0.223,0.165,0.185,0.766,2.299,1.916,0.766,98.851,2.299,0.766,4.598,98.851,0.383,0.766,73.18,95.402,1.149,0.766,0.766,2.299,0.766,98.851,1.149,0.38,0.77,0.0,0.77,0.0,0.0,0.38,0.0,0.77,0.0,0.0,0.0,1.15,0.38,0.38,0.38,0.0,0.38,0.77,0.77,0.77,0.38,0.0,0.0,0.38,0.38,0.0,0.77,3.42,1.33,4.37,1.14,1.9,2.28,2.47,3.23,3.99,5.024,5.465,5.686,1
Positive_184,4.026,6.494,2.338,11.948,3.117,5.325,2.727,4.545,4.545,8.442,2.43,3.92,1.411,7.213,1.882,1.568,0.23,0.373,0.245,0.269,0.245,0.714,0.184,0.287,0.405,0.375,0.395,0.23,0.373,0.345,0.2,0.274,0.191,0.23,0.208,0.035,0.243,0.238,0.164,0.191,0.519,0.26,0.26,2.078,100.0,1.688,0.39,2.078,99.091,0.13,2.468,72.208,99.481,0.39,2.078,0.39,0.26,2.078,100.0,0.39,0.13,0.39,0.0,0.65,0.13,0.26,0.26,0.39,0.26,0.0,0.13,0.0,0.65,0.13,0.52,0.0,0.39,0.26,0.26,0.39,0.39,0.39,0.13,0.26,0.0,0.0,0.13,0.78,2.518,2.11,3.403,1.225,1.633,2.79,1.429,2.381,2.381,4.684,4.834,4.815,1
Positive_71,3.55,6.114,1.381,7.396,4.734,12.426,2.959,4.339,8.383,6.706,2.409,4.149,0.937,5.019,3.213,2.142,0.274,0.361,0.244,0.244,0.294,0.708,0.135,0.305,0.38,0.38,0.346,0.274,0.361,0.355,0.226,0.308,0.202,0.23,0.274,0.041,0.192,0.268,0.192,0.233,0.197,0.296,0.197,0.296,99.606,0.888,0.394,0.69,99.606,0.099,0.296,71.598,97.929,0.197,0.296,0.197,0.296,0.296,99.606,0.197,0.39,0.1,0.49,0.49,0.0,0.3,0.39,0.2,0.49,0.49,0.3,0.1,0.39,0.59,0.99,0.3,0.2,0.2,0.0,0.1,0.1,0.3,0.39,0.39,0.2,0.2,0.1,0.79,1.665,1.816,3.128,0.707,2.422,6.358,1.514,2.22,4.289,5.088,5.073,5.024,1
Positive_36,3.185,5.096,0.318,6.369,5.096,9.873,5.414,3.503,7.643,8.917,2.579,4.126,0.257,5.157,4.126,1.547,0.258,0.296,0.261,0.296,0.258,0.758,0.115,0.347,0.322,0.401,0.341,0.258,0.296,0.392,0.192,0.256,0.204,0.249,0.243,0.019,0.185,0.227,0.169,0.192,0.637,1.274,0.637,1.911,100.0,0.955,3.503,1.911,100.0,0.318,18.153,78.025,98.089,0.637,1.911,0.637,1.274,1.911,100.0,0.637,0.0,0.0,0.64,0.32,0.0,0.0,0.0,0.96,0.32,0.32,0.32,0.0,0.0,0.32,0.32,0.32,1.28,0.0,0.64,0.0,0.0,0.32,0.0,0.64,0.32,0.32,0.0,0.96,1.517,1.686,2.698,0.168,2.698,5.227,2.866,1.854,4.046,4.733,5.506,4.862,1
Negative_212,1.404,3.371,1.685,3.933,2.528,2.247,2.528,8.427,5.337,6.461,1.751,4.203,2.101,4.904,3.152,2.451,0.219,0.23,0.247,0.228,0.295,0.817,0.073,0.424,0.258,0.475,0.306,0.219,0.23,0.472,0.163,0.27,0.254,0.239,0.251,0.011,0.13,0.203,0.132,0.175,0.562,1.685,0.562,2.247,100.0,0.843,2.528,2.247,100.0,0.281,11.517,64.607,98.034,0.562,2.247,0.562,1.685,2.247,100.0,0.562,0.85,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.28,0.0,1.69,0.0,0.0,0.28,0.28,0.0,0.0,0.85,0.56,1.41,0.56,0.56,0.28,0.85,0.28,0.0,4.26,0.687,1.649,0.824,1.237,1.099,1.237,4.122,2.611,5.269,4.767,5.579,0
Positive_0,5.464,6.421,1.23,6.557,5.191,5.191,4.372,4.508,6.284,9.699,5.822,6.842,1.311,6.987,5.531,4.222,0.264,0.335,0.255,0.327,0.295,0.757,0.13,0.288,0.354,0.365,0.372,0.264,0.335,0.347,0.209,0.285,0.222,0.241,0.222,0.029,0.193,0.256,0.172,0.219,0.273,0.41,1.093,0.41,99.59,0.546,0.273,0.82,99.59,0.137,0.41,69.672,98.77,0.273,0.41,0.273,0.41,0.41,99.59,0.273,0.14,0.82,0.68,0.14,0.27,0.0,0.27,0.14,0.14,0.0,0.55,0.0,0.27,0.55,0.68,0.14,0.27,0.27,0.27,0.27,0.27,0.14,0.27,0.27,0.0,0.14,0.41,0.68,3.026,2.689,3.16,0.605,2.555,2.555,2.152,2.219,3.093,5.138,5.089,5.15,1
Positive_69,4.63,6.019,2.315,6.25,7.407,6.713,2.546,3.704,3.241,7.176,4.981,6.476,2.491,6.724,7.969,3.735,0.243,0.306,0.222,0.299,0.262,0.771,0.123,0.301,0.331,0.384,0.373,0.243,0.306,0.361,0.181,0.318,0.188,0.285,0.223,0.023,0.19,0.278,0.151,0.227,0.463,1.157,1.157,0.694,99.769,1.62,0.463,0.926,99.769,0.231,0.694,70.139,99.074,0.463,0.694,0.463,1.157,0.694,99.769,0.463,0.0,0.0,0.7,0.46,0.23,0.0,0.46,0.93,0.93,0.7,0.46,0.0,0.7,0.46,0.0,0.0,0.23,0.46,0.23,0.23,0.0,0.46,0.0,0.23,0.46,0.0,0.0,0.23,2.004,2.358,3.066,1.179,3.773,3.419,1.297,1.887,1.651,5.216,5.03,4.926,1
Negative_62,3.916,5.221,1.707,6.225,3.765,6.175,3.564,5.673,10.894,5.12,2.441,3.254,1.064,3.88,2.347,1.157,0.23,0.334,0.28,0.221,0.317,0.76,0.114,0.353,0.355,0.422,0.347,0.23,0.334,0.393,0.189,0.247,0.214,0.195,0.26,0.025,0.162,0.2,0.16,0.177,0.1,0.151,0.502,0.151,99.749,1.004,0.1,0.201,99.548,0.05,1.355,79.116,99.598,0.1,0.151,0.1,0.151,0.151,99.749,0.1,0.2,0.15,0.25,0.15,0.3,0.2,0.5,0.25,0.3,0.3,0.15,0.2,0.9,0.45,0.3,0.15,0.25,0.35,0.25,0.3,0.45,0.3,0.4,0.55,0.2,0.9,0.1,0.3,3.339,2.051,2.734,0.894,1.972,3.234,1.866,2.971,5.705,4.65,4.888,5.017,0
Negative_104,1.333,4.19,2.476,5.143,2.286,2.476,2.857,10.476,13.714,3.619,1.196,3.76,2.222,4.615,2.051,0.854,0.171,0.238,0.333,0.173,0.383,0.819,0.093,0.474,0.267,0.541,0.288,0.171,0.238,0.512,0.153,0.204,0.282,0.189,0.277,0.017,0.151,0.143,0.132,0.124,0.381,0.952,0.381,1.524,99.81,2.476,0.952,1.524,97.143,0.19,1.714,72.381,98.286,0.381,1.524,0.381,1.333,1.524,99.81,0.381,1.15,0.57,0.0,0.0,0.19,0.19,0.19,0.38,0.0,0.0,0.19,0.38,0.95,0.0,0.38,0.57,0.0,0.0,0.38,0.76,0.57,2.1,0.95,1.53,0.57,1.34,0.0,0.0,3.406,0.722,2.27,1.342,1.239,1.342,1.548,5.677,7.431,4.595,4.638,4.609,0
Negative_185,2.439,1.626,1.626,4.065,1.626,2.439,5.691,8.943,6.504,4.878,2.821,1.881,1.881,4.702,1.881,2.821,0.276,0.26,0.285,0.228,0.276,0.821,0.057,0.366,0.309,0.398,0.325,0.276,0.26,0.439,0.221,0.246,0.238,0.197,0.205,0.041,0.074,0.189,0.172,0.131,6.504,2.439,4.065,1.626,94.309,7.317,5.691,1.626,91.87,0.813,27.642,63.415,92.683,5.691,1.626,5.691,2.439,1.626,94.309,5.691,0.82,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,3.28,0.0,0.0,0.82,0.0,0.0,0.0,0.0,1.64,1.64,1.64,1.64,0.0,0.0,0.0,0.0,4.786,1.196,0.798,0.798,0.798,1.196,2.792,4.387,3.191,4.982,4.862,5.261,0
Positive_11,5.279,3.812,2.346,5.279,5.279,5.572,5.572,3.812,7.625,4.399,4.21,3.04,1.871,4.21,4.21,2.104,0.235,0.29,0.249,0.276,0.255,0.809,0.091,0.308,0.314,0.37,0.396,0.235,0.29,0.358,0.224,0.253,0.215,0.244,0.232,0.018,0.129,0.226,0.194,0.188,2.346,1.173,1.173,0.587,98.24,1.173,2.639,0.587,98.24,0.293,7.331,81.232,97.067,2.346,0.587,2.346,1.173,0.587,98.24,2.346,0.0,0.0,0.0,0.29,0.59,0.0,0.0,0.0,0.0,0.0,0.59,0.88,0.29,0.0,0.59,0.29,0.29,0.0,0.29,0.29,0.0,0.29,0.29,0.29,0.29,0.0,0.29,0.29,2.342,2.811,2.03,1.249,2.811,2.967,2.967,2.03,4.06,4.603,4.803,4.728,1
Positive_58,5.537,7.818,0.651,7.166,4.56,9.446,2.932,3.909,4.56,5.537,3.902,5.51,0.459,5.05,3.214,1.377,0.228,0.378,0.202,0.244,0.27,0.707,0.15,0.322,0.381,0.407,0.365,0.228,0.378,0.345,0.17,0.268,0.144,0.222,0.229,0.056,0.193,0.212,0.16,0.19,1.954,0.977,0.977,0.651,100.0,1.303,1.954,0.651,100.0,0.326,12.704,71.336,95.44,1.954,0.651,1.954,0.977,0.651,100.0,1.954,0.0,0.33,0.33,1.31,0.0,0.0,0.0,0.65,0.33,0.33,0.33,0.0,0.33,0.65,0.65,0.33,0.0,0.33,0.33,0.33,0.0,0.33,0.33,0.33,0.33,0.0,0.0,0.33,2.465,2.793,3.944,0.328,2.3,4.765,1.479,1.972,2.3,4.754,5.072,5.105,1
Negative_44,3.341,4.418,2.478,5.28,4.526,3.341,3.664,8.19,11.207,7.328,3.435,4.543,2.548,5.429,4.654,2.105,0.211,0.26,0.342,0.282,0.348,0.818,0.097,0.391,0.29,0.46,0.329,0.211,0.26,0.442,0.195,0.203,0.276,0.204,0.242,0.016,0.154,0.18,0.143,0.154,0.431,0.216,0.431,0.216,98.922,0.754,0.216,1.185,97.953,0.108,0.323,83.19,98.707,0.431,0.216,0.431,0.216,0.216,98.922,0.431,0.32,0.54,0.11,0.0,0.0,0.11,0.32,0.22,0.22,0.22,0.22,0.0,0.43,0.11,0.11,0.32,0.11,0.43,0.11,0.22,0.65,0.76,0.54,0.86,0.32,1.4,0.11,0.11,2.773,1.791,2.369,1.329,2.427,1.791,1.965,4.391,6.009,4.509,4.785,4.547,0
Positive_101,2.262,7.24,0.905,7.692,5.882,4.977,4.525,3.62,5.43,9.502,1.696,5.427,0.678,5.766,4.409,4.409,0.303,0.335,0.249,0.317,0.235,0.701,0.149,0.262,0.357,0.344,0.353,0.303,0.335,0.344,0.232,0.277,0.214,0.268,0.209,0.05,0.205,0.245,0.195,0.182,3.62,0.905,3.167,1.357,99.548,2.262,0.905,1.357,99.548,0.452,1.81,78.733,97.738,0.905,1.357,0.905,1.81,1.357,99.548,0.905,0.0,1.36,0.91,0.45,0.0,0.0,0.45,0.45,0.0,0.45,0.0,0.45,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.45,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.45,4.68,1.063,3.404,0.425,2.765,2.34,2.127,1.702,2.553,5.192,5.38,5.423,1
Positive_72,2.985,6.866,1.194,3.881,5.97,2.09,3.582,5.075,5.373,7.164,2.77,6.372,1.108,3.602,5.541,1.662,0.185,0.248,0.23,0.272,0.31,0.812,0.107,0.436,0.26,0.516,0.299,0.185,0.248,0.466,0.147,0.257,0.189,0.204,0.266,0.009,0.183,0.171,0.105,0.159,0.597,0.896,1.194,0.896,99.701,0.597,2.388,3.284,99.701,0.299,0.896,70.448,93.134,0.597,0.896,0.597,0.896,0.896,99.701,0.597,0.3,1.2,0.9,0.0,0.0,0.0,0.6,0.3,1.5,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.6,0.3,0.3,0.3,0.3,0.0,0.3,0.0,0.0,3.099,1.549,3.564,0.62,3.099,1.085,1.859,2.634,2.789,4.832,4.837,4.874,1
Negative_192,1.55,2.842,2.584,5.943,1.292,1.034,2.067,13.695,8.527,5.685,1.516,2.779,2.527,5.812,1.264,0.758,0.137,0.227,0.292,0.171,0.354,0.845,0.088,0.494,0.248,0.548,0.315,0.137,0.227,0.522,0.15,0.228,0.29,0.163,0.295,0.018,0.142,0.161,0.106,0.145,0.517,0.775,0.517,3.618,98.191,5.168,0.775,7.494,96.899,0.258,3.618,67.183,98.191,0.517,3.618,0.517,3.876,3.618,98.191,0.517,1.04,1.04,0.0,0.0,0.26,0.26,0.0,0.26,0.0,0.0,0.0,0.26,1.04,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.52,2.07,2.33,1.55,0.52,1.3,0.0,0.0,3.128,0.853,1.564,1.422,0.711,0.569,1.137,7.534,4.691,4.412,4.25,4.473,0
Negative_206,5.363,4.101,4.416,11.987,8.202,7.256,5.047,5.678,3.47,6.309,3.657,2.796,3.011,8.174,5.593,3.227,0.281,0.363,0.227,0.356,0.243,0.719,0.161,0.227,0.382,0.312,0.407,0.281,0.363,0.293,0.25,0.288,0.19,0.247,0.212,0.019,0.228,0.253,0.18,0.222,0.631,1.262,0.631,0.946,99.685,2.839,1.262,0.946,99.685,0.315,2.208,66.877,88.644,0.631,0.946,0.631,1.262,0.946,99.685,0.631,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.63,0.95,0.63,0.0,0.32,0.0,0.0,1.27,0.0,0.32,0.63,0.63,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,2.358,2.672,2.043,2.2,4.087,3.615,2.515,2.829,1.729,4.945,5.526,5.184,0
Positive_25,4.478,8.955,2.985,4.975,1.99,5.473,4.975,2.488,5.97,6.965,4.233,8.464,2.821,4.702,1.881,3.762,0.284,0.353,0.204,0.284,0.284,0.731,0.139,0.279,0.363,0.398,0.318,0.284,0.353,0.328,0.2,0.31,0.185,0.205,0.195,0.035,0.205,0.25,0.185,0.21,2.985,1.99,1.493,0.995,99.005,1.493,6.965,0.995,98.507,0.498,9.453,71.642,98.01,2.985,0.995,2.985,1.99,0.995,99.005,2.985,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,3.525,2.115,4.23,1.41,0.94,2.585,2.35,1.175,2.82,5.51,4.759,5.474,1
Negative_56,2.876,5.31,2.876,6.195,2.876,3.982,2.876,5.31,7.743,4.204,2.856,5.273,2.856,6.152,2.856,1.538,0.246,0.283,0.279,0.239,0.288,0.792,0.115,0.343,0.332,0.425,0.33,0.246,0.283,0.407,0.213,0.244,0.257,0.235,0.246,0.018,0.182,0.228,0.169,0.182,0.664,0.885,0.664,1.77,100.0,0.885,0.664,6.195,92.478,0.221,2.434,82.301,99.558,0.664,1.77,0.664,1.549,1.77,100.0,0.664,0.22,0.89,0.0,0.0,0.22,0.44,0.22,0.22,0.0,0.0,0.22,0.0,0.44,0.22,0.22,0.44,0.22,0.0,0.22,0.22,0.22,0.22,0.0,0.44,0.0,0.22,0.0,0.22,2.7,1.462,2.7,1.462,1.462,2.025,1.462,2.7,3.937,4.917,4.701,4.958,0
