APAAC1,APAAC2,APAAC3,APAAC4,APAAC5,APAAC6,APAAC7,APAAC8,APAAC9,APAAC10,APAAC11,APAAC12,APAAC13,APAAC14,APAAC15,APAAC16,APAAC17,APAAC18,APAAC19,APAAC20,APAAC21,APAAC22,APAAC23,APAAC24,APAAC25,APAAC26,APAAC27,APAAC28,APAAC29,APAAC30,APAAC31,APAAC32,APAAC33,APAAC34,APAAC35,APAAC36,APAAC37,APAAC38,APAAC39,APAAC40,id,label
7.776,6.998,2.721,8.942,2.333,5.443,3.887,5.054,3.11,3.887,10.886,4.666,1.166,5.054,6.609,8.164,1.944,0.777,2.333,9.72,0.101,3.196,-6.799,-4.465,3.602,4.617,1.37,0.304,-8.828,-7.306,4.82,3.957,1.928,-0.152,-7.306,-4.008,2.131,-0.913,6.596,5.682,Positive_223,1
7.328,3.194,3.006,4.885,1.128,5.073,1.879,8.267,1.879,5.637,4.885,8.831,2.254,2.63,4.697,4.321,5.449,0.939,2.254,8.267,0.998,0.391,-1.519,0.087,4.687,6.597,0.781,2.214,1.085,3.602,-2.344,-0.043,3.516,3.472,-2.778,-0.477,-5.686,-1.562,-0.564,0.738,Positive_218,1
7.808,4.628,2.024,1.735,2.313,1.446,3.471,6.073,2.024,1.735,6.941,4.049,2.313,2.024,5.495,8.097,4.917,1.157,0.578,4.917,0.996,0.737,5.199,3.761,2.95,3.872,5.605,2.876,0.996,1.106,4.499,1.143,-1.807,-0.184,-0.848,-3.024,-1.106,-0.258,-0.295,0.037,Negative_77,0
7.911,5.274,5.274,8.24,0.33,8.57,1.978,5.274,1.319,4.615,11.866,5.604,2.637,4.944,3.296,7.581,6.922,2.637,5.933,6.922,0.375,3.964,-4.821,-2.946,-2.464,1.339,5.303,0.964,-2.303,-3.91,2.732,2.946,-2.464,-0.375,-4.285,-4.928,1.66,2.946,1.607,-2.464,Positive_179,1
4.855,1.618,6.473,7.283,2.428,15.375,1.618,11.329,0.0,12.138,6.473,8.092,4.046,4.046,2.428,6.473,4.046,2.428,2.428,8.092,-0.335,4.523,-7.426,-7.091,0.838,1.452,3.294,7.649,2.68,7.929,-3.127,-5.583,0.056,-2.01,0.391,2.289,-6.365,-1.117,-5.193,-4.523,Positive_74,1
4.06,6.767,2.256,4.962,0.0,8.12,0.902,1.805,0.902,5.865,7.218,5.865,1.354,2.707,1.354,2.256,2.256,0.451,2.256,2.707,2.562,3.748,-9.225,-5.413,0.769,2.178,13.229,17.553,2.05,4.388,-6.406,-1.249,-1.249,-0.032,4.132,11.243,-4.292,0.769,-1.57,2.755,Positive_177,1
3.401,8.312,3.778,4.156,0.378,7.179,2.267,8.69,1.511,8.69,10.579,6.801,1.889,3.778,3.778,7.556,4.156,0.755,4.533,6.045,5.845,4.519,-1.326,-0.982,1.768,0.786,7.318,7.859,-0.196,1.719,-3.438,-0.982,-6.238,0.295,-0.54,2.112,-6.336,-5.157,-2.996,-2.259,Negative_207,0
6.312,7.013,5.61,2.806,0.701,9.117,2.104,6.312,4.207,8.416,12.624,4.91,4.207,0.701,6.312,12.624,9.117,3.507,2.806,11.221,-0.543,-1.628,-4.584,-5.79,-5.79,-4.282,-0.241,0.422,-0.121,0.422,-0.663,-1.689,10.495,4.101,-2.593,-3.92,-1.99,4.704,-4.584,-2.352,Negative_46,0
9.528,5.336,2.668,6.479,0.381,6.86,6.86,10.671,1.905,6.479,15.245,4.955,1.524,3.049,5.716,6.098,4.955,1.143,6.479,5.336,4.243,0.893,-5.974,-4.02,-3.853,-5.695,-3.518,-3.071,-6.588,1.34,0.726,2.178,-0.335,-0.168,2.457,1.508,-0.726,0.893,2.736,5.304,Positive_103,1
10.618,10.618,4.155,7.387,0.924,8.771,3.693,5.539,2.308,4.155,11.542,5.539,0.924,7.387,8.31,6.001,5.539,2.308,4.155,12.002,-4.814,-6.642,2.316,0.122,-4.997,-0.914,10.42,11.456,-8.47,-1.28,1.828,2.559,-6.703,0.548,-6.399,-3.108,0.122,7.861,-8.836,-6.947,Positive_13,1
6.078,5.087,4.691,5.615,2.313,5.748,3.766,5.748,3.171,4.889,11.099,5.285,1.916,3.369,4.294,7.003,4.36,0.925,2.51,6.607,-0.094,1.181,-2.362,-1.134,0.331,1.086,2.645,2.409,0.661,-0.661,-1.559,0.283,-0.331,0.803,0.803,0.189,0.52,0.52,-0.425,0.661,Positive_73,1
15.362,4.556,1.172,3.124,1.172,6.249,2.083,10.414,0.651,0.26,11.847,1.822,0.651,1.172,8.071,3.645,2.994,1.432,0.26,4.165,1.622,0.933,2.798,2.514,-0.203,1.419,-2.068,0.041,0.852,0.324,1.217,-0.608,3.122,2.23,3.163,2.879,-0.041,1.257,-2.068,-0.487,Negative_106,0
5.386,6.551,5.822,6.842,1.311,6.987,3.931,7.279,2.038,5.531,6.987,5.531,2.911,4.658,4.803,6.696,6.551,2.183,4.222,10.335,-1.492,1.279,0.906,1.652,-4.209,-2.184,0.693,-0.213,-2.184,-1.598,0.852,0.586,1.225,2.078,-0.906,-0.799,-3.25,0.746,-0.799,1.066,Positive_0,1
8.78,6.097,0.731,1.22,0.0,7.56,4.146,5.609,1.22,0.244,7.56,1.951,0.731,0.488,6.341,4.39,2.439,0.0,0.0,4.146,1.178,3.947,-3.374,0.541,1.241,3.756,-3.819,1.782,0.668,2.451,3.119,3.596,1.91,4.233,-0.477,3.055,0.127,2.196,4.106,6.111,Negative_136,0
5.591,3.83,2.144,2.068,0.69,2.527,3.14,5.361,1.914,2.987,6.127,3.217,1.532,3.37,10.493,11.872,7.276,1.073,0.613,3.447,2.537,1.308,0.159,-0.634,0.198,0.317,1.704,2.378,0.713,0.753,1.546,0.357,3.21,2.18,-0.198,0.555,2.021,1.863,-0.832,0.595,Negative_79,0
6.049,3.024,0.55,0.825,1.649,0.55,2.474,4.124,1.649,0.825,8.248,1.1,1.1,1.924,3.574,1.924,1.375,0.825,2.199,3.574,4.138,2.473,2.14,1.118,4.185,1.902,4.709,2.854,3.662,1.712,0.713,1.522,7.301,2.925,1.023,1.641,2.521,1.427,3.068,1.403,Negative_68,0
2.803,4.36,1.09,2.18,4.671,6.072,4.671,5.138,5.138,3.27,4.36,5.917,0.467,2.958,4.049,6.384,3.114,0.0,2.024,0.778,0.972,2.5,-4.965,-3.299,3.056,4.201,-3.819,-0.868,-0.903,1.528,8.194,8.924,2.882,1.84,-2.778,-2.812,4.792,6.528,1.389,3.194,Negative_199,0
6.398,2.315,2.376,2.864,0.122,3.046,2.925,5.423,0.671,4.387,6.215,2.62,2.559,3.291,2.742,3.778,4.082,0.548,1.645,5.911,2.237,0.639,2.972,0.352,3.228,1.822,4.41,2.908,3.835,1.151,0.831,0.16,2.78,1.662,3.164,2.397,1.055,-0.479,0.895,0.064,Positive_75,1
10.167,4.447,3.177,5.718,0.0,7.625,7.625,6.989,5.083,7.625,11.438,5.083,3.813,7.625,4.447,9.531,5.718,1.271,2.542,5.083,-1.035,-0.805,-4.773,-8.971,6.383,-2.013,-2.07,3.163,-2.128,-2.415,8.108,0.69,-3.105,-5.463,2.07,6.095,2.703,-3.853,-6.613,-0.978,Positive_121,1
6.712,11.843,0.395,5.133,4.342,7.106,4.342,7.106,3.947,4.342,24.476,3.947,5.133,1.579,7.896,9.475,6.712,3.158,2.368,8.685,-9.266,-6.371,-4.891,-5.47,6.242,2.767,-3.668,-8.752,5.405,1.931,-0.064,-2.252,2.638,0.579,-7.915,-1.673,0.644,-1.866,4.118,-0.837,Negative_33,0
4.045,4.045,4.045,1.903,6.187,9.043,2.142,6.663,7.139,3.332,4.759,8.567,1.427,4.759,3.093,6.663,6.901,0.238,4.522,3.332,-7.332,-1.717,-6.172,-9.652,2.367,5.847,-0.835,-1.067,-4.176,-0.928,10.673,13.503,-0.139,0.696,-7.517,-9.42,5.058,10.348,4.13,3.527,Negative_151,0
2.151,3.227,3.657,2.796,3.011,8.174,1.936,3.872,1.291,5.593,4.087,4.948,1.506,3.442,3.872,2.366,3.227,1.506,3.227,4.302,1.841,4.33,-4.228,-0.75,2.83,6.171,3.034,2.898,0.784,-0.375,2.693,4.023,0.648,4.023,0.307,-1.091,-0.307,2.523,0.102,2.353,Negative_206,0
7.726,5.831,1.312,3.28,1.749,6.268,3.717,5.831,2.405,2.988,9.11,3.498,1.676,2.696,9.402,9.037,3.936,1.239,1.895,4.009,1.752,0.219,1.445,0.438,2.453,2.716,-0.263,-0.569,-2.935,-0.964,-1.445,-0.088,3.241,2.628,0.613,0.832,0.92,1.402,-1.051,1.051,Negative_163,0
3.459,4.556,3.206,3.374,1.181,5.906,3.712,3.965,2.446,2.531,7.34,4.893,1.687,2.362,4.049,11.305,5.315,0.084,1.012,3.544,1.557,3.075,-1.329,1.177,-1.822,0.873,-0.911,1.063,0.228,1.898,1.67,3.379,-0.038,2.468,1.708,2.885,0.038,0.683,2.088,3.379,Negative_218,0
1.617,3.969,0.294,0.294,1.029,1.47,2.205,0.882,0.294,0.588,0.441,2.646,0.147,0.735,4.998,3.381,0.441,0.294,0.441,0.735,2.609,3.497,2.946,3.524,5.353,3.658,5.017,3.053,0.417,1.116,8.245,5.676,4.56,3.309,0.982,2.421,2.65,3.147,6.9,4.022,Negative_130,0
4.455,4.804,1.782,2.259,2.577,5.059,2.864,5.6,3.659,0.827,4.455,2.036,0.668,1.241,4.487,5.218,3.118,0.445,0.986,1.75,1.749,2.332,0.554,0.612,3.527,4.08,2.361,3.235,-0.67,1.078,2.186,3.206,1.341,2.652,-0.146,1.399,3.556,4.022,2.04,2.594,Negative_108,0
4.73,2.534,1.689,1.858,1.858,0.507,1.182,3.041,2.027,2.872,8.616,0.507,1.858,3.378,2.872,3.886,2.703,0.676,2.365,4.561,4.19,2.149,3.223,2.149,3.438,2.552,3.277,1.397,1.316,1.397,1.504,1.424,3.438,0.967,2.955,1.773,3.68,0.215,3.492,1.746,Negative_162,0
5.01,5.663,0.653,3.268,1.96,8.277,7.188,5.663,2.832,2.613,10.891,3.268,1.743,2.613,6.099,7.624,4.356,1.09,1.525,6.316,2.793,6.738,-0.266,0.0,-3.324,0.532,1.507,2.837,-0.222,2.394,-2.349,-0.798,0.266,2.083,-0.975,0.089,0.798,4.787,-3.191,-2.349,Negative_165,0
8.658,5.892,4.57,6.253,0.721,8.539,4.93,9.5,2.766,6.854,8.418,5.772,2.645,4.089,4.33,5.171,5.051,1.323,5.051,6.133,-2.187,2.507,-1.92,-0.64,0.587,3.253,1.493,2.24,-3.84,-1.813,-0.96,-0.693,-1.92,-1.173,-2.187,0.107,0.853,0.747,-1.707,0.587,Positive_83,1
8.734,6.353,3.573,4.367,3.573,7.543,5.558,8.734,0.397,1.986,19.454,1.588,0.397,1.986,7.543,10.323,3.573,2.383,1.588,3.176,-5.347,-3.907,-5.964,-7.506,5.244,6.53,-3.136,-3.29,-1.028,1.08,0.0,3.599,5.553,2.571,-0.72,1.491,-3.136,-3.393,6.221,2.314,Negative_28,0
4.138,3.547,3.35,4.138,1.38,4.73,5.123,3.744,2.364,1.97,6.108,5.32,0.986,2.364,4.335,6.897,5.32,1.773,0.591,2.167,5.663,5.593,0.281,3.94,-0.633,0.809,-0.633,1.337,-1.618,-1.126,-2.638,-1.442,-1.231,-0.281,1.653,3.693,4.713,3.764,4.01,3.799,Negative_31,0
7.36,7.009,0.876,3.33,0.701,2.103,2.804,4.206,0.701,0.876,6.483,1.052,0.351,1.052,11.566,3.68,2.979,0.526,0.351,1.753,5.856,5.288,3.316,2.569,0.209,1.613,1.972,3.645,-0.508,0.598,-0.03,0.03,2.928,2.898,1.584,2.062,1.763,1.285,0.06,3.107,Negative_167,0
4.466,4.061,5.888,5.482,3.046,4.466,4.67,5.279,3.655,2.03,16.04,4.466,2.03,3.451,5.686,9.137,5.279,1.421,2.843,6.701,-0.801,0.851,-2.352,-2.603,4.304,3.303,-2.452,-0.851,0.851,1.652,-2.553,-0.701,3.103,1.902,1.502,1.502,-3.554,-2.202,-0.801,-0.2,Negative_42,0
16.976,6.501,5.057,5.779,1.444,6.501,8.308,9.752,3.251,6.501,14.447,4.334,2.528,5.057,6.501,7.224,5.779,0.0,2.167,6.501,-2.804,-1.869,-1.121,1.308,0.436,0.935,0.623,2.056,1.931,1.308,-1.558,-3.551,2.617,1.931,-7.788,-2.056,-9.221,-8.91,0.997,0.125,Positive_102,1
9.163,9.163,1.146,4.582,2.291,6.873,3.437,5.728,1.146,2.291,4.582,3.437,1.146,2.291,5.728,4.582,5.728,0.0,1.146,2.291,1.688,10.054,-3.185,0.153,-5.487,-1.88,-4.912,-4.298,1.842,4.144,-1.573,3.454,-7.329,4.259,15.618,13.776,-5.526,-0.767,1.458,1.765,Negative_152,0
9.201,7.812,0.174,2.778,1.389,5.382,4.861,5.034,0.347,1.215,7.986,1.562,1.042,1.389,7.118,4.861,2.604,0.521,0.347,2.778,2.599,3.317,-2.326,0.308,0.068,4.241,2.086,2.155,-2.326,-0.992,0.752,1.094,4.72,5.882,2.462,4.309,-1.71,2.052,0.718,2.189,Negative_230,0
5.6,0.311,0.933,0.933,0.933,1.867,0.622,6.844,0.311,1.244,4.978,1.867,1.244,1.556,0.622,4.667,1.556,0.622,0.933,2.8,5.581,3.498,4.105,3.215,4.874,5.379,3.498,1.739,5.056,2.75,3.6,1.173,4.975,1.355,3.761,0.829,3.215,-0.445,2.366,-0.971,Negative_26,0
5.316,2.278,2.278,2.278,2.734,3.19,3.797,4.253,4.404,0.911,8.961,4.86,1.215,3.19,6.987,5.771,4.556,0.152,1.215,1.975,1.793,1.336,-0.668,-1.477,0.985,0.105,2.532,0.738,3.868,1.969,2.778,0.141,-0.809,-0.633,0.422,-0.387,3.481,3.586,4.536,5.38,Negative_145,0
7.736,2.321,2.579,4.126,0.257,5.157,1.805,5.157,2.063,4.126,6.704,7.994,2.321,4.384,2.836,6.189,6.189,0.257,1.547,7.22,1.781,-0.972,-8.947,-6.964,0.769,5.142,4.251,7.449,-0.688,-0.729,1.66,1.174,2.348,4.575,2.955,4.049,0.162,-1.255,0.162,2.105,Positive_36,1
6.672,5.56,3.336,1.668,2.78,3.892,4.447,6.115,3.336,2.78,5.56,0.556,1.112,0.556,5.004,12.231,6.672,2.224,1.112,5.004,-1.33,1.169,-2.177,3.91,-0.081,0.443,3.95,2.015,-0.766,-0.685,3.265,0.726,-2.701,1.088,4.998,0.645,1.008,0.322,0.887,2.701,Negative_179,0
1.301,3.344,1.858,1.301,2.787,2.229,1.115,2.787,2.787,4.645,5.202,1.672,1.672,3.716,2.973,1.672,2.044,1.486,1.858,2.787,4.357,3.25,3.348,2.585,3.742,1.969,0.96,0.935,-0.295,0.566,6.647,2.93,3.127,1.674,3.84,2.339,2.634,0.788,4.234,1.132,Negative_11,0
10.071,6.042,8.056,8.056,4.834,5.237,6.445,10.071,4.431,9.265,8.056,3.223,2.819,2.819,5.639,11.279,9.265,3.626,4.028,8.056,-3.94,-2.429,0.197,0.854,-3.02,-5.45,-8.207,-1.904,2.823,-5.056,0.263,-1.97,-3.94,-1.576,3.414,-0.394,-4.268,-1.97,0.657,4.596,Negative_124,0
2.569,2.019,0.918,0.734,1.835,1.652,0.918,3.854,2.386,2.202,6.056,1.468,1.285,3.304,1.468,3.487,2.202,1.835,1.468,3.304,2.563,0.652,4.699,2.675,3.462,1.371,6.295,2.833,5.081,1.619,4.496,0.337,3.417,2.563,2.653,0.022,3.147,2.383,3.485,1.281,Negative_209,0
15.597,4.254,1.891,3.308,0.472,4.727,1.418,6.617,1.891,4.727,10.398,1.891,2.836,0.0,6.145,7.09,5.199,1.418,0.945,5.199,3.269,-0.645,-0.387,-1.032,7.398,4.946,-0.258,-1.333,2.323,-0.258,1.591,0.215,4.172,0.387,-0.043,-1.075,-2.882,-3.398,1.462,-0.473,Positive_169,1
13.964,10.474,2.328,5.818,2.328,10.474,4.074,10.474,2.91,4.074,14.546,2.91,3.492,3.492,8.728,7.564,5.818,0.582,0.582,8.146,-5.709,-1.964,-5.77,-1.351,5.832,9.085,-5.893,-5.525,-5.648,-4.85,-8.165,0.982,0.552,6.63,-1.903,-1.412,-6.753,-0.982,7.121,2.947,Negative_233,0
4.328,5.157,0.644,2.763,1.105,4.236,1.658,4.328,0.829,1.474,4.421,2.302,0.276,1.381,7.367,5.341,2.302,0.644,0.644,3.131,-0.136,2.934,2.635,3.341,3.803,4.238,3.07,3.559,1.141,3.341,-0.543,2.2,1.277,2.608,1.358,3.776,-0.217,2.554,0.842,3.885,Negative_153,0
5.626,6.188,7.032,3.938,4.219,8.158,5.626,6.751,4.219,5.345,10.408,5.345,2.813,4.219,10.127,9.283,6.47,2.532,3.657,7.595,-2.69,-2.331,-6.157,-6.455,0.897,2.212,-1.076,-0.239,-0.478,1.076,-2.391,0.897,-3.168,-0.598,0.359,3.825,-2.809,0.06,0.359,-0.837,Negative_48,0
7.864,8.65,3.146,4.719,4.719,6.292,3.932,11.009,3.932,3.932,6.292,4.719,1.573,3.932,3.146,2.359,6.292,0.0,3.146,7.864,-3.218,0.049,-2.34,0.634,0.146,2.194,4.486,1.511,-2.487,1.121,4.583,-0.146,6.338,3.852,-10.239,-8.825,1.609,2.487,-2.243,2.974,Positive_8,1
5.446,2.066,1.126,1.502,2.441,1.878,2.629,5.633,0.563,2.629,7.136,1.126,0.563,2.629,6.76,5.07,3.005,0.375,3.38,5.258,5.571,2.173,6.091,1.714,3.245,1.408,3.398,0.122,2.326,0.031,4.04,1.99,1.714,1.01,2.571,1.224,0.551,0.031,0.704,-1.133,Negative_224,0
4.658,4.94,0.423,2.117,1.27,4.517,4.093,3.952,2.259,1.129,5.223,2.541,0.988,1.553,6.493,4.799,2.541,1.129,0.141,2.823,1.526,2.995,2.419,2.62,2.822,3.657,2.361,1.181,0.518,1.872,2.678,3.196,0.95,2.102,0.864,1.382,0.115,2.39,2.678,4.089,Negative_175,0
5.554,2.278,1.14,2.919,0.499,4.272,4.913,3.987,1.281,1.78,8.046,3.631,1.21,1.14,8.544,7.975,3.489,0.143,0.569,2.919,0.265,1.226,1.16,1.061,1.359,2.453,0.597,1.79,1.359,1.492,0.762,2.221,0.563,2.386,1.724,1.525,1.492,2.254,3.58,4.441,Negative_236,0
6.195,4.737,1.549,3.189,1.822,6.103,4.008,5.83,2.004,1.549,8.199,3.553,0.911,1.913,5.739,7.835,3.462,0.182,0.911,4.191,1.625,3.362,-0.259,0.702,1.921,3.583,-1.699,0.887,2.032,2.623,-0.517,1.145,-2.438,1.071,2.032,3.546,-0.591,3.066,0.997,3.029,Negative_10,0
5.573,4.951,3.284,3.408,1.418,5.895,2.512,6.816,1.692,5.373,7.811,5.299,3.184,2.512,3.607,4.851,6.766,2.239,1.741,5.349,2.402,2.191,0.548,1.77,1.011,0.548,1.391,1.18,0.042,0.59,-0.548,0.464,1.011,1.391,-0.632,-0.421,-1.138,0.0,1.854,2.065,Positive_47,1
7.632,7.183,3.592,6.285,1.796,8.978,3.143,9.427,2.244,1.796,12.121,9.427,1.796,6.285,2.693,7.632,3.143,0.897,2.244,10.325,-2.118,0.543,-3.965,-0.598,-4.237,3.042,-0.38,0.163,-0.978,1.467,-1.955,2.716,-3.802,1.304,8.854,8.637,-10.918,-4.726,-1.521,-0.163,Positive_97,1
5.659,6.158,3.495,6.325,2.496,3.662,2.996,5.992,2.496,3.163,9.488,3.994,1.83,3.994,7.49,12.151,3.829,1.997,1.83,5.16,-0.518,-1.036,-1.79,-1.649,2.025,2.12,2.261,1.978,-0.471,1.46,-0.471,-1.083,2.073,0.754,0.047,0.801,-0.047,0.471,-1.319,0.188,Negative_38,0
4.052,2.316,9.842,5.5,1.448,5.79,2.316,6.369,1.448,7.237,8.395,6.658,2.606,4.921,2.895,5.21,6.658,0.869,4.342,6.369,-0.857,0.429,-1.762,1.048,1.857,5.381,-3.905,-0.381,1.095,1.381,2.095,1.095,0.952,-0.762,-0.143,-2.286,3.286,-1.571,-0.095,-2.095,Positive_52,1
5.37,4.805,1.272,3.533,1.413,1.837,2.685,6.36,2.402,2.12,6.642,4.098,0.989,1.413,7.773,5.229,4.805,1.272,1.555,5.653,0.036,2.137,3.561,3.561,-0.392,-0.605,3.846,2.066,-2.778,-0.819,2.671,1.959,-0.071,-0.071,4.594,3.312,1.318,0.677,2.635,1.14,Negative_29,0
9.395,4.125,2.521,1.833,0.916,6.187,5.499,5.042,1.833,3.667,6.417,3.667,1.833,0.687,5.729,3.437,5.042,0.459,0.687,5.958,2.435,1.836,-2.061,0.075,-0.0,-0.262,0.0,1.499,-2.36,-1.723,-1.873,-1.536,6.482,8.655,0.712,0.749,7.269,5.358,-1.723,1.536,Negative_156,0
6.333,5.232,3.442,4.819,1.928,6.608,3.442,6.333,2.753,2.891,8.123,5.369,2.753,3.029,4.543,2.479,4.543,1.515,3.029,6.747,2.491,2.663,1.117,0.687,2.964,2.534,0.215,-0.773,-2.363,-1.675,0.687,1.847,1.332,1.804,0.988,1.375,0.387,0.773,-2.148,-0.816,Positive_154,1
4.766,3.723,0.893,1.787,0.595,4.468,2.085,2.234,1.043,0.298,1.787,2.681,0.745,0.298,3.723,3.872,1.489,0.893,1.191,1.638,3.277,3.076,1.689,2.875,2.413,5.207,2.091,4.564,2.734,4.443,0.503,1.186,1.327,4.081,3.82,4.363,3.197,4.664,1.709,2.573,Negative_66,0
3.127,2.863,2.524,3.39,0.753,5.877,3.428,1.733,1.017,2.486,5.613,5.425,1.545,1.394,1.846,3.202,2.185,0.415,1.243,2.223,0.967,3.19,-0.078,2.641,1.255,3.059,1.124,3.791,1.046,3.085,0.967,3.19,3.19,4.81,1.124,3.634,1.516,4.183,2.118,2.902,Positive_203,1
2.753,1.652,2.753,1.835,1.285,3.304,1.468,2.203,2.937,3.854,5.69,3.12,1.101,4.772,2.57,2.019,2.753,2.019,3.671,2.019,2.474,0.86,0.323,0.081,4.49,3.522,3.146,3.038,1.99,-0.108,4.06,2.985,3.012,2.366,4.248,1.775,1.371,-0.108,2.958,3.738,Positive_9,1
8.499,6.306,2.742,6.58,1.097,6.306,5.484,9.871,3.29,6.033,12.339,7.403,3.29,6.306,6.855,7.403,6.033,1.646,3.839,9.597,-2.056,-3.386,-4.293,-7.134,0.846,0.302,1.028,1.511,-3.446,-4.414,3.748,3.567,-0.302,-0.06,1.209,-1.693,0.786,2.116,-5.744,-3.507,Negative_6,0
6.699,2.605,6.141,2.233,0.744,3.722,4.28,20.469,1.861,1.861,4.28,3.163,0.558,2.605,4.838,12.468,3.163,2.047,1.489,3.35,-1.151,-0.221,-4.074,-1.594,1.55,2.303,4.03,5.58,-1.771,-0.531,-2.081,-0.974,5.137,2.879,1.949,1.107,-1.86,2.347,-1.019,-0.177,Negative_89,0
4.631,3.974,2.441,3.254,1.064,3.88,3.442,3.723,1.314,2.347,6.352,3.849,1.346,2.221,3.536,6.79,3.316,0.5,1.157,3.191,1.527,3.179,-0.561,1.028,2.431,3.116,2.805,2.898,-0.592,1.589,1.184,1.87,2.275,3.116,1.683,2.493,1.215,2.088,1.683,2.649,Negative_62,0
6.324,5.233,1.091,3.634,0.945,5.379,3.053,5.888,2.108,2.326,8.577,1.963,1.018,2.326,6.978,7.414,5.233,0.872,1.308,6.397,0.117,2.576,3.435,5.152,-0.39,1.561,0.312,0.898,-0.351,-0.273,-1.171,0.703,1.366,1.835,-0.468,0.078,0.546,2.303,1.756,1.952,Negative_208,0
1.584,0.594,0.792,0.594,0.198,1.98,0.0,5.742,0.0,2.376,3.762,0.396,1.98,1.584,0.792,1.98,0.792,0.99,2.178,6.138,5.805,2.239,5.633,1.413,5.564,2.997,3.876,1.378,3.342,-0.482,4.376,1.43,4.531,2.308,4.858,1.809,5.719,2.394,4.755,1.602,Positive_32,1
14.093,4.111,3.524,5.285,1.761,8.809,2.349,10.57,1.761,5.872,10.57,9.396,2.937,1.761,5.285,5.285,4.698,0.0,1.761,11.158,10.655,9.489,-1.443,0.888,-6.382,-5.605,-1.165,0.111,0.0,1.831,-1.72,3.718,-4.44,-2.275,-3.552,-3.496,-0.721,-0.61,-4.329,-1.942,Positive_40,1
19.294,4.019,1.608,8.039,1.608,3.216,6.431,7.235,1.608,2.411,6.431,10.45,1.608,4.823,4.823,5.627,3.216,1.608,2.411,5.627,-5.36,-4.952,4.084,0.459,1.991,7.963,-4.084,0.919,0.51,0.766,6.126,6.432,0.664,5.411,-7.095,-6.126,2.603,1.072,-9.495,-3.982,Positive_130,1
2.326,3.877,7.753,0.775,11.629,1.551,5.426,9.303,0.775,2.326,6.977,0.775,0.775,6.202,5.426,19.382,10.079,0.0,10.079,0.775,-1.381,-0.159,-5.682,-4.939,1.806,-1.965,-4.727,-1.699,-2.655,2.602,4.673,0.319,4.833,3.027,-2.868,1.328,0.212,-1.434,1.328,1.168,Negative_217,0
6.316,5.278,4.24,4.845,2.596,5.365,4.067,6.749,1.385,5.624,5.97,4.24,3.115,3.461,4.413,6.922,5.883,1.211,3.375,6.23,-0.822,-0.365,-2.83,-3.104,-0.319,-0.456,3.332,2.054,2.145,1.004,1.095,1.506,0.137,0.548,-0.822,0.228,0.091,1.232,2.191,1.871,Positive_222,1
8.324,8.324,2.601,4.681,0.52,11.965,3.121,4.162,2.601,5.202,13.526,3.641,4.681,5.202,6.762,7.283,5.202,1.04,4.162,7.803,-0.388,0.886,-5.042,-0.166,-5.651,-6.704,0.388,-2.382,3.601,6.205,-12.964,-6.427,5.873,6.039,4.875,0.554,4.875,3.823,-8.144,-0.055,Positive_173,1
8.95,6.915,3.254,10.17,1.628,8.95,4.068,8.136,3.254,5.289,11.391,6.915,3.661,6.509,5.289,6.509,7.729,2.034,6.509,5.695,-5.283,-0.983,-6.143,-8.784,7.555,7.125,-3.747,0.86,-0.307,1.167,-2.396,0.307,4.361,7.862,-2.027,2.641,-8.354,-11.057,0.246,-5.897,Positive_42,1
4.59,3.672,2.142,1.835,1.224,2.448,1.835,6.119,1.835,1.224,3.06,4.896,1.835,1.224,5.202,5.813,4.59,0.0,1.835,2.142,-1.582,0.144,-1.812,1.093,1.179,3.595,-0.144,1.726,3.94,2.473,6.529,6.068,1.122,3.998,-1.323,1.812,0.69,2.531,6.615,3.825,Negative_213,0
8.255,5.111,1.376,3.39,1.474,3.587,3.096,7.961,1.523,0.688,6.88,3.587,0.885,2.654,10.958,8.599,3.44,0.442,1.818,3.047,2.166,1.654,1.378,2.127,1.733,2.403,0.315,0.827,0.276,1.418,-0.67,0.158,2.009,2.875,-0.433,1.182,-0.512,0.788,-0.0,1.536,Negative_25,0
6.394,3.333,1.973,2.109,0.34,3.809,5.51,6.87,2.245,1.905,4.217,2.993,1.497,1.497,11.292,7.959,3.469,0.204,1.837,3.673,-0.475,1.755,0.293,2.742,1.463,2.852,0.293,2.413,0.256,1.499,-1.389,1.316,-0.951,2.157,0.512,2.998,2.157,2.925,1.463,2.596,Negative_135,0
6.557,7.451,1.788,2.98,0.596,10.431,1.788,6.557,1.192,5.067,8.047,8.643,2.087,5.663,2.682,5.067,3.577,1.49,2.087,7.451,-2.052,0.365,-12.996,-6.977,-0.684,1.915,4.651,5.837,-1.14,0.182,-3.466,0.137,-1.14,-0.684,4.195,8.117,0.41,4.423,1.733,5.974,Positive_142,1
5.027,2.646,3.704,3.704,6.086,5.292,1.058,6.086,1.587,4.234,5.292,7.938,1.323,5.292,8.466,6.086,7.144,1.323,3.704,5.292,-2.099,0.137,-0.183,0.685,-0.0,1.506,-0.822,-3.788,-0.365,-2.191,5.157,5.751,-3.195,-1.232,0.137,2.738,2.784,2.51,0.365,0.822,Positive_123,1
