APAAC1,APAAC2,APAAC3,APAAC4,APAAC5,APAAC6,APAAC7,APAAC8,APAAC9,APAAC10,APAAC11,APAAC12,APAAC13,APAAC14,APAAC15,APAAC16,APAAC17,APAAC18,APAAC19,APAAC20,APAAC21,APAAC22,APAAC23,APAAC24,APAAC25,APAAC26,APAAC27,APAAC28,APAAC29,APAAC30,APAAC31,APAAC32,APAAC33,APAAC34,APAAC35,APAAC36,APAAC37,APAAC38,APAAC39,APAAC40,id,label
6.536,4.069,2.801,3.201,1.201,5.469,3.001,6.469,1.734,2.267,6.669,5.002,1.534,2.267,6.203,7.469,4.936,0.867,2.201,4.936,0.828,1.931,-1.813,-0.276,0.67,2.207,1.301,2.05,0.434,2.444,0.276,0.946,-0.394,2.207,-0.197,1.261,1.143,2.444,1.774,1.931,Positive_270,1
3.475,3.76,3.019,4.159,1.31,3.817,2.735,3.361,2.165,4.615,6.666,4.273,1.481,2.963,3.419,6.894,3.817,0.57,1.994,3.646,1.976,2.351,0.954,1.022,3.135,2.76,-0.375,1.635,-0.579,0.17,2.147,2.555,2.385,2.76,0.75,1.261,1.193,0.477,2.215,3.066,Positive_378,1
3.94,3.612,1.314,2.463,0.821,3.777,2.463,3.612,1.314,3.448,7.717,2.955,0.985,3.119,2.627,4.926,5.254,0.821,1.97,5.09,-0.467,1.493,4.418,3.205,2.022,-0.56,1.245,2.085,3.454,2.52,2.551,4.231,0.467,1.431,2.116,0.498,2.925,0.809,2.209,1.12,Positive_972,1
2.021,1.347,1.213,1.617,0.135,3.503,0.674,0.404,0.0,0.674,1.213,2.156,0.539,0.539,0.539,1.347,0.674,0.0,0.27,0.943,2.911,6.179,0.802,4.823,3.892,6.615,3.07,5.754,1.852,4.991,2.129,5.694,3.258,6.16,2.921,5.357,1.416,5.357,1.812,5.199,Positive_825,1
12.726,8.749,0.398,7.159,4.772,4.375,8.749,10.737,3.579,3.977,15.51,3.977,2.386,3.181,8.351,10.737,5.965,4.375,0.796,9.544,-5.527,-2.601,5.462,5.852,-4.421,-4.551,-8.062,-3.706,-3.121,-1.886,-8.648,-7.347,-6.307,-4.941,3.056,3.511,-1.04,-0.26,8.322,6.177,Negative_461,0
5.721,4.291,5.721,1.907,5.244,4.768,0.954,2.384,0.954,4.768,8.582,1.907,2.86,2.86,4.768,4.768,4.291,0.954,2.384,5.244,-1.13,1.582,1.695,0.64,-3.277,-2.75,3.089,3.465,4.181,5.047,-2.825,-0.339,-0.678,0.414,5.273,2.222,1.544,1.394,4.068,1.055,Negative_459,0
6.914,9.878,4.939,5.434,2.964,8.891,1.975,7.903,4.445,4.445,11.36,4.445,1.482,5.434,7.409,13.336,4.445,0.988,1.482,4.445,0.45,11.43,4.223,5.912,1.633,3.041,-4.955,-2.703,0.957,1.858,-6.926,-2.815,-5.236,-0.169,-2.984,-4.448,-1.351,-6.7,-0.056,-3.773,Positive_249,1
3.087,6.173,0.0,2.469,1.852,7.408,4.321,5.555,1.852,1.234,8.025,3.087,1.234,1.234,7.408,1.852,2.469,2.469,1.852,2.469,0.859,3.236,-0.528,5.185,2.015,5.878,-4.458,1.453,-3.435,2.345,4.392,7.299,1.982,3.501,0.561,4.062,-3.93,1.387,-2.774,4.921,Negative_1286,0
4.432,2.955,3.94,2.955,2.955,7.387,3.94,2.955,1.97,0.985,9.357,4.432,1.477,0.492,2.955,5.417,2.463,0.492,0.492,2.463,8.516,9.581,-2.129,0.871,-3.581,0.677,-2.226,-0.581,-2.452,-1.032,-0.548,2.065,4.387,4.839,2.032,2.645,2.387,5.839,1.903,2.29,Negative_323,0
4.832,3.382,0.483,3.865,1.208,6.522,1.208,7.006,1.45,2.899,8.697,2.899,1.45,2.657,5.315,7.972,5.556,1.45,2.899,3.865,-0.189,-0.907,3.554,2.836,-0.227,1.172,0.454,2.798,-1.399,-0.113,0.529,0.945,3.856,5.936,0.794,-0.567,3.251,3.592,-0.378,-1.55,Negative_1317,0
4.35,4.834,1.45,2.175,2.417,0.725,2.658,3.625,1.209,3.625,9.184,1.209,1.45,4.35,2.658,3.867,3.625,1.692,2.417,4.592,6.118,4.379,4.006,1.863,0.807,1.77,1.708,-0.528,1.366,1.429,3.012,2.019,4.783,2.981,2.267,0.87,-0.093,-0.901,-1.087,1.118,Negative_399,0
4.883,3.836,3.138,5.58,0.349,4.883,3.836,5.929,4.185,4.883,9.067,5.58,0.349,3.836,6.277,10.113,3.836,2.441,2.789,5.58,-6.122,-4.888,4.751,5.071,4.614,3.381,-3.974,-2.376,0.091,-1.096,-3.563,-2.604,4.066,5.756,-2.832,-2.787,5.208,6.624,-1.142,0.457,Positive_1171,1
8.21,5.185,1.728,3.457,5.185,3.889,3.889,7.778,2.593,1.297,10.802,2.593,1.728,1.728,15.555,12.963,8.21,4.321,0.865,3.457,-0.738,-2.003,0.896,1.95,-2.109,1.212,3.11,0.527,2.319,0.58,-0.264,-0.105,-1.212,0.58,-4.639,-3.479,-1.212,0.369,0.474,-1.687,Negative_294,0
4.911,4.911,2.067,4.911,4.911,8.012,3.102,6.203,5.169,5.687,10.08,6.203,2.326,3.36,5.427,8.012,5.945,0.517,3.618,6.72,-1.582,0.153,0.919,-0.102,1.582,2.91,-3.982,1.276,-0.51,0.664,-2.348,-0.102,0.306,-1.429,-3.063,0.357,0.919,3.012,0.306,-1.378,Negative_941,0
7.445,5.46,5.212,6.452,1.985,9.181,5.212,8.438,2.729,4.715,8.189,3.971,4.715,5.46,4.963,7.941,6.7,0.993,4.219,7.693,-4.746,0.0,-5.304,-3.518,1.005,3.35,-0.838,3.518,-3.071,-0.949,-1.787,-4.634,-1.396,5.583,-1.117,1.787,-1.284,0.223,-0.0,1.508,Positive_1150,1
7.515,4.696,3.757,5.823,0.752,8.077,3.757,3.569,3.569,7.139,9.581,6.387,3.569,3.945,2.442,8.077,6.575,1.503,3.569,6.199,1.558,-0.955,-0.754,0.603,3.467,2.663,2.513,3.266,-4.925,-1.457,-2.362,-3.568,1.156,0.653,-0.251,1.508,-3.317,-2.161,-0.704,2.563,Positive_799,1
5.977,10.758,0.0,1.195,2.391,3.586,2.391,2.391,2.391,3.586,4.781,4.781,2.391,3.586,5.977,4.781,3.586,1.195,1.195,8.367,10.919,7.982,-2.636,-8.02,-0.527,-3.2,-8.923,-2.523,7.568,5.083,3.238,3.803,-4.443,-3.614,-0.602,0.226,5.685,5.648,6.212,2.824,Negative_65,0
6.258,2.973,1.251,3.129,1.251,4.85,1.408,2.973,0.782,1.251,5.007,2.19,1.565,2.504,5.476,8.605,3.755,0.313,1.095,2.816,2.765,2.438,2.943,4.548,3.002,2.883,1.278,2.408,1.576,1.397,1.486,1.873,0.476,2.943,-0.743,1.457,2.14,3.062,0.416,2.2,Negative_428,0
4.632,5.207,0.648,3.479,0.408,4.487,2.52,15.046,0.672,1.344,5.087,2.232,0.432,0.936,10.223,3.984,3.168,0.456,0.864,4.823,-2.296,2.614,-0.6,4.557,3.568,4.38,-2.155,2.826,-1.766,2.119,1.378,2.755,-1.342,2.826,-0.777,3.038,3.144,3.815,-1.342,2.614,Negative_246,0
2.908,5.492,3.877,3.554,1.615,8.4,1.615,2.908,1.292,2.908,9.368,4.846,0.97,2.584,5.169,8.077,6.139,0.0,0.97,2.584,-1.807,3.726,-2.296,-1.317,2.258,4.893,-1.957,1.393,2.371,5.156,-0.301,0.452,-2.597,0.0,2.672,6.323,-0.226,2.296,0.151,3.538,Negative_136,0
2.391,2.69,1.794,2.093,1.345,2.242,1.794,2.093,0.299,5.68,5.081,2.391,1.046,4.185,2.093,5.53,4.484,1.494,2.541,4.185,4.242,3.161,5.073,2.606,3.465,2.44,4.048,1.913,1.913,1.137,2.939,1.164,1.386,-0.416,1.442,0.166,2.966,2.384,1.497,1.026,Positive_477,1
13.573,5.817,2.909,5.817,8.725,8.725,10.664,8.725,0.97,7.755,8.725,8.725,4.848,5.817,9.694,7.755,7.755,0.97,5.817,7.755,5.096,5.025,-12.951,-6.228,0.566,0.354,0.071,0.071,-0.495,-1.274,-7.502,-11.465,-9.413,-3.963,-6.157,-7.502,3.539,0.142,1.982,8.563,Negative_180,0
5.977,8.965,2.775,5.55,1.494,6.19,2.134,7.47,2.348,4.055,9.818,3.629,1.921,2.988,4.91,4.696,4.91,1.281,2.348,5.55,-1.513,1.602,-5.162,-3.293,6.587,3.249,0.579,0.979,-3.115,-2.403,2.715,2.804,-0.401,2.047,-2.492,1.291,1.068,4.806,-0.49,2.136,Positive_163,1
9.955,3.318,6.637,7.964,3.318,7.964,8.628,6.637,7.964,5.974,8.628,7.964,5.974,13.273,4.645,6.637,8.628,3.318,7.301,10.619,-1.453,0.654,-5.596,-11.919,7.558,3.634,6.177,0.581,-10.828,-9.884,-0.654,-1.235,6.323,8.503,-5.814,-3.634,-9.302,-9.157,-6.395,-2.907,Positive_1131,1
21.579,4.979,6.64,4.979,3.32,9.96,3.32,0.0,1.659,6.64,9.96,11.619,4.979,4.979,6.64,6.64,3.32,0.0,1.659,4.979,-3.418,6.246,0.943,-1.532,-0.53,0.648,-7.837,-2.298,-0.412,3.948,-3.536,5.362,1.414,2.829,-22.982,-22.098,6.423,5.893,0.118,12.964,Positive_513,1
6.905,6.541,6.541,5.815,2.18,9.086,3.634,6.179,3.634,8.359,11.267,8.359,2.18,4.361,7.269,6.541,4.725,1.818,5.088,7.995,-1.6,-0.652,-4.443,-6.22,-0.711,2.607,-6.043,-2.192,-0.237,2.192,-6.576,2.014,-5.036,-3.081,1.896,2.37,5.273,9.005,-2.488,-4.562,Positive_820,1
9.27,2.809,3.652,3.933,2.247,5.618,4.214,6.181,1.686,7.023,8.146,5.899,1.405,1.967,5.618,6.742,5.618,0.842,2.528,10.113,-0.478,1.815,-0.191,-1.146,-2.34,-0.191,4.776,2.245,0.716,-1.719,1.433,-2.722,2.722,1.48,-1.767,-3.438,2.674,1.337,0.716,-1.433,Positive_257,1
6.756,4.978,2.133,4.267,0.711,6.045,3.911,6.045,2.489,2.489,11.378,4.267,2.845,2.489,4.978,4.267,6.756,1.422,2.845,7.112,-1.235,0.529,1.631,1.587,6.305,2.16,2.381,0.573,-5.6,-5.732,1.896,2.778,1.411,-2.866,-1.323,-2.601,6.217,3.616,1.235,-1.146,Positive_773,1
3.611,0.774,1.032,1.29,1.032,0.516,0.516,2.837,0.258,3.353,4.643,0.774,1.032,3.353,1.29,1.806,1.548,1.032,1.032,2.064,6.386,2.805,3.311,1.368,3.48,2.703,4.883,1.977,5.22,1.892,4.494,1.757,4.663,2.399,4.038,2.061,3.7,1.706,4.325,3.041,Negative_591,0
3.853,2.839,1.521,1.42,1.42,2.839,1.42,3.853,0.912,3.042,5.982,2.028,1.318,2.636,1.927,5.576,3.143,1.318,1.724,4.867,6.57,4.586,2.36,1.475,2.36,1.153,2.762,2.253,2.655,2.36,0.107,0.295,0.697,0.322,2.065,1.609,2.789,2.038,4.505,3.406,Negative_1227,0
4.801,3.813,1.412,1.553,1.553,1.694,1.412,2.118,0.847,4.095,7.766,1.271,0.847,3.389,2.259,3.954,2.965,1.412,0.706,5.366,6.308,2.954,5.882,4.525,4.844,1.73,3.407,2.262,2.608,1.916,0.559,0.053,2.555,1.278,0.772,-0.905,2.129,0.905,2.236,0.745,Negative_467,0
4.753,2.194,1.28,2.011,1.28,2.925,2.742,4.388,0.914,1.645,3.839,1.645,1.462,4.388,1.828,4.205,2.559,1.28,1.097,3.291,2.337,2.461,4.177,3.158,5.37,3.257,3.182,2.461,1.243,1.119,4.003,4.575,3.431,3.978,-1.666,-1.169,4.152,2.66,1.343,0.199,Negative_921,0
2.585,5.008,2.208,3.824,2.316,4.847,2.424,3.662,1.562,2.747,6.462,3.824,1.67,1.454,3.554,4.631,3.501,1.131,1.616,3.554,-0.282,2.753,-0.469,2.222,-0.407,1.439,1.971,2.879,2.128,3.379,1.439,3.285,-0.594,2.597,3.035,4.975,0.845,3.066,0.469,2.691,Negative_434,0
5.161,4.049,2.937,4.922,1.746,5.876,4.685,8.257,2.382,5.002,9.845,4.049,1.985,4.605,5.081,8.019,4.526,0.714,2.621,6.431,-0.836,0.697,1.301,0.929,-0.093,0.697,2.462,2.647,-2.555,-2.183,1.347,1.533,0.464,1.115,-0.882,-0.743,1.44,0.743,-0.882,-0.093,Positive_302,1
9.091,8.182,2.727,2.727,0.909,4.545,6.364,4.545,1.818,4.545,9.091,8.182,1.818,0.0,10.908,12.726,4.545,1.818,3.636,4.545,2.568,1.233,-0.668,2.157,-3.03,0.924,0.616,1.027,-8.577,-8.115,10.734,5.958,2.465,0.051,-12.224,-4.674,1.233,0.411,0.103,5.085,Negative_662,0
7.252,5.238,1.612,2.417,1.209,2.417,2.821,10.073,0.806,4.432,5.641,1.209,2.015,2.821,5.641,3.626,2.821,1.209,2.015,4.029,-2.391,-0.901,6.202,-0.035,4.193,1.906,3.812,0.277,0.797,-0.381,-0.347,-2.183,7.519,4.366,0.866,-0.485,4.297,2.668,0.762,-0.243,Negative_947,0
3.643,2.255,2.776,4.337,0.0,3.903,2.689,4.424,0.347,3.556,5.465,6.939,1.562,1.562,2.081,3.99,4.164,0.347,2.949,4.25,1.255,2.664,-0.704,1.776,1.225,3.889,2.235,5.879,1.164,2.511,-2.205,0.398,1.623,2.97,2.021,4.868,0.245,2.205,2.174,2.572,Positive_899,1
5.187,2.515,0.786,1.1,1.572,1.1,1.729,3.301,1.729,3.615,9.745,0.629,1.886,1.572,2.672,4.716,3.93,1.572,2.201,2.987,4.718,2.4,4.581,2.482,3.082,1.854,1.609,0.954,2.073,1.173,3.136,0.327,3.218,1.309,2.373,1.391,3.6,1.663,2.263,1.254,Negative_470,0
5.453,3.271,2.181,2.181,2.181,3.271,4.362,7.634,2.181,3.271,4.362,3.271,1.09,1.09,5.453,5.453,4.362,0.0,2.181,0.0,-5.661,-0.095,1.012,2.53,9.298,6.04,0.854,3.194,-2.878,3.574,3.637,2.91,-1.486,-1.645,5.724,4.143,-1.771,3.068,1.075,3.226,Negative_13,0
0.869,2.606,1.738,0.869,0.0,3.475,0.869,3.475,1.738,0.869,10.426,1.738,2.606,0.869,4.344,6.95,5.213,0.869,0.869,4.344,1.177,0.493,-1.587,-3.284,3.366,4.242,7.417,6.897,0.192,-2.983,1.067,1.204,5.008,7.006,3.257,-0.958,1.97,0.848,6.158,3.777,Negative_492,0
7.824,5.03,1.49,4.098,3.912,3.167,1.863,10.059,0.931,1.304,7.078,0.931,1.118,0.931,4.471,4.098,1.863,0.745,1.677,1.677,4.37,4.145,0.289,1.028,2.185,1.896,4.177,6.234,0.289,0.257,0.643,2.217,1.285,3.149,1.864,3.599,-0.032,0.096,-1.992,0.032,Negative_442,0
4.026,4.137,4.137,6.151,1.23,5.927,4.137,3.019,2.572,3.579,8.499,4.026,2.908,2.684,3.802,8.835,5.591,0.783,2.013,4.249,4.198,3.868,-1.481,-0.947,2.263,3.663,2.222,4.897,-1.811,0.247,-1.317,0.741,-0.782,0.823,-0.823,0.741,-1.523,0.617,0.494,1.605,Positive_290,1
6.115,4.246,3.906,5.095,1.189,3.567,1.529,5.944,1.869,6.115,8.832,5.775,1.698,4.416,5.265,4.416,4.246,0.51,3.397,6.115,2.148,2.485,-1.896,-3.033,3.201,2.443,2.78,3.033,-3.707,-1.896,1.137,-0.716,3.749,3.833,2.696,0.716,1.011,0.337,-1.853,-0.716,Positive_1179,1
9.788,6.992,4.068,5.594,0.254,6.61,5.085,8.136,1.017,6.356,8.645,4.322,2.796,3.814,6.992,6.738,5.594,1.398,4.195,6.101,0.731,2.142,-5.695,-2.874,-0.94,-0.836,-1.411,0.627,1.672,1.933,1.567,0.052,-0.627,-0.993,-0.627,1.62,0.104,2.247,-2.821,-0.366,Positive_839,1
4.307,5.25,5.25,3.23,2.827,4.981,3.904,6.057,2.019,2.557,8.346,3.096,2.557,4.711,6.595,9.153,4.576,1.75,4.173,4.711,0.675,0.765,2.116,0.675,3.512,4.728,0.36,2.206,-3.557,-1.711,-1.666,-0.675,-0.675,1.081,-1.171,0.09,0.135,0.27,1.486,1.306,Positive_36,1
3.96,3.046,5.178,4.721,2.437,3.35,4.873,5.025,3.046,4.568,9.746,5.94,1.675,3.503,5.178,7.767,3.807,2.132,2.741,4.873,1.007,1.313,-3.765,-4.466,2.89,0.482,1.313,-0.35,-0.131,-0.832,1.182,0.569,3.24,1.751,0.788,1.532,1.883,0.876,1.357,1.795,Negative_99,0
2.869,3.867,1.996,2.994,0.998,2.745,2.745,1.996,0.873,3.992,8.109,1.871,1.247,2.495,3.742,4.366,3.119,1.747,2.62,5.24,3.906,3.399,1.103,0.865,3.578,3.071,3.637,1.103,1.938,0.716,4.264,2.355,1.58,1.431,1.938,-0.447,1.908,0.06,2.087,1.878,Positive_227,1
13.539,2.5,2.082,5.207,0.625,6.041,3.125,10.831,2.5,6.041,8.123,7.291,1.875,2.916,3.332,4.791,4.999,0.209,1.666,11.664,2.732,-0.596,-1.093,-1.49,-1.292,-2.385,-1.441,-1.888,1.441,-0.646,1.192,0.695,4.024,2.583,0.845,1.341,0.149,1.441,-1.739,-3.229,Positive_755,1
5.098,1.699,2.266,1.275,1.983,0.991,1.558,2.691,0.708,2.691,6.372,1.416,1.133,2.691,1.841,2.407,2.832,0.708,1.699,4.956,5.36,1.504,4.772,2.398,3.503,1.481,4.725,2.351,3.714,1.434,3.409,0.705,2.844,1.481,3.644,1.481,4.466,1.34,1.622,0.752,Positive_43,1
10.554,4.222,2.111,2.111,2.111,0.0,2.111,6.333,12.664,2.111,8.443,4.222,2.111,12.664,8.443,16.885,16.885,4.222,4.222,2.111,-11.146,-9.278,4.981,3.549,-10.772,-8.593,3.487,4.172,-1.37,-3.736,4.545,6.164,-1.059,-0.685,6.04,3.425,-6.413,-2.74,-3.176,-1.93,Negative_17,0
6.633,3.948,10.424,4.106,2.053,4.264,5.369,5.844,1.895,6.317,9.792,2.685,0.316,2.527,8.844,11.845,9.792,2.053,4.422,7.738,2.439,4.213,2.384,5.266,-5.432,-2.439,-3.825,-2.827,-2.55,-2.217,1.386,-2.605,-0.887,-1.109,-0.055,-0.831,1.109,-0.776,-1.386,-0.721,Negative_182,0
7.81,5.579,1.116,4.463,6.694,6.694,2.231,4.463,1.116,1.116,5.579,6.694,1.116,2.231,8.926,7.81,6.694,3.347,0.0,2.231,-3.608,-1.589,-6.186,-6.615,2.663,10.052,-3.995,0.344,7.603,10.223,-3.393,6.014,-5.198,-2.663,-1.589,-3.393,4.167,8.892,-1.246,3.608,Negative_1156,0
3.993,2.745,3.119,3.369,1.497,2.62,1.996,3.119,0.249,3.619,6.613,4.866,1.123,3.619,3.369,4.492,3.369,0.998,2.496,4.742,-0.992,0.589,5.333,3.969,1.023,1.364,0.93,0.992,2.264,3.101,1.953,1.984,2.977,3.38,3.008,2.047,-1.178,0.031,2.698,2.512,Positive_1105,1
5.226,3.678,2.903,5.226,3.097,6.387,5.612,3.29,2.129,5.419,8.322,5.419,2.322,2.709,4.838,5.612,4.838,1.742,2.516,4.257,-0.684,1.967,1.24,4.149,-0.214,0.813,-1.326,2.395,-0.128,3.037,1.069,2.352,1.839,1.198,-1.369,-0.0,0.813,0.342,-2.181,-0.855,Negative_266,0
11.614,8.604,3.656,6.237,1.72,6.023,4.517,7.958,2.796,4.517,12.044,4.732,2.366,4.517,5.162,6.452,5.162,0.861,3.442,6.023,-2.981,-1.789,-4.986,-4.336,4.553,4.824,-4.011,-0.705,-3.144,-0.0,-2.114,1.084,-1.572,0.705,2.493,1.084,2.114,4.282,-2.927,-0.976,Positive_629,1
4.13,2.542,2.012,2.436,1.906,2.859,2.118,4.024,1.906,4.13,5.401,2.436,1.377,3.282,2.012,4.236,3.071,1.906,2.118,4.342,2.446,1.514,3.145,2.097,0.699,0.757,2.708,2.301,2.155,1.456,1.602,1.66,2.796,3.96,2.679,1.689,2.33,2.038,1.805,1.922,Positive_1110,1
2.107,2.95,1.686,0.0,0.0,0.421,1.264,2.528,0.421,0.0,0.421,5.478,0.421,0.843,1.264,0.843,1.264,0.0,0.421,2.528,2.598,4.886,2.921,3.618,5.234,4.562,2.81,2.872,3.58,2.822,3.22,3.829,6.576,5.855,1.79,2.486,0.323,0.932,7.708,6.514,Negative_838,0
5.035,2.015,1.51,4.532,4.028,5.538,2.015,6.546,1.51,6.043,14.099,5.538,2.015,2.518,9.568,10.071,5.035,1.51,2.015,6.043,-2.041,-2.818,1.895,-0.389,0.68,-0.875,0.826,-1.944,2.041,-0.875,4.033,-0.34,1.118,0.486,3.304,2.575,0.389,0.194,-1.701,-3.741,Negative_858,0
1.989,3.693,2.841,3.409,1.705,3.693,2.841,6.534,0.852,3.409,4.83,3.125,1.42,0.568,3.409,3.693,2.557,1.136,3.125,3.977,3.617,5.734,4.793,4.646,2.235,3.852,1.117,-0.441,0.176,1.852,0.853,1.382,0.029,0.853,4.41,3.646,2.676,1.588,-0.706,-1.117,Positive_53,1
2.233,5.211,3.723,8.934,2.233,9.678,5.211,7.444,1.488,5.211,8.189,8.934,4.466,4.466,1.488,1.488,5.211,2.978,2.233,9.678,-7.839,1.709,-11.759,-2.864,-1.206,2.462,3.467,2.864,-9.648,-8.141,1.156,2.864,7.688,4.372,-5.126,-0.503,1.156,8.693,3.417,6.734,Positive_1039,1
7.961,6.24,2.151,3.443,2.582,7.1,6.24,5.81,2.582,2.151,12.049,4.949,1.937,2.367,9.252,6.885,4.304,1.291,1.937,5.81,-1.164,-0.049,-2.62,-0.825,2.62,3.299,1.456,3.251,-4.803,-1.989,1.892,0.049,-1.601,2.96,-4.318,0.194,-0.922,-1.213,3.59,3.154,Negative_952,0
7.257,5.338,2.085,2.336,0.751,5.255,4.337,4.421,1.334,1.334,6.089,3.003,1.334,1.502,10.927,10.26,4.254,0.501,1.251,3.92,1.55,3.797,-0.581,0.775,-0.077,0.504,0.581,1.666,1.046,2.945,0.387,1.511,1.434,3.719,-0.852,1.317,-2.015,0.969,0.891,2.945,Negative_920,0
5.481,2.534,3.653,2.652,1.297,3.712,1.768,4.891,0.943,5.245,5.893,3.83,1.532,3.536,2.24,4.479,3.359,1.002,2.004,4.714,1.554,1.619,2.817,0.421,3.789,3.044,3.854,3.692,2.688,1.587,0.81,0.162,1.133,1.975,0.777,0.259,1.781,1.133,1.911,0.227,Positive_298,1
5.68,4.544,2.84,2.272,1.136,4.544,1.704,5.112,0.568,1.136,2.272,7.385,0.568,1.136,5.112,6.817,3.976,0.568,1.136,4.544,2.806,6.431,-2.743,2.648,-0.788,4.067,2.617,7.598,-1.387,0.631,-3.026,-2.207,1.986,7.377,-0.662,3.783,-0.788,1.419,3.279,3.909,Negative_663,0
3.779,2.062,4.123,1.374,2.062,3.779,3.092,2.062,0.687,4.123,5.497,5.154,2.405,2.062,5.841,4.81,5.154,0.0,1.374,3.435,2.452,3.395,-0.063,0.597,-0.314,4.967,-1.257,-0.251,-1.949,0.566,1.132,3.772,3.961,3.804,4.433,3.238,1.823,2.672,1.792,2.358,Negative_340,0
3.148,3.253,1.259,1.889,1.154,1.469,1.364,4.197,0.63,4.093,5.352,1.154,1.259,2.518,3.777,2.413,1.994,0.839,1.784,2.728,3.748,2.013,3.124,3.008,4.512,3.447,3.957,3.841,2.545,2.013,3.355,3.91,2.962,1.782,2.406,2.962,0.069,0.486,2.036,1.55,Negative_1270,0
4.398,1.588,2.81,4.031,2.077,5.864,3.176,4.398,2.321,2.932,6.841,5.253,1.466,2.688,6.841,5.986,5.131,1.71,2.565,3.91,0.418,1.786,3.685,3.381,1.216,2.964,-0.266,1.026,0.532,-0.798,-1.14,0.304,0.646,-0.646,1.786,2.204,0.874,1.596,1.71,2.736,Positive_65,1
7.454,4.259,4.259,3.55,6.389,5.324,4.97,6.034,3.55,4.97,9.584,3.55,3.194,4.615,6.389,7.099,7.099,1.065,1.775,4.97,3.203,-1.952,3.704,2.603,-4.304,-1.151,0.751,-0.35,-0.701,-1.802,-1.952,1.151,-1.251,-1.702,3.904,0.951,1.902,0.801,-1.051,-2.853,Negative_884,0
6.674,5.206,2.136,6.007,2.937,6.808,3.872,4.673,3.872,3.605,8.143,3.338,2.537,3.605,6.274,6.14,4.005,2.27,2.537,7.743,-1.57,-0.046,-0.092,-0.139,0.831,1.57,-0.647,1.293,0.6,-1.848,2.309,3.002,0.416,-1.386,-0.37,0.739,1.524,1.94,-0.462,-0.046,Negative_98,0
8.878,4.439,0.0,6.658,2.219,4.439,6.658,11.097,8.878,4.439,8.878,2.219,2.219,4.439,15.536,13.316,8.878,2.219,4.439,6.658,-8.159,-10.816,-5.123,-3.099,-3.352,-6.641,-12.65,-8.855,19.228,17.268,1.265,0.569,-0.949,-5.946,2.783,4.364,-14.927,-8.476,11.069,5.946,Negative_187,0
11.37,3.79,1.083,4.332,1.083,4.06,2.707,7.579,2.978,4.602,9.745,4.602,2.436,2.436,4.332,6.768,4.873,0.0,0.541,7.038,0.302,1.079,-3.886,-2.375,-1.943,-1.813,3.325,0.043,4.75,0.993,-2.288,-1.9,1.425,1.468,2.893,2.547,1.727,0.561,6.347,0.389,Positive_191,1
4.656,5.626,4.268,5.431,1.164,5.238,5.044,5.238,2.521,6.207,8.535,3.104,2.134,3.297,4.073,6.596,5.431,0.776,3.297,4.85,4.724,5.512,-5.906,-5.731,0.831,1.925,1.094,2.143,-1.444,-0.044,-2.231,-1.75,0.044,0.437,0.306,1.487,2.318,1.969,3.15,3.675,Positive_855,1
3.34,4.676,4.342,2.672,1.67,4.342,3.006,2.672,1.336,2.672,7.348,4.676,2.338,2.672,3.674,6.68,3.006,0.334,1.336,2.672,0.229,1.538,-7.103,-2.979,5.368,3.011,3.732,2.913,3.273,4.746,-0.164,2.52,1.899,-0.196,7.136,6.056,-0.295,2.881,-1.211,1.178,Negative_812,0
9.915,5.155,2.776,6.345,2.379,7.535,6.742,7.139,1.587,3.569,14.674,7.535,1.19,3.966,11.105,7.139,6.742,0.793,3.173,8.329,1.178,0.059,-7.126,-3.769,-1.237,3.534,1.001,0.942,-9.187,-6.302,-7.008,-2.945,1.767,1.708,2.473,3.534,3.357,7.42,-3.828,-3.357,Negative_388,0
5.68,2.777,1.389,1.262,0.757,1.893,1.641,4.543,1.01,1.767,9.844,1.262,1.767,2.903,4.039,2.272,1.893,1.389,2.272,2.398,3.614,2.77,3.878,3.165,3.561,0.765,4.748,2.875,4.985,2.875,4.062,2.743,2.664,0.659,0.686,-0.211,1.24,0.422,1.556,0.185,Negative_1107,0
5.89,3.171,3.625,2.114,2.114,3.776,2.568,6.796,1.963,3.625,8.91,3.625,3.474,4.833,5.739,6.796,4.078,1.662,2.417,6.193,0.417,0.417,1.542,-0.792,2.126,-1.459,0.208,-2.835,2.168,1.584,4.377,2.626,0.083,-0.375,2.668,1.042,2.043,-1.209,2.334,-0.333,Negative_866,0
10.885,6.531,1.507,5.024,2.679,7.369,7.369,5.861,1.675,1.675,20.264,3.349,0.838,2.177,6.029,8.374,4.856,2.177,1.507,4.02,1.458,2.552,-6.979,-5.833,5.469,4.062,1.562,4.219,-5.365,-6.406,1.042,-0.729,5.677,6.198,-2.917,-4.74,-3.229,-5.156,1.146,3.802,Negative_409,0
7.735,5.052,2.526,3.63,0.631,3.0,2.368,3.946,1.421,4.262,7.104,2.21,2.368,3.0,2.684,5.683,3.473,1.421,3.315,5.525,-1.391,-1.035,6.065,3.924,1.284,0.214,1.605,2.426,0.357,1.427,1.177,-0.214,2.212,3.532,0.499,1.249,1.249,1.748,2.212,0.107,Positive_935,1
