PAAC1,PAAC2,PAAC3,PAAC4,PAAC5,PAAC6,PAAC7,PAAC8,PAAC9,PAAC10,PAAC11,PAAC12,PAAC13,PAAC14,PAAC15,PAAC16,PAAC17,PAAC18,PAAC19,PAAC20,PAAC21,PAAC22,PAAC23,PAAC24,PAAC25,PAAC26,PAAC27,PAAC28,PAAC29,PAAC30,id,label
1.827,3.654,3.654,2.436,0.609,1.827,3.045,4.264,0.0,3.045,4.873,3.654,1.827,1.218,1.218,2.436,1.827,0.0,3.045,4.264,5.148,5.372,5.852,4.719,5.177,5.413,5.236,4.724,4.366,5.267,Positive_213,1
7.465,4.634,0.515,3.346,0.0,3.089,0.772,2.832,1.287,3.089,4.634,0.257,1.287,0.772,3.346,2.832,2.832,0.515,1.802,3.346,4.734,5.602,5.189,4.432,4.712,5.97,5.403,4.78,5.289,5.237,Positive_206,1
0.58,4.351,1.161,0.87,0.29,1.45,3.481,9.573,1.45,0.29,0.87,1.161,0.87,2.611,8.412,7.252,2.611,0.58,2.901,1.161,5.024,4.954,5.065,4.756,4.749,4.873,4.954,4.707,3.967,5.026,Negative_129,0
4.403,2.609,1.304,2.283,2.119,1.794,1.631,2.446,1.957,1.304,7.827,1.304,1.142,3.261,1.957,3.75,1.957,1.957,1.957,5.218,4.401,4.524,4.665,5.21,4.837,4.547,4.793,4.8,5.017,5.027,Negative_93,0
2.915,3.295,0.38,1.901,1.14,4.816,4.182,3.295,1.647,1.521,6.337,1.901,1.014,1.521,3.549,4.436,2.535,0.634,0.887,3.675,4.495,4.784,4.97,4.658,4.789,5.006,4.895,4.802,4.815,5.207,Negative_165,0
2.003,3.005,2.17,3.005,2.671,2.838,2.504,2.003,1.168,2.671,4.006,3.171,0.835,2.17,2.504,4.006,2.838,1.336,0.835,4.34,4.745,5.353,4.637,4.88,5.333,5.083,4.757,4.82,5.033,5.285,Negative_7,0
6.315,5.506,0.729,2.591,0.972,5.263,2.753,3.806,1.214,0.567,6.154,0.81,0.486,0.729,2.591,2.672,2.186,0.405,0.486,2.186,5.304,5.161,4.747,4.866,5.142,5.45,4.796,5.43,5.462,5.222,Negative_16,0
2.243,1.282,5.448,3.044,0.801,3.205,1.282,3.525,0.801,4.006,4.647,3.685,1.442,2.724,1.603,2.884,3.685,0.481,2.403,3.525,4.75,4.707,4.512,4.884,4.526,4.623,4.808,4.763,4.789,4.924,Positive_52,1
7.012,4.341,0.668,3.339,0.501,2.337,0.835,4.675,1.168,1.503,4.341,0.668,1.168,1.336,1.836,2.003,4.007,0.668,0.501,5.676,5.128,5.847,4.919,5.086,4.984,5.465,5.15,4.729,4.938,5.171,Positive_87,1
3.697,2.718,1.631,3.48,0.87,2.283,1.957,3.806,1.414,3.153,3.371,3.915,1.305,2.175,2.066,2.392,3.371,0.979,1.522,3.045,5.259,5.347,5.033,4.907,4.765,5.17,4.927,5.21,4.974,5.259,Positive_217,1
1.572,2.358,2.672,2.043,2.2,5.972,1.415,2.829,0.943,4.087,2.986,3.615,1.1,2.515,2.829,1.729,2.358,1.1,2.358,3.143,4.945,5.526,4.768,4.788,5.184,4.761,4.95,5.212,5.015,5.027,Negative_206,0
3.778,4.996,0.853,1.706,0.975,3.412,2.681,3.778,0.853,1.219,4.874,2.925,0.488,2.072,4.631,3.534,1.341,0.488,0.853,2.072,5.394,5.259,5.164,5.035,5.268,5.349,5.572,5.456,4.895,5.083,Positive_157,1
1.957,3.18,3.18,2.935,1.468,3.913,1.712,3.424,1.223,1.712,4.891,2.935,1.957,2.446,3.18,3.424,2.446,0.489,1.223,4.891,4.69,4.162,4.74,4.375,4.837,4.572,4.877,5.098,4.845,5.224,Positive_185,1
2.908,4.02,0.941,2.737,1.283,3.678,2.652,2.994,1.796,0.599,5.731,3.251,1.112,1.626,4.448,7.185,2.395,0.256,0.684,2.138,4.638,4.911,4.588,4.578,4.887,4.677,4.751,4.989,4.656,4.887,Negative_88,0
2.983,4.772,0.895,2.386,0.597,2.684,1.193,2.983,1.491,1.789,2.087,4.175,2.087,2.684,2.087,2.087,2.684,0.895,0.895,4.473,5.764,5.881,5.105,4.676,5.254,5.831,4.946,5.245,5.759,5.61,Positive_16,1
8.245,3.128,0.853,1.564,1.422,3.27,3.128,4.834,1.137,0.711,6.255,0.569,0.426,1.137,7.534,4.691,1.848,0.711,0.426,3.128,4.412,4.25,4.74,4.481,4.473,4.646,4.481,4.682,4.423,4.396,Negative_192,0
3.948,2.961,0.494,2.961,6.908,1.974,2.961,3.948,1.974,1.974,5.428,0.494,1.974,1.481,3.454,3.454,4.441,0.987,1.974,1.481,4.709,4.526,4.421,3.852,4.443,4.637,4.358,4.355,4.681,4.75,Negative_176,0
7.194,3.709,0.674,2.698,0.225,2.81,3.372,2.36,0.674,0.899,5.395,1.686,0.225,1.237,7.081,7.981,2.698,1.124,0.337,1.574,4.546,4.524,4.249,4.756,4.691,4.81,4.591,4.535,4.627,4.718,Negative_118,0
4.753,3.473,1.188,1.828,0.457,4.113,3.565,3.839,1.005,1.371,4.936,2.925,0.64,0.823,7.038,7.404,3.565,0.183,0.457,1.371,4.422,4.62,4.436,4.779,4.34,4.62,4.746,4.194,4.469,4.441,Negative_215,0
4.614,3.223,0.44,1.611,0.805,3.809,3.369,4.981,1.172,0.659,5.054,2.563,1.025,1.098,8.203,4.541,2.417,0.659,0.586,3.443,4.532,4.529,4.629,4.48,4.464,4.605,4.616,4.67,4.439,4.762,Negative_226,0
6.814,4.543,0.852,1.561,0.284,4.685,0.71,4.827,0.71,1.42,7.666,1.561,0.71,1.278,2.271,0.71,1.846,0.426,0.71,3.549,5.588,5.302,4.843,5.114,5.26,5.295,5.243,5.086,5.778,5.359,Positive_147,1
2.146,4.292,0.429,2.146,1.717,4.292,2.146,3.863,1.717,3.863,2.575,4.721,1.288,1.717,3.005,0.429,2.146,0.859,1.717,0.429,5.619,5.639,5.739,5.2,5.814,5.212,5.621,5.136,5.141,5.382,Positive_7,1
2.251,2.026,2.026,2.026,0.45,3.152,2.026,3.377,0.901,3.152,5.629,2.702,0.45,2.477,2.927,4.278,2.026,1.351,2.702,4.278,5.151,5.252,5.164,5.036,5.43,5.046,4.494,5.31,5.124,3.786,Positive_43,1
6.631,5.629,0.125,2.002,1.001,3.878,3.503,3.628,0.25,0.876,5.755,1.126,0.751,1.001,5.129,3.503,1.876,0.375,0.25,2.002,4.904,5.217,5.018,4.946,5.427,5.217,4.712,4.833,5.328,5.106,Negative_230,0
3.795,2.177,1.786,2.567,0.726,3.46,1.618,4.353,1.674,3.627,5.636,3.125,1.73,1.284,2.679,3.236,2.567,0.335,2.009,3.292,4.806,5.149,4.945,4.759,4.907,4.793,4.713,4.69,4.604,4.958,Positive_4,1
2.586,3.233,3.645,1.763,1.235,2.822,2.175,3.41,0.705,3.703,4.938,2.645,1.352,1.646,1.763,2.704,3.527,1.646,1.293,3.292,4.918,4.986,4.933,4.908,5.073,5.156,4.63,4.906,5.429,4.978,Positive_120,1
4.426,3.261,0.932,1.165,2.329,3.261,4.426,4.659,1.165,0.233,4.426,3.261,1.165,1.863,4.892,3.029,3.727,1.165,0.699,1.863,4.961,4.881,4.67,4.229,5.255,4.634,5.05,4.865,4.779,4.725,Negative_37,0
5.228,4.738,0.245,1.225,2.941,4.085,1.307,4.166,3.023,0.163,3.105,3.023,0.735,1.961,4.657,4.166,2.206,0.163,0.981,2.451,5.067,5.295,4.749,4.835,5.436,4.647,4.981,5.497,4.207,4.716,Negative_107,0
3.826,1.701,1.275,2.338,1.913,4.039,1.488,1.701,2.976,2.338,5.527,4.039,2.126,2.551,2.338,4.464,4.251,0.638,0.85,2.763,4.762,4.437,4.801,4.618,4.995,4.623,4.565,4.602,4.488,4.966,Negative_61,0
6.083,5.768,0.944,1.783,0.419,2.622,1.888,3.986,1.154,0.419,6.503,0.524,0.524,1.259,3.566,2.307,1.363,1.363,0.839,2.517,5.532,5.777,5.067,5.257,5.527,5.456,5.406,5.218,5.582,5.346,Negative_189,0
2.176,2.374,3.561,2.176,1.78,2.968,0.593,2.968,1.583,3.957,2.176,7.321,0.593,2.374,1.187,4.551,1.979,0.989,1.583,1.583,5.267,5.373,5.17,5.119,5.0,5.126,4.624,5.446,5.536,4.864,Positive_131,1
7.393,4.013,0.528,1.479,3.063,3.485,0.634,6.654,3.168,0.317,4.858,2.007,0.211,2.112,4.964,3.274,1.69,0.317,0.739,1.479,4.66,4.971,4.476,4.927,5.141,4.5,4.908,5.11,4.227,4.696,Negative_202,0
5.369,3.417,0.976,2.44,0.488,4.881,3.905,3.905,1.464,0.488,5.369,1.464,0.976,1.464,4.881,2.929,0.488,1.952,0.976,1.464,4.419,4.851,5.065,5.208,5.304,5.91,5.375,4.949,4.887,4.737,Negative_225,0
3.38,1.665,1.816,3.128,0.707,3.784,1.716,3.583,0.959,2.422,4.541,6.358,1.261,1.514,2.22,4.289,2.119,0.656,1.615,3.431,5.088,5.073,4.761,4.682,5.024,4.897,4.835,4.746,4.848,4.881,Positive_71,1
2.672,2.969,2.375,1.188,0.297,3.859,0.891,2.672,1.781,3.563,5.344,2.078,1.781,0.297,2.672,5.344,3.859,1.484,1.188,4.75,5.078,4.941,5.178,4.769,4.726,4.963,4.448,5.076,4.746,5.009,Negative_46,0
7.163,3.07,0.853,4.776,0.682,2.046,3.07,3.922,1.194,2.558,6.651,2.217,1.194,1.365,2.046,2.729,2.046,0.0,1.023,2.388,4.809,5.133,4.605,4.48,5.217,5.138,4.87,4.804,4.814,5.138,Positive_59,1
5.223,3.869,1.644,2.805,0.774,2.708,2.031,3.578,1.257,2.031,5.416,2.128,1.064,2.031,2.321,2.901,2.321,0.387,1.548,2.708,5.301,5.408,4.694,5.284,5.216,5.057,5.15,5.001,4.955,5.189,Positive_93,1
2.419,2.199,3.188,2.969,1.649,2.419,2.529,2.859,1.979,1.099,8.686,2.419,1.099,1.869,3.079,4.948,2.859,0.77,1.539,3.628,4.67,4.74,4.29,4.767,4.45,4.653,4.393,4.466,4.716,4.648,Negative_42,0
3.741,1.935,3.482,2.902,0.903,3.676,1.999,3.418,0.839,3.934,3.741,4.192,0.774,2.451,1.999,3.612,2.064,0.387,1.87,2.838,4.88,5.403,4.687,4.779,5.043,4.888,4.753,4.89,5.121,4.797,Positive_107,1
2.452,1.022,3.474,2.248,0.409,3.27,1.431,4.7,1.431,3.065,6.13,5.313,0.613,1.022,1.022,3.27,4.291,0.817,1.022,5.517,4.677,5.086,4.527,4.464,4.435,4.916,4.944,4.703,4.863,4.868,Positive_57,1
3.634,1.982,1.652,1.652,1.322,2.313,3.304,2.974,2.643,1.652,7.929,2.313,0.991,1.322,5.617,6.608,2.974,1.322,2.313,2.313,4.154,4.069,4.265,4.302,4.202,4.052,4.444,4.171,4.89,4.628,Negative_154,0
2.252,2.517,1.987,3.047,1.59,3.18,2.385,4.306,1.192,2.517,3.842,3.511,0.795,1.391,2.716,3.71,2.848,0.861,2.186,3.776,4.79,4.863,4.79,5.134,4.876,5.086,5.144,4.909,4.767,5.033,Positive_70,1
6.715,3.608,1.203,3.808,0.201,2.205,1.203,4.31,1.804,1.102,4.51,0.802,0.401,1.504,3.307,2.205,3.007,1.403,1.904,2.806,5.389,5.286,5.262,5.021,5.3,5.062,5.173,4.846,5.418,5.238,Positive_115,1
2.526,2.526,1.579,2.526,0.948,4.106,1.579,4.737,1.263,3.158,3.474,3.158,1.579,2.526,1.895,2.211,1.579,0.948,1.263,4.422,5.067,5.741,5.288,5.422,5.244,5.312,4.767,4.976,4.952,5.23,Positive_155,1
3.89,4.473,3.112,2.334,2.528,2.528,1.361,3.306,0.389,0.778,5.056,1.556,1.167,1.945,1.556,4.473,1.945,0.778,1.945,3.89,4.291,5.024,4.766,4.901,5.19,5.291,5.183,5.403,5.56,5.381,Negative_24,0
2.081,3.236,0.809,1.618,3.467,4.508,3.467,3.814,3.814,2.428,3.236,4.392,0.347,2.196,3.006,4.739,2.312,0.0,1.503,0.578,4.9,5.323,4.617,5.315,5.16,4.238,4.702,5.235,4.287,4.671,Negative_199,0
2.377,4.517,0.476,3.09,0.357,4.517,1.545,4.517,0.713,0.832,6.062,2.734,0.713,0.713,4.755,4.992,2.615,0.476,0.476,3.328,5.252,4.734,4.955,4.935,5.037,5.306,4.634,5.115,4.933,5.296,Negative_182,0
5.071,2.313,1.423,2.58,0.712,2.669,1.957,4.003,1.156,2.402,4.181,3.202,0.712,2.491,3.114,3.647,2.402,0.89,1.513,3.647,4.926,5.286,5.054,4.788,5.236,4.723,4.938,5.221,4.981,4.761,Positive_19,1
4.205,5.007,2.003,1.402,3.805,3.805,2.203,3.205,1.802,1.001,5.007,2.804,0.4,1.001,3.205,2.203,1.802,0.601,0.4,3.205,4.715,5.172,5.307,5.034,5.14,5.152,5.545,5.083,5.002,4.784,Negative_195,0
5.918,1.915,1.392,2.611,0.87,3.656,2.263,4.874,0.87,2.785,3.307,3.481,0.696,1.741,1.915,2.611,2.611,1.044,0.87,4.351,4.874,4.851,5.195,4.869,5.13,4.941,4.774,5.25,5.003,5.332,Positive_197,1
5.198,1.961,2.648,2.059,0.784,2.648,2.059,4.315,0.882,3.04,4.217,3.334,1.863,2.059,2.942,3.432,3.138,0.588,1.079,4.217,4.704,4.795,4.633,4.593,4.94,4.709,4.63,4.677,4.932,4.921,Positive_17,1
3.987,2.263,1.832,2.156,1.401,0.862,1.617,3.987,1.832,3.018,5.927,1.94,0.862,3.449,2.263,2.263,2.694,2.156,3.125,3.556,4.904,5.142,4.679,4.709,4.978,4.917,4.653,4.96,4.96,4.909,Positive_3,1
6.747,2.699,0.759,2.615,0.337,3.88,0.422,3.458,1.603,2.362,3.205,1.097,0.759,0.928,6.41,11.218,7.591,0.253,0.169,3.29,4.117,4.049,3.812,4.025,4.108,4.165,4.019,4.093,3.974,3.836,Negative_180,0
2.713,2.466,2.22,2.466,1.48,1.48,0.74,6.412,1.233,1.726,4.193,3.945,0.986,2.713,2.713,5.425,2.713,0.493,0.74,4.193,5.273,5.38,4.944,4.65,4.969,4.699,4.934,4.719,4.888,4.495,Positive_53,1
5.632,4.224,0.939,2.347,0.939,4.224,1.643,4.224,1.173,1.643,5.867,1.173,1.408,1.408,3.52,3.051,2.347,0.235,0.235,3.285,5.098,5.318,4.62,5.422,5.31,5.34,4.875,5.058,5.055,4.389,Negative_233,0
4.129,3.571,1.562,2.232,1.339,2.455,2.232,2.902,1.227,1.004,5.022,1.674,0.781,1.897,5.022,5.691,3.237,1.339,1.004,3.906,4.74,4.805,4.768,4.698,4.847,4.768,4.949,4.714,4.711,4.774,Positive_124,1
3.034,1.517,2.528,5.056,1.011,3.034,1.517,3.034,1.517,3.034,3.539,6.067,2.528,3.034,1.517,4.55,2.528,0.0,1.517,0.506,3.715,4.769,3.909,4.323,5.14,5.392,4.723,5.653,6.026,5.285,Positive_190,1
3.995,3.525,2.115,4.23,1.41,2.35,1.88,3.055,0.47,0.94,4.465,2.585,1.175,2.35,1.175,2.82,2.115,1.41,1.88,3.29,5.51,4.759,5.354,5.25,5.474,5.484,5.505,5.137,5.184,5.111,Positive_25,1
5.404,1.801,3.303,1.801,0.0,3.903,1.501,3.903,1.201,3.002,6.005,3.603,1.801,1.501,2.102,3.002,1.801,0.0,1.501,5.104,4.822,4.921,4.433,4.323,4.412,5.091,5.117,5.005,5.237,4.396,Positive_146,1
4.131,2.224,2.648,3.92,0.318,3.072,1.271,3.602,1.483,2.966,3.92,2.437,1.059,2.86,3.39,3.39,2.542,0.53,2.542,2.331,4.962,5.003,5.008,5.16,4.671,5.213,4.735,4.717,5.081,4.813,Positive_106,1
8.212,3.099,1.549,3.564,0.62,2.014,1.549,5.578,0.62,3.099,3.564,1.085,1.549,1.859,2.634,2.789,3.409,0.465,0.93,3.718,4.832,4.837,4.757,5.066,4.874,4.752,4.84,4.606,4.876,4.656,Positive_72,1
4.347,3.933,2.277,2.484,0.621,3.933,2.277,4.14,1.863,0.621,3.105,2.691,0.828,2.07,5.175,5.796,2.898,0.828,1.035,1.656,4.335,4.124,4.616,5.055,4.91,5.055,4.787,4.866,4.863,4.813,Negative_177,0
7.129,3.5,0.648,1.815,0.907,2.981,1.944,4.407,1.167,3.111,3.63,1.167,1.037,2.333,5.833,4.018,2.593,0.519,1.556,3.241,4.484,4.813,4.559,4.385,4.81,4.666,4.743,4.596,4.518,4.891,Negative_35,0
2.676,1.606,2.676,1.784,1.249,3.211,1.427,2.141,2.855,3.746,5.531,3.033,1.071,4.639,2.498,1.962,2.676,1.962,3.568,1.962,4.882,5.052,4.522,4.537,4.992,4.597,4.671,4.82,4.974,4.679,Positive_9,1
3.57,1.7,2.21,2.38,1.36,2.89,3.06,3.91,1.36,2.89,5.78,2.89,1.7,2.38,3.06,3.4,1.53,1.02,1.53,3.4,4.445,5.347,4.861,4.697,4.523,4.994,4.957,4.525,4.814,4.819,Positive_219,1
4.067,4.745,1.549,2.13,0.872,3.292,2.905,2.421,1.549,0.968,5.809,3.485,1.356,0.29,3.098,1.936,2.905,0.872,0.872,3.195,5.576,5.22,5.167,5.165,5.167,5.455,4.754,4.889,5.085,5.206,Negative_84,0
4.3,2.037,2.037,1.811,2.263,0.679,0.905,2.942,1.358,3.168,7.694,1.811,1.584,3.168,2.716,5.657,3.395,1.358,2.489,3.847,4.387,4.346,4.323,4.415,4.395,4.572,4.462,4.677,4.359,4.848,Negative_75,0
2.525,2.104,3.086,3.226,0.421,2.665,2.244,3.927,1.683,3.366,6.452,2.805,1.262,1.543,1.122,2.946,3.226,0.842,2.104,3.086,4.818,5.122,5.005,4.985,4.973,4.803,4.757,5.046,4.775,5.079,Positive_138,1
4.434,3.391,1.108,2.282,1.304,4.368,2.869,4.173,1.435,1.108,5.868,2.543,0.652,1.369,4.108,5.607,2.478,0.131,0.652,2.999,4.6,4.743,4.563,4.859,4.619,4.793,4.941,4.553,4.775,4.674,Negative_10,0
5.155,1.899,2.238,1.221,0.95,2.781,3.799,2.916,0.475,2.849,6.105,4.206,0.882,0.814,4.816,5.562,5.969,0.0,0.339,5.494,3.973,4.186,4.081,4.254,4.371,4.227,4.125,4.043,4.254,4.017,Negative_45,0
3.509,3.801,0.731,1.901,1.755,3.801,4.678,4.093,0.731,0.292,3.947,3.216,0.292,1.023,3.947,5.702,2.193,1.316,0.292,2.924,5.157,5.092,4.927,4.994,4.899,5.157,4.942,4.912,4.892,4.882,Negative_85,0
5.293,2.22,1.537,0.683,0.0,2.732,11.099,6.318,0.854,3.927,2.561,1.537,2.049,0.341,3.415,3.073,4.61,0.0,0.854,6.147,4.068,3.842,4.269,4.385,4.26,4.165,3.993,3.762,4.207,3.798,Negative_0,0
2.716,2.773,1.791,2.369,1.329,2.831,2.369,4.102,1.618,2.427,4.275,1.791,1.444,1.965,4.391,6.009,3.755,0.635,1.098,3.929,4.509,4.785,4.598,4.764,4.547,4.619,4.619,4.708,4.633,4.6,Negative_44,0
4.137,3.182,0.636,1.114,1.591,1.909,3.5,4.773,1.273,1.114,12.41,0.478,0.636,1.75,2.864,4.773,2.386,0.954,1.114,3.978,4.404,4.584,4.248,4.284,4.759,4.81,4.57,4.48,4.707,4.581,Negative_96,0
6.888,5.329,0.65,0.78,1.17,2.339,2.079,3.639,0.65,0.39,5.978,1.3,0.91,0.78,6.628,4.679,2.73,1.3,0.65,2.21,4.53,4.482,4.553,4.993,5.023,5.051,4.924,5.005,4.98,5.381,Negative_116,0
7.002,1.089,2.645,2.49,0.0,2.023,2.801,4.357,0.778,2.023,5.29,4.045,1.089,1.867,2.334,4.045,2.178,0.934,1.556,4.045,4.894,4.673,4.478,4.731,4.82,4.904,4.862,4.694,4.557,4.794,Positive_175,1
3.8,3.42,1.33,4.37,1.14,2.66,1.9,2.47,1.52,1.9,5.32,2.28,0.57,2.47,3.23,3.99,0.95,0.38,1.14,4.75,5.024,5.465,4.823,4.905,5.686,4.654,4.905,5.435,4.937,4.575,Positive_223,1
6.183,4.26,0.687,1.649,0.824,1.924,1.649,5.359,1.374,1.237,6.321,1.099,0.55,1.237,4.122,2.611,2.473,1.237,0.962,3.161,5.269,4.767,5.088,5.102,5.579,4.97,5.616,4.875,5.139,4.674,Negative_212,0
4.061,1.715,1.354,1.218,0.316,3.023,5.867,2.302,1.038,3.565,3.701,3.61,1.354,0.542,5.37,7.717,6.814,0.135,0.677,5.28,3.839,4.116,4.03,3.919,4.009,4.224,3.973,3.925,4.164,4.143,Negative_81,0
4.241,1.649,3.888,1.414,0.471,2.356,2.71,12.959,1.178,1.178,2.71,2.002,0.353,1.649,3.063,7.893,2.002,1.296,0.943,2.121,4.724,4.761,4.141,3.872,4.691,4.506,4.127,4.337,4.455,4.309,Negative_89,0
3.704,3.606,0.585,2.827,0.39,3.996,2.339,4.191,1.072,1.56,7.213,1.462,0.39,1.462,4.191,5.458,3.801,0.78,0.78,3.314,4.839,4.539,4.478,4.59,4.884,4.539,4.672,4.853,4.794,4.691,Negative_20,0
6.632,2.473,0.337,1.124,1.574,1.461,1.799,4.271,1.237,2.136,6.856,1.461,1.124,3.26,4.496,4.833,3.822,0.674,1.799,5.283,4.039,4.062,4.198,4.025,4.385,4.558,4.586,4.592,4.382,4.524,Negative_133,0
4.158,4.402,0.734,1.712,0.0,3.424,0.489,3.179,1.467,3.179,4.402,2.446,0.978,2.446,2.935,1.957,1.957,0.734,2.446,3.179,5.424,5.824,5.218,5.255,4.865,5.791,5.241,4.636,5.812,5.713,Positive_18,1
2.698,3.268,3.061,2.75,1.401,4.358,2.023,2.802,0.675,1.92,4.254,4.617,0.727,1.712,3.528,7.107,2.905,0.052,0.571,2.646,4.317,4.805,4.683,4.71,4.798,4.524,4.79,4.779,4.877,4.646,Negative_228,0
7.284,1.58,1.404,3.335,0.702,3.598,1.141,5.88,1.053,3.598,3.335,3.511,1.229,1.053,2.808,1.58,2.369,0.263,1.141,5.266,4.848,4.822,4.83,4.833,4.89,4.919,4.642,4.629,4.747,4.708,Positive_135,1
2.453,3.082,1.761,3.145,1.132,2.83,3.899,2.327,1.572,2.201,6.101,2.138,1.384,1.447,6.101,5.66,3.145,0.44,0.755,3.27,4.492,4.618,4.533,4.475,4.544,4.673,4.187,4.525,4.552,4.56,Negative_150,0
3.387,1.936,3.226,1.613,1.29,1.452,2.259,3.226,0.807,2.097,2.581,5.162,1.129,3.387,6.614,6.452,2.903,0.323,2.097,1.936,4.275,4.986,4.803,4.871,4.881,4.27,4.383,4.572,4.542,4.539,Negative_1,0
2.177,2.721,1.089,3.265,0.544,3.537,1.905,3.537,0.952,2.857,3.809,2.585,1.225,2.585,5.17,4.626,2.177,1.225,1.633,2.041,4.919,5.192,5.031,4.787,5.222,5.07,5.013,4.76,5.103,5.244,Positive_48,1
8.81,3.795,0.135,2.846,0.949,2.982,1.491,5.151,1.762,0.813,5.015,0.949,1.22,0.678,1.627,2.982,2.304,0.813,0.542,4.744,5.008,5.38,5.013,4.866,4.884,5.176,5.102,5.268,4.896,4.802,Positive_137,1
6.439,2.372,2.937,2.146,0.791,3.727,2.033,3.841,1.694,2.485,5.874,2.711,2.033,1.242,2.146,3.163,2.824,0.565,0.452,3.276,4.732,5.024,4.621,4.682,4.79,4.705,4.558,4.827,4.805,4.507,Positive_77,1
3.692,3.692,1.154,2.077,0.231,5.307,1.385,1.846,1.154,2.308,6.0,1.615,2.077,2.308,3.0,3.231,2.308,0.462,1.846,3.461,4.979,5.171,5.402,5.159,4.709,5.657,4.706,4.768,4.937,5.36,Positive_173,1
4.282,2.398,1.199,2.912,0.171,3.083,3.083,4.796,0.856,2.912,6.852,2.227,0.685,1.37,2.569,2.741,2.227,0.514,2.912,2.398,4.823,5.165,5.315,5.217,5.172,4.761,5.017,4.758,4.997,4.583,Positive_103,1
3.741,1.945,2.843,2.245,1.197,4.339,1.945,4.788,1.047,1.347,2.693,3.142,2.245,2.394,1.796,3.441,2.095,1.347,2.394,2.843,4.868,4.99,4.885,4.9,4.786,5.112,5.075,5.324,4.958,5.279,Positive_89,1
1.345,2.466,2.577,2.914,0.56,4.706,0.56,3.698,1.233,2.353,3.922,3.362,1.008,2.801,1.905,3.137,2.577,1.233,1.905,4.146,5.003,5.039,5.422,5.591,5.366,5.303,5.102,4.933,4.933,4.897,Positive_172,1
0.968,4.841,0.0,0.0,0.968,2.905,0.968,7.746,0.968,0.968,5.809,0.0,0.968,0.0,3.873,2.905,3.873,3.873,0.0,0.968,5.387,5.336,6.237,6.184,5.445,5.521,5.702,4.948,6.503,6.133,Positive_98,1
4.452,2.457,1.842,2.61,0.921,3.378,1.996,2.763,1.382,2.303,5.681,3.071,0.767,1.229,3.838,2.457,1.842,1.075,2.15,3.685,4.98,5.182,4.952,4.773,5.177,5.06,4.838,5.085,4.938,5.117,Positive_209,1
4.356,1.867,1.867,1.867,2.24,2.614,3.112,3.485,3.609,0.747,7.343,3.982,0.996,2.614,5.725,4.729,3.733,0.124,0.996,1.618,4.247,4.434,4.348,4.166,4.1,4.281,4.471,4.466,3.918,3.947,Negative_145,0
3.522,2.721,1.281,4.002,0.641,3.522,1.601,3.202,1.281,2.081,4.482,2.721,1.441,2.561,2.081,2.561,3.041,0.801,2.561,2.241,5.221,5.424,4.687,5.214,5.112,5.235,4.706,5.153,5.678,5.23,Positive_42,1
3.891,3.339,2.051,2.734,0.894,3.26,2.892,3.128,1.104,1.972,5.337,3.234,1.131,1.866,2.971,5.705,2.786,0.42,0.972,2.681,4.65,4.888,4.64,4.598,5.017,4.797,4.681,4.799,4.818,4.747,Negative_62,0
4.291,5.116,0.495,2.641,3.218,2.888,2.723,4.043,0.66,0.743,3.383,3.383,0.412,1.321,5.282,2.971,2.641,0.66,0.66,2.393,4.366,4.815,5.2,5.16,5.082,5.167,5.135,5.042,5.02,5.087,Negative_47,0
4.249,4.624,1.875,1.75,0.125,1.75,1.75,4.499,1.25,1.25,3.499,2.499,0.625,0.875,14.622,5.249,2.25,0.0,0.875,1.375,4.443,4.767,4.38,4.63,4.509,4.289,4.396,4.553,4.275,4.77,Negative_159,0
4.032,2.891,1.207,1.783,1.196,3.766,3.788,2.625,1.927,1.573,8.484,1.916,1.03,1.506,3.545,4.132,2.171,1.03,0.997,3.046,4.714,4.943,4.593,4.643,4.846,4.735,4.683,4.767,4.712,4.717,Negative_193,0
4.686,2.376,2.475,2.64,0.66,3.366,2.211,4.851,1.188,2.739,5.38,2.376,1.254,1.452,2.475,2.805,2.508,0.528,1.65,3.729,4.891,5.071,4.86,4.884,4.827,4.868,4.886,4.658,4.878,4.825,Positive_122,1
4.41,2.315,2.205,2.205,0.441,2.646,1.874,3.968,1.654,1.874,6.504,2.866,1.654,1.543,2.425,3.638,2.866,0.992,1.984,3.307,4.926,5.081,4.903,4.495,4.667,5.301,4.955,4.706,4.98,4.616,Positive_216,1
1.709,3.73,1.399,3.264,0.0,3.73,0.777,3.885,0.622,2.797,3.73,3.73,1.088,3.108,1.399,2.331,1.088,0.0,1.865,5.284,5.596,5.731,5.182,5.63,5.387,5.842,4.934,5.619,5.387,5.157,Positive_104,1
5.18,3.626,1.684,2.007,0.971,2.979,3.497,4.338,1.489,0.842,3.367,2.784,1.23,1.425,4.079,5.116,2.59,0.648,2.266,1.684,4.981,4.639,4.709,4.823,4.895,4.908,4.774,4.836,4.945,4.688,Negative_120,0
6.856,3.352,0.762,2.742,0.762,2.285,2.59,4.114,1.98,1.828,4.57,1.066,1.371,1.676,2.742,3.504,2.59,1.828,0.61,2.742,5.025,5.025,4.992,4.965,5.055,5.025,5.035,4.722,5.254,4.932,Positive_132,1
