PAAC1,PAAC2,PAAC3,PAAC4,PAAC5,PAAC6,PAAC7,PAAC8,PAAC9,PAAC10,PAAC11,PAAC12,PAAC13,PAAC14,PAAC15,PAAC16,PAAC17,PAAC18,PAAC19,PAAC20,PAAC21,PAAC22,PAAC23,PAAC24,PAAC25,PAAC26,PAAC27,PAAC28,PAAC29,PAAC30,id,label
5.096,3.749,1.464,1.64,0.527,3.69,3.046,3.104,0.937,0.937,4.276,2.109,0.937,1.055,7.673,7.204,2.987,0.352,0.879,2.753,4.473,4.666,4.623,4.576,4.462,4.565,4.427,4.658,4.688,4.448,Negative_920,0
2.721,2.419,3.024,3.024,0.907,2.721,3.024,2.117,0.605,2.721,4.233,6.35,1.512,3.326,0.605,3.931,1.814,0.302,2.117,2.721,4.537,5.355,4.204,4.608,5.212,4.954,5.24,5.122,5.192,5.383,Positive_1022,1
2.358,2.68,1.501,1.929,1.286,2.144,1.393,3.002,1.929,3.645,4.931,2.144,1.393,4.395,1.608,3.216,3.43,2.144,2.144,3.43,4.845,5.015,4.997,4.746,4.597,4.954,4.845,4.954,5.162,5.177,Positive_519,1
3.475,2.926,2.012,2.317,0.914,3.841,1.646,2.926,1.097,2.804,5.182,3.536,1.585,2.317,3.109,5.548,3.048,0.61,1.158,2.255,4.715,4.891,4.488,4.857,4.88,4.524,4.741,4.825,4.828,4.945,Positive_917,1
3.698,1.902,2.748,1.374,2.008,1.057,2.853,2.959,1.585,3.064,6.129,2.642,1.374,3.91,3.17,6.446,3.91,0.211,1.691,4.333,4.174,3.966,4.345,4.254,4.357,4.374,4.325,4.311,4.331,4.499,Negative_478,0
4.005,2.487,2.015,1.754,1.204,2.565,2.958,4.371,1.283,1.675,4.005,0.969,0.89,2.068,4.031,8.036,7.46,1.021,1.204,2.774,4.32,4.386,4.261,4.485,4.451,4.247,4.261,4.343,4.218,4.255,Negative_657,0
1.708,2.364,2.233,3.416,0.526,3.81,1.445,4.335,2.102,1.708,4.861,4.598,1.445,2.102,2.496,2.89,2.233,0.526,1.314,3.941,4.993,5.246,4.823,4.715,5.318,4.798,5.16,5.128,5.06,4.707,Positive_387,1
2.737,2.737,2.372,2.554,1.642,4.014,1.642,4.561,1.277,1.642,5.291,2.554,1.095,2.554,1.46,3.649,1.824,0.73,1.642,4.561,4.291,5.114,4.814,5.074,5.296,5.142,4.983,4.819,5.107,4.821,Positive_880,1
3.654,2.772,1.008,3.906,1.26,2.646,2.142,4.284,1.512,2.772,3.906,2.772,1.26,1.512,2.016,2.52,2.646,0.504,1.638,5.04,4.937,5.251,5.109,4.786,5.047,5.176,5.393,4.801,4.614,5.114,Positive_264,1
3.502,3.036,2.102,0.467,0.233,1.167,2.335,1.401,0.467,3.97,5.838,1.167,0.467,3.97,10.041,6.772,6.772,0.467,1.635,2.102,4.268,4.216,3.987,4.196,4.152,4.19,4.384,4.164,4.32,4.216,Negative_1262,0
5.194,1.136,2.597,0.649,1.623,2.597,1.948,3.571,0.812,3.896,4.707,1.786,2.435,4.87,3.246,2.759,3.896,0.812,3.084,4.87,4.132,4.256,4.282,4.316,4.262,4.497,4.364,4.46,4.288,4.655,Positive_548,1
5.198,0.709,2.953,3.308,0.118,3.544,1.654,4.489,0.473,2.835,4.016,5.789,1.89,1.3,1.3,3.189,3.662,0.591,1.536,4.016,4.873,5.036,4.416,4.695,4.918,4.844,4.789,4.534,4.539,4.784,Positive_889,1
6.572,1.908,2.12,1.59,0.742,2.862,1.272,5.3,0.742,3.816,7.314,2.014,1.272,2.332,2.756,4.028,3.392,0.318,0.848,5.194,4.083,4.376,4.212,4.359,4.506,4.401,4.291,4.376,4.571,4.432,Positive_286,1
5.139,3.729,1.209,2.015,1.008,3.426,3.023,3.829,0.907,1.814,5.543,1.612,1.209,2.116,3.325,2.519,1.814,0.101,1.512,4.132,5.163,5.226,5.126,4.721,5.108,4.878,4.998,4.978,4.973,4.843,Negative_1063,0
3.496,2.497,2.497,3.496,2.497,3.282,2.497,3.068,1.499,2.069,5.352,2.283,1.499,1.712,2.497,5.352,2.212,0.642,0.999,3.71,4.58,4.766,4.572,4.707,4.667,4.829,4.742,4.694,4.606,4.678,Negative_414,0
3.965,1.965,2.517,2.586,0.689,3.345,1.69,3.827,1.0,3.413,4.517,3.586,1.379,2.138,2.448,3.482,3.138,0.517,1.31,4.206,5.001,5.141,4.704,4.714,4.836,4.978,4.745,4.616,4.75,4.797,Positive_906,1
6.672,2.181,2.053,2.566,0.513,2.823,1.283,6.672,1.283,3.593,3.721,2.181,1.796,1.796,1.925,4.106,2.951,0.256,1.283,3.336,4.457,4.775,4.624,4.544,4.727,4.867,4.658,4.671,4.788,4.897,Positive_428,1
2.637,2.285,1.758,1.582,1.934,2.109,2.109,5.098,1.055,3.341,6.329,1.934,1.934,2.461,2.461,4.571,2.989,0.527,2.285,3.868,4.469,5.202,4.637,4.371,4.818,5.026,4.347,4.251,4.512,5.098,Negative_645,0
4.758,3.807,1.427,1.427,1.427,3.331,2.855,0.952,0.476,1.904,6.662,2.379,1.427,1.904,2.379,4.283,4.283,0.476,0.0,5.71,4.232,4.598,4.829,4.717,4.36,5.371,5.244,4.907,5.039,4.834,Negative_129,0
4.634,4.634,1.813,2.82,0.403,2.619,1.209,7.051,1.612,1.813,2.015,3.022,0.806,1.007,3.626,2.216,1.813,0.202,0.202,4.835,5.333,5.048,5.058,5.483,5.111,4.881,4.951,4.806,5.587,5.389,Positive_927,1
4.644,3.573,0.893,2.322,0.893,2.858,2.322,2.501,1.429,1.786,5.002,1.786,0.536,2.322,6.967,2.679,1.965,1.072,1.786,3.037,4.962,4.843,5.0,4.755,5.037,5.196,4.891,4.672,4.977,5.292,Negative_633,0
5.728,2.333,1.273,2.333,0.849,3.394,1.273,3.394,1.697,2.758,4.031,2.121,1.697,2.121,4.031,2.121,3.182,1.485,1.697,2.546,4.944,5.066,4.874,4.716,4.653,5.299,5.079,4.721,5.009,5.575,Positive_320,1
7.234,1.085,2.17,1.085,0.362,0.723,3.255,7.596,0.723,1.447,3.255,0.723,2.17,1.808,10.851,3.255,3.979,0.362,4.341,4.341,3.728,4.284,4.166,4.011,3.917,3.819,3.983,3.935,3.646,3.743,Negative_336,0
3.942,3.285,0.0,0.657,2.628,0.657,1.971,11.168,0.0,2.628,1.971,1.314,6.569,3.942,1.971,2.628,2.628,0.0,0.657,3.285,5.299,4.401,4.494,4.554,5.27,4.912,4.834,4.204,5.135,4.995,Negative_282,0
2.894,5.065,2.171,1.447,0.0,1.447,2.894,2.171,2.894,0.0,1.447,2.171,1.447,1.447,7.235,3.618,3.618,2.171,0.0,5.065,5.336,5.279,5.501,4.959,5.196,4.396,5.515,5.181,4.817,4.62,Negative_1037,0
4.695,2.408,2.529,1.806,1.926,2.047,1.084,2.167,0.843,4.575,4.936,2.287,1.084,3.251,2.529,5.659,3.491,1.084,1.204,4.093,4.605,4.524,4.414,4.57,4.698,4.677,4.656,4.779,4.997,4.384,Positive_1,1
2.945,2.265,2.832,2.152,0.566,2.379,1.133,2.832,0.906,3.172,4.191,3.512,2.039,3.058,2.492,4.418,5.211,0.906,1.926,3.398,4.754,4.705,4.953,4.781,4.768,4.629,4.702,4.802,4.686,4.888,Positive_283,1
2.775,2.172,2.533,3.981,1.448,3.257,2.051,3.86,2.292,2.654,4.222,1.81,0.965,3.016,2.533,2.654,2.172,0.241,3.498,3.498,5.008,5.16,4.954,4.605,4.758,4.856,4.786,4.843,4.678,4.724,Positive_710,1
6.22,1.209,1.382,1.728,2.073,1.209,1.555,5.529,1.555,1.555,12.095,1.037,0.691,2.592,3.283,5.184,2.938,1.901,0.864,3.455,4.29,4.224,4.203,3.797,4.261,3.991,4.316,4.148,4.418,4.296,Negative_374,0
3.521,2.934,1.613,3.374,0.733,2.494,2.054,4.108,1.907,3.374,5.574,1.907,0.733,1.613,3.081,4.695,2.641,0.293,1.174,4.108,4.788,4.965,4.949,4.502,4.83,5.074,4.806,4.552,4.866,4.739,Negative_113,0
2.881,3.282,1.86,3.355,0.255,4.45,2.115,3.866,0.693,3.063,4.632,2.918,1.349,1.605,2.042,2.699,2.188,0.146,1.568,3.975,5.215,5.259,5.112,5.183,5.085,5.098,5.017,4.931,5.09,5.063,Positive_206,1
3.056,2.961,1.719,3.247,0.86,4.584,2.006,2.77,0.955,2.674,4.489,4.298,1.241,2.101,2.006,2.77,2.006,0.478,1.432,3.438,5.09,5.243,5.068,5.238,4.747,5.046,5.063,5.211,5.073,5.132,Positive_121,1
3.944,3.172,1.114,1.972,0.771,3.258,3.001,4.029,1.972,0.771,5.83,1.543,0.943,1.457,5.401,6.002,3.172,0.857,2.143,2.743,4.398,4.431,4.763,4.652,4.477,4.498,4.823,4.628,4.577,4.655,Negative_595,0
5.393,2.197,1.898,1.997,1.298,3.096,2.697,4.994,0.799,2.397,6.492,2.597,1.298,1.498,2.597,3.196,3.496,0.599,0.3,4.394,4.642,5.036,4.799,4.62,4.381,4.594,4.434,4.714,4.684,4.865,Negative_879,0
4.562,3.421,1.053,1.754,1.228,2.719,3.421,4.035,1.842,1.667,6.843,1.316,0.702,1.754,3.772,3.597,2.719,0.965,0.965,3.158,4.694,4.799,4.902,4.822,4.892,4.689,5.0,5.039,4.866,4.802,Negative_427,0
3.297,3.551,1.522,2.536,1.183,2.198,2.706,3.382,1.691,1.86,4.65,2.536,1.353,2.198,3.635,4.481,2.875,0.507,1.353,3.72,4.941,5.018,4.857,5.118,4.913,4.954,4.662,4.806,4.834,4.665,Positive_85,1
3.516,1.655,3.93,2.689,2.896,1.862,2.275,3.93,0.621,3.723,5.17,1.862,1.655,3.723,2.068,2.482,2.482,2.068,2.275,2.896,4.434,4.859,4.463,4.748,4.552,4.789,4.797,4.759,4.229,4.595,Negative_1003,0
4.904,5.605,0.934,2.102,1.401,6.072,3.036,5.838,0.234,0.234,7.473,0.934,0.701,0.467,2.335,2.335,0.701,0.701,0.0,1.168,4.963,5.691,4.776,5.224,5.408,5.253,5.257,5.446,5.345,5.463,Negative_355,0
6.713,1.979,2.668,3.357,0.172,2.582,3.442,3.442,1.205,3.442,4.476,2.496,1.119,1.635,2.582,1.893,2.496,0.516,1.979,3.701,4.751,4.892,4.435,4.907,4.917,4.943,4.855,4.949,4.744,4.707,Positive_563,1
5.291,1.971,0.83,2.49,0.623,5.914,2.283,4.772,1.245,1.038,8.923,1.245,0.726,1.245,5.291,5.395,2.49,0.726,0.83,3.009,4.324,4.237,4.467,4.191,4.406,4.203,4.577,4.358,4.473,4.428,Negative_166,0
3.278,2.868,2.458,3.687,3.687,4.916,2.868,2.048,2.458,2.458,2.458,2.048,1.229,1.639,2.868,1.639,2.868,0.41,2.868,2.458,4.673,4.978,4.53,4.604,5.265,5.078,4.783,5.219,5.067,4.591,Negative_832,0
6.685,2.228,1.642,2.58,0.704,3.166,1.525,6.45,1.29,1.055,3.753,2.815,0.821,1.055,8.327,5.395,2.932,0.469,2.697,1.055,4.325,4.339,4.362,4.424,4.384,4.197,4.206,4.452,4.09,4.577,Negative_539,0
4.081,2.332,2.332,1.943,3.498,2.915,2.721,3.304,1.943,2.721,5.247,1.943,1.749,2.527,3.498,3.887,3.887,0.583,0.972,2.721,4.401,4.324,4.771,4.461,4.694,4.461,4.541,4.376,4.48,4.683,Negative_884,0
4.213,4.862,1.945,2.593,1.297,2.269,3.889,3.565,0.972,0.0,5.186,1.297,2.269,0.972,3.565,4.538,2.593,0.648,0.324,4.538,5.123,4.97,5.125,4.666,5.55,4.697,4.37,4.558,4.88,4.525,Negative_504,0
6.104,3.855,1.285,2.249,5.462,3.534,2.57,6.104,0.321,0.321,5.14,0.964,0.964,2.57,4.498,3.213,1.285,0.0,0.964,1.285,4.666,4.855,4.634,4.481,4.855,4.853,4.816,4.758,4.681,4.71,Negative_678,0
4.678,3.608,1.336,1.336,0.802,2.807,2.138,4.678,1.737,1.069,5.88,0.936,0.936,1.871,2.673,1.604,3.074,1.069,2.138,4.945,5.094,5.287,4.907,4.754,4.757,5.642,5.205,4.737,5.21,5.092,Negative_71,0
3.356,1.678,1.983,1.983,1.373,2.136,1.068,2.899,1.678,5.492,5.95,3.051,0.916,3.509,1.526,5.187,2.441,0.916,2.594,3.966,4.32,4.881,4.586,4.5,4.223,4.683,4.661,4.973,4.65,4.822,Positive_472,1
2.565,3.037,2.227,2.43,1.215,4.522,4.117,2.497,0.878,2.295,6.547,2.902,1.485,1.215,2.227,3.51,2.7,1.012,0.945,2.7,4.955,4.945,4.781,4.807,5.274,4.967,4.746,4.83,4.916,4.753,Positive_1008,1
3.051,1.889,2.325,3.632,0.0,3.269,2.252,3.705,0.291,2.978,4.577,5.811,1.308,1.308,1.743,3.342,3.487,0.291,2.47,3.56,4.921,5.031,4.813,4.628,4.851,5.203,4.821,4.792,4.941,4.716,Positive_899,1
6.357,1.06,2.119,1.06,0.0,2.119,1.06,4.238,2.119,5.298,8.477,1.06,3.179,0.0,2.119,8.477,3.179,1.06,3.179,1.06,4.042,4.251,4.629,4.12,4.52,3.742,4.248,3.813,5.252,4.165,Negative_39,0
3.716,2.365,1.351,0.338,2.703,2.365,3.04,3.378,2.365,3.378,3.378,1.351,1.351,2.027,4.054,8.108,3.716,1.689,2.027,1.351,4.257,4.597,4.716,4.443,4.535,4.7,4.581,4.94,4.667,4.511,Negative_314,0
4.494,3.7,1.19,1.322,1.057,2.908,2.511,4.626,1.057,1.057,7.798,1.057,0.397,1.322,3.965,3.569,1.85,1.718,1.057,3.304,5.038,5.348,4.771,5.041,5.041,4.921,5.046,4.898,4.993,4.943,Negative_127,0
2.42,2.172,2.731,3.227,0.745,3.414,1.924,2.359,1.304,4.407,4.717,3.724,1.179,2.234,2.359,4.158,2.545,0.435,1.241,3.848,4.979,5.183,4.656,4.922,5.091,4.797,4.743,4.94,4.674,4.874,Positive_901,1
4.895,2.357,1.45,3.263,1.088,4.17,1.632,3.445,1.632,1.994,5.801,3.445,1.632,1.269,2.357,3.263,1.994,0.0,1.088,4.895,4.547,5.102,4.475,5.02,4.916,4.95,4.467,4.63,4.893,5.332,Positive_413,1
4.855,3.984,1.618,2.428,0.311,2.116,1.867,4.108,0.685,1.867,5.976,1.494,1.058,1.183,4.17,2.739,1.867,1.68,0.996,2.925,5.061,5.375,5.368,5.322,5.104,5.231,5.224,5.169,4.98,5.238,Positive_1135,1
2.817,2.4,2.191,4.069,1.043,4.069,1.67,4.591,1.67,2.504,3.13,4.174,1.774,1.878,2.087,2.713,2.191,0.209,3.026,2.713,5.018,5.135,4.891,4.819,4.863,4.695,4.959,4.835,4.845,5.025,Positive_1180,1
3.391,3.028,0.848,1.817,1.211,3.633,2.664,3.028,1.09,2.785,7.63,2.422,1.575,1.332,3.27,2.907,2.543,0.848,1.575,3.512,4.641,4.963,5.241,4.661,4.544,4.998,5.019,5.185,4.904,4.735,Negative_915,0
4.438,3.297,1.268,2.79,1.522,2.283,2.029,4.311,1.395,2.029,5.453,1.649,1.902,2.029,2.79,3.297,3.677,0.634,0.888,3.424,4.811,5.0,4.775,4.589,4.798,5.118,4.699,4.987,5.261,4.86,Negative_945,0
2.604,2.676,2.676,3.979,0.796,3.834,2.676,1.953,1.664,2.315,5.498,2.604,1.881,1.736,2.46,5.715,3.617,0.506,1.302,2.749,4.411,4.848,4.451,4.512,4.821,4.72,4.714,4.781,4.786,4.714,Positive_290,1
4.66,2.13,1.465,3.062,0.533,3.329,1.198,4.66,1.731,2.53,4.261,3.196,1.731,2.397,1.864,2.663,1.731,0.932,1.598,3.462,4.569,5.414,5.208,5.24,4.84,5.043,5.441,5.117,5.139,4.854,Positive_579,1
2.823,1.997,4.752,3.237,0.0,3.444,2.204,2.479,0.689,3.926,4.27,4.132,0.689,1.653,1.997,4.959,3.995,0.482,1.928,2.961,4.772,4.494,4.943,4.872,4.883,4.804,4.496,4.712,4.872,4.533,Positive_1055,1
4.881,2.724,1.816,2.838,0.908,2.838,2.951,3.745,1.93,2.27,4.54,2.27,0.795,2.27,2.724,2.838,1.816,0.227,1.816,4.881,4.908,5.125,4.699,4.773,5.123,5.215,4.77,4.701,4.87,4.742,Positive_630,1
5.33,2.525,1.823,2.104,0.841,3.507,1.683,4.208,0.982,3.647,3.086,2.665,1.964,2.104,3.086,2.525,1.823,0.701,1.122,4.629,4.827,5.312,4.932,4.809,5.015,5.345,5.038,4.487,4.925,4.955,Positive_134,1
3.947,3.421,2.018,1.93,1.052,3.771,1.228,4.473,1.14,2.894,4.473,2.456,1.579,1.842,1.842,2.544,2.368,0.351,2.544,3.421,4.956,5.181,4.887,4.875,5.134,5.383,4.897,5.242,5.215,4.937,Positive_360,1
3.282,0.84,2.138,4.656,0.229,3.13,2.29,3.969,0.458,2.824,3.74,6.717,0.916,1.527,1.679,2.824,3.511,0.84,1.832,3.588,4.803,4.928,4.951,4.709,4.801,5.04,4.903,5.038,4.954,4.882,Positive_1097,1
4.372,3.122,1.457,3.122,0.833,2.29,1.041,4.372,1.041,3.122,4.372,2.706,1.873,2.29,1.873,4.163,2.914,0.0,2.29,2.914,4.703,5.19,4.949,5.227,5.17,4.926,4.834,4.655,5.353,4.826,Positive_699,1
4.973,3.257,1.408,2.2,1.364,3.169,2.861,3.565,1.673,2.245,6.602,1.893,1.1,1.364,2.905,3.961,2.949,0.748,1.276,2.641,4.657,4.916,4.652,4.759,4.801,4.887,4.769,4.561,5.02,4.824,Negative_1058,0
2.769,2.69,1.582,2.532,1.78,3.045,2.413,3.045,1.859,2.334,7.792,1.859,1.147,2.175,3.402,5.577,2.571,0.989,0.87,3.204,4.653,4.648,4.554,4.564,4.932,4.581,4.653,4.516,4.575,4.688,Negative_545,0
3.218,1.073,3.218,1.073,1.073,0.0,4.291,4.291,1.073,6.436,9.654,1.073,2.146,7.509,1.073,10.727,4.291,0.0,0.0,3.218,3.151,3.213,3.517,3.488,3.943,3.671,3.681,3.108,3.534,3.259,Positive_16,1
2.453,2.23,3.568,2.118,2.676,4.794,1.561,4.014,1.115,2.787,3.122,3.122,0.669,2.341,1.672,3.01,3.457,0.78,1.784,4.125,5.065,5.078,4.598,4.937,5.076,4.682,4.831,4.79,4.636,4.909,Positive_69,1
7.415,1.934,1.612,0.967,2.257,3.224,2.579,4.836,0.322,3.869,6.126,1.612,1.612,2.257,1.934,4.191,2.579,1.612,1.29,3.224,4.375,4.276,4.043,4.101,4.567,4.209,4.445,4.689,4.869,4.972,Negative_210,0
2.82,2.921,2.719,1.914,0.705,3.727,1.511,2.317,1.007,3.122,6.244,2.216,1.007,2.619,3.525,3.928,2.317,1.108,1.712,4.633,4.587,4.866,5.134,4.658,4.814,4.741,4.772,5.025,4.603,4.733,Positive_903,1
5.843,5.046,1.328,0.797,0.531,3.718,4.249,3.187,1.062,0.797,8.765,0.797,1.062,1.593,6.64,3.984,0.531,0.0,0.265,1.859,4.477,5.247,4.498,4.524,4.594,4.945,4.641,5.039,5.18,4.797,Negative_269,0
4.131,3.755,1.69,1.69,1.127,4.318,3.004,2.253,1.127,2.441,3.755,3.192,0.939,0.751,4.882,6.009,3.004,0.375,0.751,3.38,4.711,4.774,4.795,4.826,4.629,4.663,4.692,4.779,4.75,4.805,Negative_997,0
3.861,1.545,1.931,3.861,2.703,9.267,2.703,3.475,1.159,2.317,1.931,3.089,1.545,1.931,3.861,3.861,2.317,0.386,1.931,1.159,4.126,4.362,4.178,4.524,4.962,4.45,4.466,4.537,4.68,4.88,Negative_204,0
4.479,2.108,0.922,2.108,1.713,2.108,2.108,3.162,1.054,3.294,5.27,1.844,1.581,3.557,2.503,5.006,3.162,0.659,3.294,3.689,4.616,4.74,4.844,4.675,4.651,4.381,4.587,4.544,4.82,4.523,Negative_312,0
5.197,2.021,1.155,3.753,0.0,7.218,3.464,5.197,1.444,1.444,3.753,0.866,1.444,0.289,5.485,3.464,2.021,1.155,0.577,3.464,4.452,4.671,4.599,4.674,4.649,4.941,4.804,4.463,4.39,4.946,Negative_623,0
6.001,3.273,0.546,2.182,6.001,0.546,1.091,3.819,1.637,3.819,6.001,2.728,3.273,1.091,2.728,3.819,2.728,0.546,1.091,1.637,4.034,4.681,4.847,4.869,4.733,4.282,4.588,4.449,4.572,4.392,Negative_992,0
0.97,4.85,2.425,0.97,1.94,0.97,2.425,2.91,1.455,1.94,7.76,2.425,1.94,0.485,2.91,3.88,4.85,0.0,2.425,3.88,5.244,4.676,5.159,4.748,4.547,5.048,4.925,5.208,4.483,4.552,Negative_1012,0
1.148,1.148,4.592,1.148,11.479,2.87,11.479,2.87,2.296,0.574,1.148,6.314,1.148,0.0,10.332,5.166,2.296,0.0,0.0,0.574,3.872,2.966,3.579,4.035,3.296,3.389,2.95,2.833,2.93,3.569,Negative_1147,0
3.087,3.537,2.186,2.251,1.608,3.023,2.637,2.894,1.158,1.994,6.56,2.058,0.707,2.186,2.701,4.051,2.829,1.029,1.608,2.251,4.998,4.907,5.061,4.842,5.025,5.091,5.04,4.92,4.852,4.912,Negative_406,0
4.456,3.483,1.377,2.349,0.648,2.754,1.944,4.699,1.215,0.729,5.59,0.81,0.729,2.349,4.132,2.916,2.107,1.377,1.701,4.375,4.937,5.036,4.835,5.076,5.006,5.24,4.947,5.066,5.019,5.096,Positive_84,1
4.258,0.774,0.387,2.71,0.774,4.258,2.71,4.258,0.387,3.096,4.645,4.645,0.774,1.935,4.258,4.258,4.645,0.774,1.161,3.484,4.449,4.614,4.704,4.514,5.194,4.742,4.043,4.189,4.799,4.563,Negative_119,0
2.923,2.923,2.111,2.923,0.65,3.41,2.923,3.085,1.462,2.273,5.196,2.273,1.949,1.137,2.436,3.085,2.111,0.487,1.624,5.683,4.884,4.798,4.697,5.198,4.983,4.838,4.77,5.137,5.168,4.864,Positive_111,1
2.281,3.15,1.412,2.606,0.543,2.281,1.303,2.063,1.412,2.498,5.213,3.041,2.172,3.584,1.846,4.452,3.584,0.977,2.281,3.801,4.807,4.732,5.007,5.083,4.744,4.684,5.052,5.156,5.007,5.229,Positive_817,1
2.671,2.968,3.153,2.3,1.632,4.192,1.298,3.376,0.853,2.708,4.303,2.56,1.447,1.743,3.005,3.599,2.56,0.779,2.337,3.227,4.906,4.825,4.785,5.008,4.856,4.861,5.112,4.985,4.896,5.054,Positive_457,1
2.56,5.688,0.569,3.128,1.422,3.413,1.991,5.688,0.569,0.569,4.266,1.707,0.853,1.707,3.697,3.697,2.275,0.569,0.569,1.707,4.671,4.972,5.688,5.366,5.942,5.226,5.548,5.474,5.119,5.35,Negative_1142,0
1.973,2.327,4.705,2.884,1.012,2.681,2.023,1.72,1.316,3.39,8.196,2.681,0.759,3.187,1.872,4.705,2.782,0.607,1.72,2.125,4.943,4.851,4.44,4.861,4.64,4.909,4.801,4.677,4.711,4.5,Positive_790,1
4.016,6.081,1.377,3.442,0.229,4.819,2.41,5.737,0.459,0.803,1.721,2.18,1.033,1.492,4.016,2.295,1.721,0.344,0.803,2.41,5.236,5.39,4.935,5.182,5.449,5.253,5.404,5.058,5.314,5.392,Positive_1161,1
4.198,3.645,0.552,2.32,1.325,3.977,2.541,4.308,1.436,0.773,4.971,1.767,1.767,2.43,2.762,1.436,1.325,1.436,1.547,2.651,5.264,5.733,4.863,5.125,6.002,5.229,4.656,5.134,5.172,5.653,Positive_136,1
3.083,0.881,1.982,2.423,0.881,3.964,1.762,4.184,1.982,2.643,6.166,1.982,1.762,3.303,3.083,5.065,3.744,0.881,1.321,5.065,4.431,4.709,4.624,4.405,4.453,4.248,4.436,4.116,4.248,4.172,Positive_617,1
3.153,2.58,1.146,2.293,1.361,3.727,1.72,4.444,1.576,2.58,3.799,2.58,1.075,2.15,3.153,2.867,3.153,1.218,1.935,3.727,4.866,5.28,4.994,4.888,5.107,5.067,4.903,4.763,4.926,4.969,Positive_66,1
5.983,3.068,1.841,1.994,0.767,3.529,1.227,3.989,1.688,2.608,6.291,2.762,0.613,1.381,2.148,3.068,3.222,0.613,0.921,3.068,4.73,5.271,4.931,5.0,4.507,5.233,4.878,4.949,4.875,4.842,Positive_330,1
3.714,3.161,2.054,2.344,0.843,2.686,1.791,3.608,1.106,3.24,4.583,2.001,1.527,3.082,2.318,3.371,2.16,0.974,2.844,2.555,4.924,5.154,4.924,4.836,5.086,5.059,4.989,4.964,5.074,5.029,Positive_905,1
2.362,3.149,0.0,1.575,2.362,2.362,3.149,4.724,0.0,2.362,7.085,2.362,1.575,2.362,3.937,0.0,3.937,1.575,0.787,2.362,4.925,5.6,5.117,4.413,4.718,5.299,5.54,5.854,5.319,5.191,Negative_589,0
6.255,2.808,1.404,1.404,0.127,4.978,2.042,4.085,1.021,3.574,4.34,2.681,1.277,1.659,2.17,1.149,1.915,0.511,1.787,3.447,5.095,5.462,4.951,4.834,5.189,5.126,5.318,5.075,5.168,5.146,Positive_770,1
4.171,1.782,2.106,1.782,0.648,2.956,3.685,4.657,1.417,3.24,3.726,3.887,0.891,1.215,4.616,6.398,4.778,0.243,0.851,4.535,4.183,4.454,4.253,4.192,4.333,4.264,4.287,4.002,4.247,4.201,Negative_1033,0
4.422,2.299,1.238,2.83,1.061,3.36,3.007,3.184,0.708,1.592,6.544,3.36,0.531,1.769,4.952,3.184,3.007,0.354,1.415,3.714,4.722,5.032,4.664,4.583,5.142,4.98,4.544,4.533,4.302,4.972,Negative_388,0
6.894,6.618,0.276,1.103,0.276,2.206,0.827,3.309,0.551,0.276,7.446,0.276,0.551,0.551,6.343,3.309,0.827,1.379,0.827,1.654,4.837,5.831,5.194,5.208,5.574,5.713,5.67,5.674,5.153,5.645,Negative_704,0
3.326,2.101,1.751,3.326,1.401,2.451,1.226,5.252,1.576,3.151,3.501,3.151,0.7,2.801,1.751,2.626,2.101,1.05,2.976,2.276,5.356,5.279,5.099,5.213,5.007,5.102,5.029,5.136,5.095,5.187,Positive_1003,1
4.137,2.79,1.684,2.261,0.962,3.03,1.347,3.993,1.202,3.03,6.302,1.828,1.78,2.213,2.309,3.511,2.838,0.962,1.924,4.089,4.7,4.838,4.682,4.841,4.809,4.864,4.752,4.723,4.715,4.885,Positive_332,1
5.889,1.656,2.669,3.497,0.736,2.945,1.288,5.613,1.656,2.392,3.313,3.957,1.564,1.104,1.564,3.313,3.128,0.368,1.472,4.417,4.587,5.026,4.542,4.437,4.963,4.863,4.889,4.697,4.808,4.642,Positive_598,1
3.316,4.79,1.474,3.685,2.211,1.474,1.474,0.737,0.368,1.474,7.738,1.842,1.105,1.474,5.527,2.579,2.579,0.368,2.211,3.685,4.668,4.949,4.711,4.826,5.455,5.274,5.101,4.816,5.046,5.041,Negative_325,0
3.969,3.112,0.992,2.526,1.533,2.435,1.398,5.457,2.074,1.759,5.953,1.263,0.947,1.443,2.841,3.473,2.435,1.263,1.172,4.51,4.894,4.747,4.937,5.344,4.902,4.914,5.015,5.109,4.785,4.793,Negative_1023,0
3.32,3.065,1.533,2.426,0.766,2.746,1.852,3.129,1.468,2.49,4.789,2.809,1.724,2.299,2.171,3.64,2.809,1.15,2.107,3.065,5.279,5.143,4.817,4.953,5.042,5.101,5.133,4.968,5.318,4.889,Positive_263,1
2.77,3.125,1.278,2.841,0.994,4.261,2.273,2.912,1.492,2.202,5.398,3.835,1.704,2.557,2.202,2.912,1.563,0.497,1.563,2.557,5.28,5.341,5.138,5.048,5.124,4.974,5.305,4.947,4.935,4.972,Positive_239,1
7.726,3.348,0.257,4.121,0.515,3.348,2.06,7.211,1.03,0.0,8.757,0.0,0.515,0.257,2.575,4.893,2.06,1.288,0.772,2.318,4.624,4.25,4.61,4.807,4.38,5.141,4.945,4.889,4.984,4.316,Negative_1182,0
