_PolarizabilityC1,_PolarizabilityC2,_PolarizabilityC3,_SolventAccessibilityC1,_SolventAccessibilityC2,_SolventAccessibilityC3,_SecondaryStrC1,_SecondaryStrC2,_SecondaryStrC3,_ChargeC1,_ChargeC2,_ChargeC3,_PolarityC1,_PolarityC2,_PolarityC3,_NormalizedVDWVC1,_NormalizedVDWVC2,_NormalizedVDWVC3,_HydrophobicityC1,_HydrophobicityC2,_HydrophobicityC3,_PolarizabilityT12,_PolarizabilityT13,_PolarizabilityT23,_SolventAccessibilityT12,_SolventAccessibilityT13,_SolventAccessibilityT23,_SecondaryStrT12,_SecondaryStrT13,_SecondaryStrT23,_ChargeT12,_ChargeT13,_ChargeT23,_PolarityT12,_PolarityT13,_PolarityT23,_NormalizedVDWVT12,_NormalizedVDWVT13,_NormalizedVDWVT23,_HydrophobicityT12,_HydrophobicityT13,_HydrophobicityT23,_PolarizabilityD1001,_PolarizabilityD1025,_PolarizabilityD1050,_PolarizabilityD1075,_PolarizabilityD1100,_PolarizabilityD2001,_PolarizabilityD2025,_PolarizabilityD2050,_PolarizabilityD2075,_PolarizabilityD2100,_PolarizabilityD3001,_PolarizabilityD3025,_PolarizabilityD3050,_PolarizabilityD3075,_PolarizabilityD3100,_SolventAccessibilityD1001,_SolventAccessibilityD1025,_SolventAccessibilityD1050,_SolventAccessibilityD1075,_SolventAccessibilityD1100,_SolventAccessibilityD2001,_SolventAccessibilityD2025,_SolventAccessibilityD2050,_SolventAccessibilityD2075,_SolventAccessibilityD2100,_SolventAccessibilityD3001,_SolventAccessibilityD3025,_SolventAccessibilityD3050,_SolventAccessibilityD3075,_SolventAccessibilityD3100,_SecondaryStrD1001,_SecondaryStrD1025,_SecondaryStrD1050,_SecondaryStrD1075,_SecondaryStrD1100,_SecondaryStrD2001,_SecondaryStrD2025,_SecondaryStrD2050,_SecondaryStrD2075,_SecondaryStrD2100,_SecondaryStrD3001,_SecondaryStrD3025,_SecondaryStrD3050,_SecondaryStrD3075,_SecondaryStrD3100,_ChargeD1001,_ChargeD1025,_ChargeD1050,_ChargeD1075,_ChargeD1100,_ChargeD2001,_ChargeD2025,_ChargeD2050,_ChargeD2075,_ChargeD2100,_ChargeD3001,_ChargeD3025,_ChargeD3050,_ChargeD3075,_ChargeD3100,_PolarityD1001,_PolarityD1025,_PolarityD1050,_PolarityD1075,_PolarityD1100,_PolarityD2001,_PolarityD2025,_PolarityD2050,_PolarityD2075,_PolarityD2100,_PolarityD3001,_PolarityD3025,_PolarityD3050,_PolarityD3075,_PolarityD3100,_NormalizedVDWVD1001,_NormalizedVDWVD1025,_NormalizedVDWVD1050,_NormalizedVDWVD1075,_NormalizedVDWVD1100,_NormalizedVDWVD2001,_NormalizedVDWVD2025,_NormalizedVDWVD2050,_NormalizedVDWVD2075,_NormalizedVDWVD2100,_NormalizedVDWVD3001,_NormalizedVDWVD3025,_NormalizedVDWVD3050,_NormalizedVDWVD3075,_NormalizedVDWVD3100,_HydrophobicityD1001,_HydrophobicityD1025,_HydrophobicityD1050,_HydrophobicityD1075,_HydrophobicityD1100,_HydrophobicityD2001,_HydrophobicityD2025,_HydrophobicityD2050,_HydrophobicityD2075,_HydrophobicityD2100,_HydrophobicityD3001,_HydrophobicityD3025,_HydrophobicityD3050,_HydrophobicityD3075,_HydrophobicityD3100,id,label
0.285,0.461,0.255,0.44,0.305,0.255,0.398,0.337,0.265,0.095,0.774,0.131,0.394,0.283,0.323,0.345,0.4,0.255,0.305,0.337,0.358,0.265,0.123,0.211,0.239,0.204,0.162,0.241,0.211,0.158,0.148,0.026,0.184,0.221,0.221,0.188,0.3,0.15,0.184,0.215,0.186,0.239,0.404,25.455,56.162,77.778,99.798,0.606,27.071,48.081,74.343,100.0,0.202,20.808,46.667,68.687,98.99,0.606,31.515,52.727,72.525,100.0,1.414,20.404,41.212,70.909,99.798,0.202,22.02,51.313,80.606,99.596,0.202,23.434,49.697,71.111,99.394,0.404,34.141,49.899,73.737,100.0,1.01,19.798,49.293,78.586,99.798,5.253,17.374,38.99,62.02,98.99,0.202,27.475,52.727,76.364,100.0,1.414,23.232,37.778,70.303,99.798,0.202,30.909,50.303,72.525,100.0,0.404,25.455,56.162,77.778,99.596,1.414,20.404,41.616,71.717,99.798,0.404,22.02,52.121,77.576,99.798,0.606,28.283,51.919,74.343,100.0,0.202,20.808,46.667,68.687,98.99,1.414,20.404,41.212,70.909,99.798,0.404,22.02,54.747,77.778,99.596,0.202,31.717,50.505,69.899,100.0,Positive_419,1
0.27,0.477,0.253,0.417,0.342,0.241,0.474,0.282,0.243,0.12,0.753,0.127,0.384,0.251,0.366,0.331,0.416,0.253,0.342,0.306,0.352,0.259,0.138,0.236,0.277,0.201,0.173,0.27,0.233,0.139,0.177,0.031,0.195,0.199,0.28,0.181,0.282,0.169,0.205,0.21,0.24,0.224,0.065,26.178,50.982,73.92,99.935,0.098,24.116,49.28,75.033,100.0,0.033,25.065,51.309,75.753,99.967,0.098,24.411,49.378,75.033,100.0,0.196,25.065,51.636,77.323,99.902,0.033,25.654,48.462,71.139,99.804,0.033,25.0,50.72,75.524,99.935,0.131,24.018,49.902,74.542,100.0,0.065,25.785,48.429,73.593,99.836,0.425,23.56,51.865,78.534,99.902,0.033,24.771,49.182,74.28,100.0,0.229,27.454,52.487,75.393,99.509,0.033,24.411,48.92,73.887,100.0,0.065,25.654,49.836,74.215,99.935,0.196,25.033,51.145,76.538,99.902,0.065,25.654,49.378,73.92,99.935,0.098,24.182,49.738,75.098,100.0,0.033,25.065,51.309,75.753,99.967,0.196,25.065,51.636,77.323,99.902,0.065,25.654,49.346,72.48,99.935,0.033,24.378,48.887,74.28,100.0,Positive_943,1
0.389,0.462,0.149,0.385,0.252,0.363,0.397,0.202,0.401,0.05,0.802,0.149,0.271,0.454,0.275,0.531,0.321,0.149,0.252,0.515,0.233,0.307,0.123,0.126,0.153,0.284,0.18,0.146,0.318,0.192,0.073,0.011,0.203,0.241,0.138,0.218,0.307,0.169,0.08,0.241,0.092,0.241,1.527,34.733,55.344,72.901,96.947,0.763,22.519,51.527,77.863,100.0,0.382,17.939,35.496,59.924,97.328,1.527,18.321,46.947,70.992,99.618,0.763,37.786,58.779,84.733,100.0,0.382,23.664,41.603,67.939,97.328,0.382,20.229,53.435,83.206,99.618,1.908,19.466,47.71,65.649,97.328,3.053,29.389,49.237,70.992,100.0,11.832,19.847,35.496,45.42,88.931,0.382,22.901,46.947,70.992,100.0,0.763,43.13,63.74,86.26,99.237,0.382,9.542,30.916,62.977,99.618,1.527,27.481,49.237,70.229,96.565,0.763,35.496,58.397,84.733,100.0,1.527,27.481,50.0,70.229,96.947,0.763,21.756,56.107,84.733,100.0,0.382,17.939,35.496,59.924,97.328,0.763,37.786,58.779,84.733,100.0,1.527,26.336,48.092,70.229,97.328,0.382,8.397,30.153,62.595,99.618,Negative_579,0
0.245,0.479,0.276,0.46,0.35,0.19,0.54,0.258,0.202,0.16,0.724,0.117,0.331,0.288,0.38,0.35,0.374,0.276,0.35,0.325,0.325,0.284,0.105,0.247,0.315,0.142,0.142,0.321,0.191,0.136,0.204,0.019,0.167,0.228,0.259,0.21,0.321,0.179,0.173,0.216,0.241,0.259,5.521,20.245,46.012,77.914,100.0,2.454,21.472,47.239,73.006,98.773,0.613,27.607,50.92,71.166,99.387,2.454,15.337,40.491,69.939,98.16,1.227,30.061,52.761,74.847,99.387,0.613,25.767,46.626,81.595,100.0,0.613,20.859,49.08,76.074,99.387,3.681,27.607,46.012,71.779,95.706,4.294,31.288,52.147,72.393,100.0,1.227,41.104,53.988,63.19,99.387,0.613,22.699,45.399,74.847,100.0,12.883,22.086,49.693,77.301,88.344,0.613,18.405,42.945,69.939,98.16,4.294,20.245,38.65,77.914,100.0,1.227,29.448,53.988,76.687,99.387,4.294,28.221,49.693,74.233,100.0,2.454,19.018,42.331,73.006,98.16,0.613,27.607,50.92,71.166,99.387,1.227,30.061,52.761,74.847,99.387,4.294,24.54,46.012,79.755,100.0,0.613,18.405,41.718,68.098,98.16,Negative_950,0
0.228,0.446,0.327,0.564,0.218,0.218,0.356,0.426,0.218,0.089,0.851,0.059,0.515,0.267,0.218,0.287,0.386,0.327,0.218,0.327,0.455,0.19,0.15,0.28,0.19,0.23,0.11,0.31,0.2,0.17,0.13,0.03,0.07,0.29,0.2,0.1,0.22,0.19,0.24,0.13,0.17,0.3,6.931,40.594,60.396,86.139,99.01,1.98,14.851,43.564,69.307,100.0,0.99,22.772,38.614,65.347,93.069,2.97,28.713,52.475,70.297,98.02,1.98,8.911,32.673,51.485,89.109,0.99,26.733,59.406,82.178,100.0,0.99,13.861,39.604,60.396,97.03,5.941,33.663,56.436,74.257,99.01,1.98,20.792,54.455,85.149,100.0,4.95,10.891,16.832,53.465,83.168,0.99,27.723,52.475,75.248,100.0,3.96,3.96,9.901,39.604,89.109,0.99,27.723,46.535,70.297,97.03,6.931,40.594,60.396,86.139,100.0,1.98,8.911,32.673,51.485,89.109,6.931,40.594,60.396,86.139,100.0,1.98,12.871,42.574,68.317,97.03,0.99,22.772,38.614,65.347,93.069,1.98,8.911,32.673,51.485,89.109,6.931,40.594,59.406,85.149,100.0,0.99,27.723,43.564,69.307,97.03,Negative_1294,0
0.261,0.468,0.271,0.399,0.356,0.245,0.457,0.266,0.277,0.165,0.739,0.096,0.314,0.319,0.367,0.378,0.351,0.271,0.356,0.351,0.293,0.273,0.123,0.257,0.219,0.241,0.128,0.225,0.219,0.128,0.209,0.037,0.155,0.176,0.182,0.176,0.23,0.187,0.193,0.187,0.16,0.198,1.064,24.468,37.234,77.66,98.936,1.596,25.0,53.191,72.872,100.0,0.532,20.213,50.0,73.404,98.404,1.064,16.489,42.021,69.149,98.404,9.043,36.17,55.851,77.128,100.0,0.532,21.277,37.234,71.277,98.936,0.532,18.617,50.0,72.34,99.468,3.723,29.787,58.511,79.255,98.936,5.851,22.34,37.234,75.532,100.0,9.043,35.106,52.66,73.936,96.277,0.532,21.809,43.085,71.809,100.0,13.298,35.638,68.085,82.447,94.681,0.532,14.362,46.277,67.021,98.404,1.064,21.809,34.574,77.66,98.936,9.043,38.83,56.383,76.596,100.0,1.064,23.404,39.362,75.532,98.936,1.596,26.064,53.723,74.468,100.0,0.532,20.213,50.0,73.404,98.404,9.043,36.17,55.851,77.128,100.0,1.064,21.809,37.234,75.532,98.936,0.532,14.362,41.489,65.426,98.404,Negative_822,0
0.333,0.429,0.238,0.503,0.225,0.272,0.395,0.338,0.267,0.091,0.83,0.079,0.416,0.342,0.242,0.395,0.367,0.238,0.225,0.391,0.384,0.277,0.148,0.216,0.184,0.278,0.087,0.256,0.191,0.153,0.127,0.015,0.102,0.288,0.142,0.155,0.282,0.191,0.172,0.157,0.114,0.305,0.378,31.191,56.711,77.505,99.433,0.567,19.093,43.856,72.59,99.811,0.189,27.032,45.18,66.919,100.0,0.567,21.361,42.911,69.754,99.433,0.756,33.081,62.949,82.798,100.0,0.189,25.52,53.308,73.535,97.732,0.189,27.788,55.009,82.042,100.0,1.701,18.904,39.698,62.382,98.866,0.378,26.843,56.711,75.992,98.677,1.89,34.783,56.333,80.907,100.0,0.189,23.062,48.204,72.212,99.811,2.268,32.703,74.102,82.798,99.622,0.189,19.282,38.185,63.327,99.055,0.378,29.868,55.577,75.992,99.433,0.756,34.783,63.138,82.798,100.0,0.378,30.624,56.522,76.371,99.433,0.567,17.391,43.667,72.212,99.811,0.189,27.032,45.18,66.919,100.0,0.756,33.081,62.949,82.798,100.0,0.378,28.355,55.009,75.803,99.433,0.189,18.526,38.185,63.327,99.055,Negative_1227,0
0.556,0.333,0.111,0.556,0.222,0.222,0.556,0.111,0.333,0.0,0.889,0.111,0.111,0.556,0.333,0.556,0.333,0.111,0.222,0.667,0.111,0.375,0.25,0.0,0.25,0.375,0.125,0.125,0.5,0.125,0.0,0.0,0.25,0.125,0.125,0.5,0.375,0.25,0.0,0.25,0.125,0.125,11.111,11.111,22.222,44.444,77.778,33.333,100.0,33.333,88.889,100.0,55.556,55.556,55.556,55.556,55.556,11.111,11.111,44.444,66.667,88.889,33.333,100.0,33.333,33.333,100.0,22.222,55.556,22.222,22.222,55.556,11.111,11.111,33.333,44.444,77.778,88.889,88.889,88.889,88.889,88.889,22.222,100.0,22.222,66.667,100.0,0.0,0.0,0.0,0.0,0.0,11.111,22.222,55.556,77.778,100.0,33.333,33.333,33.333,33.333,33.333,88.889,88.889,88.889,88.889,88.889,11.111,11.111,22.222,44.444,77.778,33.333,100.0,33.333,55.556,100.0,11.111,11.111,22.222,44.444,77.778,33.333,100.0,33.333,88.889,100.0,55.556,55.556,55.556,55.556,55.556,33.333,100.0,33.333,33.333,100.0,11.111,11.111,44.444,55.556,77.778,88.889,88.889,88.889,88.889,88.889,Negative_63,0
0.283,0.357,0.36,0.4,0.367,0.233,0.481,0.285,0.233,0.213,0.69,0.097,0.318,0.275,0.407,0.333,0.308,0.36,0.367,0.342,0.29,0.201,0.234,0.216,0.279,0.192,0.154,0.271,0.226,0.142,0.274,0.04,0.119,0.199,0.251,0.216,0.211,0.269,0.182,0.229,0.204,0.221,0.496,23.573,55.335,76.427,100.0,2.233,23.821,49.876,74.194,99.504,0.248,25.558,44.417,70.968,99.007,1.489,25.31,52.605,75.186,100.0,0.993,29.777,49.628,74.938,99.504,0.248,15.633,41.191,68.983,97.022,0.248,28.536,49.132,73.945,100.0,1.489,23.573,50.868,72.705,98.511,0.496,16.129,51.613,75.434,99.752,0.993,25.558,47.891,72.953,99.007,0.248,23.573,50.868,74.194,100.0,8.685,26.799,48.387,77.171,99.504,0.248,25.31,49.876,76.179,98.511,0.496,19.107,51.117,75.186,100.0,0.744,28.784,49.38,74.442,99.504,0.496,20.596,52.605,75.682,100.0,3.474,27.295,50.62,74.938,99.504,0.248,25.558,44.417,70.968,99.007,0.993,29.777,49.628,74.938,99.504,0.496,20.099,51.117,71.96,100.0,0.248,24.566,48.635,76.675,98.511,Positive_864,1
0.333,0.498,0.169,0.512,0.217,0.271,0.56,0.193,0.246,0.048,0.879,0.072,0.367,0.386,0.246,0.43,0.401,0.169,0.217,0.43,0.353,0.33,0.107,0.16,0.238,0.257,0.102,0.233,0.277,0.097,0.073,0.005,0.121,0.277,0.233,0.155,0.306,0.136,0.131,0.146,0.194,0.296,0.966,27.053,51.208,71.981,99.034,1.932,24.155,47.343,69.082,100.0,0.483,20.773,43.961,83.575,98.068,0.966,26.087,50.725,72.947,99.034,3.382,25.604,49.758,73.913,99.517,0.483,17.874,46.377,74.396,100.0,0.483,23.671,49.758,75.845,99.517,2.899,26.087,51.691,72.464,96.618,1.449,20.29,47.343,68.599,100.0,5.314,22.222,30.918,86.473,97.585,0.483,23.188,50.242,74.396,100.0,14.01,27.536,38.164,68.599,94.203,0.483,23.188,49.275,72.464,98.551,0.966,19.324,48.792,77.295,100.0,3.382,25.604,49.758,74.879,99.517,0.966,22.705,47.826,71.498,100.0,3.382,24.638,49.758,72.464,99.517,0.483,20.773,43.961,83.575,98.068,3.382,25.604,49.758,73.913,99.517,0.966,20.29,48.792,77.295,100.0,0.483,22.705,46.86,70.531,98.551,Negative_277,0
0.316,0.381,0.303,0.465,0.245,0.29,0.452,0.31,0.239,0.116,0.8,0.084,0.426,0.31,0.265,0.368,0.329,0.303,0.245,0.387,0.368,0.253,0.214,0.208,0.201,0.312,0.123,0.325,0.221,0.13,0.182,0.013,0.104,0.292,0.201,0.162,0.273,0.221,0.201,0.169,0.156,0.312,1.935,20.645,42.581,66.452,97.419,1.29,30.323,53.548,76.774,100.0,0.645,23.226,43.871,74.839,99.355,1.29,27.742,55.484,74.194,100.0,1.935,27.097,42.581,52.258,98.065,0.645,19.355,60.0,78.065,99.355,0.645,22.581,47.097,73.548,100.0,1.29,21.935,46.452,74.839,99.355,1.935,31.613,54.839,65.161,97.419,16.774,27.097,43.871,69.677,98.065,0.645,23.226,55.484,77.419,100.0,1.935,6.452,31.613,43.226,63.871,0.645,18.71,54.194,76.774,100.0,3.226,22.581,58.065,77.419,97.419,1.935,29.677,43.226,52.903,98.065,1.935,21.935,48.387,72.258,97.419,1.29,27.742,52.258,74.194,100.0,0.645,23.226,43.871,74.839,99.355,1.935,27.097,42.581,52.258,98.065,3.226,25.806,60.645,78.065,99.355,0.645,18.065,51.613,71.613,100.0,Positive_664,1
0.38,0.412,0.208,0.419,0.305,0.276,0.407,0.324,0.269,0.094,0.777,0.128,0.329,0.358,0.312,0.416,0.375,0.208,0.305,0.407,0.288,0.313,0.148,0.18,0.245,0.248,0.138,0.24,0.226,0.163,0.121,0.039,0.189,0.25,0.197,0.187,0.311,0.17,0.158,0.218,0.165,0.248,1.695,23.245,50.847,70.46,95.642,0.969,23.002,46.247,76.755,100.0,0.242,33.414,55.932,79.661,99.758,0.969,20.097,46.247,73.608,100.0,0.484,31.235,50.363,76.755,99.758,0.242,22.276,51.332,70.218,93.462,0.242,24.697,46.489,74.092,100.0,0.969,21.308,52.542,75.545,99.031,2.906,28.814,52.058,74.334,99.274,0.484,32.93,50.363,76.513,99.758,0.242,23.245,49.153,73.123,100.0,5.811,26.634,45.278,76.755,99.516,0.242,21.308,48.184,75.545,100.0,1.695,22.76,50.605,70.46,95.642,0.484,31.235,50.363,76.755,99.758,1.695,23.487,51.09,73.123,95.642,0.969,22.518,44.31,75.787,100.0,0.242,33.414,55.932,79.661,99.758,0.484,31.235,50.363,76.755,99.758,1.695,22.276,50.605,70.46,95.642,0.242,20.097,47.458,77.482,100.0,Positive_886,1
0.369,0.414,0.217,0.446,0.271,0.284,0.42,0.247,0.333,0.102,0.795,0.102,0.29,0.401,0.309,0.486,0.296,0.217,0.271,0.465,0.264,0.316,0.182,0.167,0.237,0.237,0.141,0.205,0.276,0.162,0.16,0.024,0.158,0.205,0.143,0.286,0.274,0.22,0.128,0.263,0.115,0.212,1.066,25.373,44.989,69.296,100.0,0.426,22.814,55.224,76.333,99.787,0.213,26.226,49.041,78.038,98.934,0.426,28.145,54.371,78.891,99.787,0.853,18.977,46.482,68.657,100.0,0.213,24.947,42.644,73.348,99.574,0.213,23.241,53.092,74.627,99.787,0.426,30.277,50.746,77.825,98.934,1.066,21.748,45.203,71.429,100.0,2.772,20.469,46.695,70.149,98.294,0.213,26.652,51.386,76.333,99.787,0.853,12.58,37.527,61.834,100.0,0.213,29.424,54.371,78.465,99.787,1.066,25.373,48.614,73.561,99.574,0.853,20.682,46.695,70.149,100.0,1.066,25.8,49.254,74.627,100.0,0.426,21.535,50.746,69.083,99.787,0.213,26.226,49.041,78.038,98.934,0.853,18.977,46.482,68.657,100.0,1.066,25.373,48.614,75.906,99.574,0.213,29.424,54.584,79.104,99.787,Negative_759,0
0.376,0.371,0.253,0.438,0.274,0.287,0.371,0.293,0.337,0.1,0.782,0.117,0.322,0.383,0.294,0.487,0.26,0.253,0.274,0.441,0.284,0.269,0.183,0.19,0.261,0.235,0.146,0.201,0.271,0.19,0.159,0.028,0.174,0.229,0.18,0.241,0.238,0.239,0.133,0.258,0.149,0.229,0.283,27.581,47.525,71.004,100.0,0.424,20.792,52.475,74.399,99.859,0.141,24.752,50.354,79.915,98.868,0.424,23.621,47.666,75.106,99.576,0.707,23.904,50.354,79.915,100.0,0.141,27.723,53.89,69.307,99.717,0.141,17.822,48.798,78.501,99.859,0.566,25.318,49.081,73.55,99.576,0.283,29.279,52.051,72.136,100.0,3.112,22.348,54.173,81.754,96.888,0.141,24.752,49.505,72.984,99.717,4.809,25.035,45.686,74.399,100.0,0.141,20.934,47.808,78.501,99.576,0.283,27.864,51.344,70.014,99.717,0.707,24.611,50.354,78.925,100.0,0.283,28.571,49.788,70.297,100.0,0.424,17.115,48.939,78.642,99.859,0.141,24.752,50.354,79.915,98.868,0.707,23.904,50.354,79.915,100.0,0.283,27.581,51.202,69.873,99.717,0.141,20.792,47.808,78.501,99.576,Positive_12,1
0.32,0.391,0.289,0.422,0.266,0.312,0.477,0.242,0.281,0.141,0.805,0.055,0.312,0.367,0.32,0.438,0.273,0.289,0.266,0.43,0.305,0.268,0.181,0.22,0.236,0.299,0.142,0.189,0.291,0.11,0.213,0.008,0.102,0.205,0.213,0.276,0.26,0.268,0.134,0.228,0.15,0.268,2.344,27.344,46.875,67.969,100.0,1.562,29.688,58.594,73.438,97.656,0.781,14.062,41.406,71.094,99.219,2.344,23.438,48.438,78.125,99.219,3.906,17.969,41.406,59.375,95.312,0.781,25.781,55.469,75.781,100.0,0.781,17.969,42.188,66.406,97.656,5.469,25.0,47.656,84.375,99.219,1.562,30.469,51.562,74.219,100.0,3.906,14.062,26.562,42.188,95.312,0.781,27.344,53.125,75.781,100.0,24.219,24.219,40.625,72.656,87.5,0.781,21.875,62.5,82.031,99.219,1.562,25.781,46.875,71.875,100.0,3.906,17.969,42.188,67.188,95.312,1.562,28.125,47.656,75.0,100.0,4.688,29.688,58.594,72.656,97.656,0.781,14.062,41.406,71.094,99.219,3.906,17.969,41.406,59.375,95.312,1.562,25.781,48.438,74.219,100.0,0.781,21.094,57.812,80.469,99.219,Negative_1225,0
0.277,0.482,0.241,0.423,0.314,0.263,0.44,0.282,0.278,0.103,0.782,0.115,0.401,0.26,0.339,0.334,0.425,0.241,0.314,0.31,0.376,0.282,0.125,0.229,0.278,0.25,0.151,0.263,0.244,0.148,0.161,0.02,0.184,0.222,0.285,0.175,0.299,0.16,0.194,0.186,0.243,0.259,0.51,18.622,42.092,68.622,100.0,0.255,25.51,50.0,73.214,99.745,0.128,32.143,56.122,80.74,99.872,0.638,25.893,50.893,76.276,99.745,2.423,27.934,51.403,79.847,99.872,0.128,19.005,46.429,68.622,100.0,0.128,27.041,51.531,76.531,99.872,0.51,27.806,51.658,76.786,99.745,0.255,16.582,44.005,68.112,100.0,2.423,32.781,55.995,80.74,99.872,0.128,23.469,49.617,73.342,100.0,2.551,27.934,47.066,74.49,98.469,0.128,26.403,50.255,76.403,99.745,0.255,18.112,46.046,69.515,100.0,0.383,27.423,51.403,78.189,99.872,0.255,20.536,48.469,71.939,100.0,0.638,25.128,47.704,70.918,99.745,0.128,32.143,56.122,80.74,99.872,2.423,27.934,51.403,79.847,99.872,0.255,18.75,46.939,71.429,100.0,0.128,26.403,50.255,76.276,99.745,Positive_531,1
0.344,0.455,0.201,0.484,0.221,0.295,0.389,0.32,0.291,0.07,0.828,0.102,0.398,0.365,0.238,0.414,0.385,0.201,0.221,0.406,0.373,0.296,0.132,0.177,0.202,0.321,0.086,0.239,0.239,0.173,0.095,0.012,0.16,0.28,0.181,0.14,0.317,0.152,0.156,0.132,0.156,0.288,0.82,27.869,50.82,72.951,99.59,1.639,21.721,47.951,77.869,100.0,0.41,28.689,49.18,70.082,97.541,3.689,29.508,50.41,72.541,100.0,0.82,15.164,49.59,84.836,99.59,0.41,19.672,48.361,73.361,98.77,0.41,19.672,49.59,75.82,100.0,1.23,30.738,50.82,70.902,99.18,0.82,18.033,47.131,79.508,99.59,2.869,16.393,49.18,63.115,88.934,0.41,26.23,50.0,72.951,100.0,0.82,13.115,48.77,88.525,99.59,0.41,29.508,47.951,74.59,100.0,1.23,20.082,48.361,72.131,98.77,0.82,16.393,49.59,84.426,99.59,0.82,25.41,48.361,72.951,99.59,1.639,23.361,50.0,77.049,100.0,0.41,28.689,49.18,70.082,97.541,0.82,15.164,49.59,84.836,99.59,1.23,21.311,50.82,72.951,98.77,0.41,28.689,46.721,74.18,100.0,Positive_1140,1
0.32,0.446,0.234,0.564,0.215,0.221,0.415,0.33,0.255,0.074,0.842,0.084,0.436,0.326,0.238,0.392,0.373,0.234,0.215,0.379,0.406,0.288,0.168,0.204,0.237,0.263,0.086,0.296,0.214,0.151,0.128,0.013,0.122,0.3,0.191,0.162,0.29,0.204,0.168,0.164,0.158,0.324,0.381,18.667,44.762,73.905,100.0,0.762,29.905,50.095,73.714,99.81,0.19,25.333,55.238,77.524,99.048,0.381,28.571,52.0,77.143,99.619,1.143,15.619,40.0,69.333,100.0,0.19,22.286,50.286,74.857,99.238,0.19,21.905,50.476,76.381,99.81,0.571,32.19,53.524,73.714,99.238,1.333,18.476,43.238,71.429,100.0,1.143,18.857,49.714,72.19,99.048,0.19,26.667,50.857,75.429,99.619,7.238,13.714,33.333,69.524,100.0,0.19,32.19,54.095,77.143,98.857,0.381,19.81,45.524,74.286,99.619,1.143,16.0,40.571,69.524,100.0,0.381,19.619,45.143,72.381,100.0,0.762,29.905,51.238,74.476,99.81,0.19,25.333,55.238,77.524,99.048,1.143,15.619,40.0,69.333,100.0,0.381,20.762,46.095,74.857,99.619,0.19,32.19,54.286,77.905,98.286,Positive_678,1
0.342,0.451,0.207,0.323,0.358,0.319,0.431,0.207,0.362,0.116,0.738,0.146,0.262,0.36,0.378,0.444,0.349,0.207,0.358,0.408,0.235,0.269,0.116,0.178,0.196,0.208,0.164,0.139,0.244,0.158,0.137,0.018,0.196,0.151,0.185,0.185,0.217,0.155,0.139,0.201,0.16,0.158,1.367,24.829,46.014,64.009,100.0,0.456,23.69,53.531,77.904,99.772,0.228,25.057,62.87,81.321,99.089,0.683,24.146,42.825,74.032,100.0,0.911,26.879,58.998,82.688,99.317,0.228,23.007,47.836,66.059,99.544,0.228,32.346,61.276,83.599,100.0,1.139,18.223,40.319,71.754,99.772,0.456,20.729,45.558,64.009,99.544,2.278,37.813,74.26,84.738,99.089,0.228,23.235,46.014,70.387,100.0,2.961,23.69,53.759,74.715,98.405,0.228,18.679,40.547,75.171,99.772,0.456,24.601,47.153,64.692,100.0,0.911,27.563,59.909,82.005,99.317,0.456,24.374,45.786,64.465,100.0,0.683,24.146,55.125,82.46,99.317,0.228,25.057,62.87,81.321,99.089,0.911,26.879,58.998,82.688,99.317,0.456,24.374,47.153,66.059,100.0,0.228,23.007,42.825,75.854,99.772,Positive_909,1
0.266,0.459,0.275,0.376,0.361,0.263,0.469,0.275,0.256,0.133,0.717,0.15,0.352,0.265,0.383,0.354,0.371,0.275,0.361,0.315,0.324,0.245,0.139,0.255,0.265,0.176,0.208,0.277,0.226,0.152,0.179,0.051,0.22,0.193,0.269,0.201,0.274,0.201,0.193,0.247,0.226,0.204,0.337,16.189,47.386,74.705,100.0,1.686,25.97,49.41,74.199,99.831,0.169,29.342,51.602,75.717,98.82,0.337,26.476,50.422,72.344,100.0,1.518,25.126,49.073,77.403,99.663,0.169,21.079,49.241,73.187,99.157,0.169,27.15,49.916,76.223,100.0,1.349,26.307,51.602,73.356,99.831,0.337,18.212,47.386,73.019,99.663,1.518,20.067,39.292,77.403,98.82,0.169,24.621,50.759,71.838,100.0,2.698,27.319,56.492,80.607,99.663,0.169,30.523,53.457,74.874,99.831,0.337,16.695,41.99,71.164,100.0,1.518,25.97,50.084,75.548,99.663,0.337,17.707,46.206,73.019,100.0,2.192,26.813,50.422,75.211,99.325,0.169,29.342,51.602,75.717,98.82,1.518,25.126,49.073,77.403,99.663,0.337,17.707,43.845,69.983,100.0,0.169,30.86,53.794,76.391,99.831,Positive_991,1
